   time (s)   m_dot_g (kg/m2/s)  m_dot_c (kg/m2/s)  Virgin 98%     Char 2%    recession (m) 
 0.28300E+02     0.17697E-01       0.53528E-01     0.15176E-01   0.98347E-02  0.67298E-02
 0.28400E+02     0.17689E-01       0.53528E-01     0.15209E-01   0.98623E-02  0.67541E-02
 0.28500E+02     0.17676E-01       0.53529E-01     0.15241E-01   0.98898E-02  0.67784E-02
 0.28600E+02     0.17661E-01       0.53530E-01     0.15274E-01   0.99174E-02  0.68027E-02
 0.28700E+02     0.17650E-01       0.53529E-01     0.15305E-01   0.99449E-02  0.68270E-02
 0.28800E+02     0.17631E-01       0.53531E-01     0.15337E-01   0.99725E-02  0.68513E-02
 0.28900E+02     0.17604E-01       0.53531E-01     0.15368E-01   0.10000E-01  0.68756E-02
 0.29000E+02     0.17577E-01       0.53531E-01     0.15399E-01   0.10028E-01  0.68999E-02
 0.29100E+02     0.17550E-01       0.53531E-01     0.15430E-01   0.10055E-01  0.69242E-02
 0.29200E+02     0.17536E-01       0.53532E-01     0.15460E-01   0.10083E-01  0.69485E-02
 0.29300E+02     0.17520E-01       0.53533E-01     0.15497E-01   0.10111E-01  0.69728E-02
 0.29400E+02     0.17499E-01       0.53533E-01     0.15534E-01   0.10138E-01  0.69971E-02
 0.29500E+02     0.17487E-01       0.53533E-01     0.15570E-01   0.10166E-01  0.70214E-02
 0.29600E+02     0.17476E-01       0.53534E-01     0.15606E-01   0.10194E-01  0.70457E-02
 0.29700E+02     0.17469E-01       0.53534E-01     0.15641E-01   0.10221E-01  0.70700E-02
 0.29800E+02     0.17464E-01       0.53535E-01     0.15676E-01   0.10249E-01  0.70943E-02
 0.29900E+02     0.17454E-01       0.53536E-01     0.15711E-01   0.10277E-01  0.71186E-02
 0.30000E+02     0.17436E-01       0.53536E-01     0.15745E-01   0.10305E-01  0.71429E-02
 0.30100E+02     0.17411E-01       0.53536E-01     0.15779E-01   0.10332E-01  0.71672E-02
 0.30200E+02     0.17398E-01       0.53538E-01     0.15812E-01   0.10360E-01  0.71915E-02
 0.30300E+02     0.17391E-01       0.53538E-01     0.15845E-01   0.10388E-01  0.72158E-02
 0.30400E+02     0.17380E-01       0.53539E-01     0.15878E-01   0.10416E-01  0.72401E-02
 0.30500E+02     0.17365E-01       0.53539E-01     0.15911E-01   0.10444E-01  0.72645E-02
 0.30600E+02     0.17726E-01       0.53571E-01     0.15943E-01   0.10471E-01  0.72888E-02
 0.30700E+02     0.17724E-01       0.53551E-01     0.15975E-01   0.10498E-01  0.73131E-02
 0.30800E+02     0.17693E-01       0.53558E-01     0.16006E-01   0.10526E-01  0.73374E-02
 0.30900E+02     0.17685E-01       0.53554E-01     0.16037E-01   0.10553E-01  0.73617E-02
 0.31000E+02     0.17666E-01       0.53556E-01     0.16068E-01   0.10580E-01  0.73860E-02
 0.31100E+02     0.17650E-01       0.53556E-01     0.16099E-01   0.10607E-01  0.74103E-02
 0.31200E+02     0.17631E-01       0.53556E-01     0.16130E-01   0.10634E-01  0.74346E-02
 0.31300E+02     0.17616E-01       0.53556E-01     0.16160E-01   0.10661E-01  0.74589E-02
 0.31400E+02     0.17600E-01       0.53556E-01     0.16190E-01   0.10689E-01  0.74833E-02
 0.31500E+02     0.17581E-01       0.53556E-01     0.16221E-01   0.10716E-01  0.75076E-02
 0.31600E+02     0.17558E-01       0.53556E-01     0.16257E-01   0.10743E-01  0.75319E-02
 0.31700E+02     0.17525E-01       0.53556E-01     0.16293E-01   0.10770E-01  0.75562E-02
 0.31800E+02     0.17493E-01       0.53555E-01     0.16329E-01   0.10797E-01  0.75805E-02
 0.31900E+02     0.17462E-01       0.53555E-01     0.16364E-01   0.10824E-01  0.76048E-02
 0.32000E+02     0.17451E-01       0.53556E-01     0.16398E-01   0.10852E-01  0.76291E-02
 0.32100E+02     0.17433E-01       0.53556E-01     0.16433E-01   0.10879E-01  0.76534E-02
 0.32200E+02     0.17411E-01       0.53556E-01     0.16466E-01   0.10906E-01  0.76777E-02
 0.32300E+02     0.17391E-01       0.53556E-01     0.16500E-01   0.10933E-01  0.77021E-02
 0.32400E+02     0.17379E-01       0.53556E-01     0.16533E-01   0.10960E-01  0.77264E-02
 0.32500E+02     0.17371E-01       0.53557E-01     0.16566E-01   0.10988E-01  0.77507E-02
 0.32600E+02     0.17362E-01       0.53558E-01     0.16599E-01   0.11015E-01  0.77750E-02
 0.32700E+02     0.17355E-01       0.53558E-01     0.16631E-01   0.11042E-01  0.77993E-02
 0.32800E+02     0.17345E-01       0.53558E-01     0.16663E-01   0.11069E-01  0.78236E-02
 0.32900E+02     0.17332E-01       0.53559E-01     0.16694E-01   0.11097E-01  0.78479E-02
 0.33000E+02     0.17312E-01       0.53559E-01     0.16726E-01   0.11124E-01  0.78723E-02
 0.33100E+02     0.17303E-01       0.53559E-01     0.16757E-01   0.11151E-01  0.78966E-02
 0.33200E+02     0.17300E-01       0.53559E-01     0.16788E-01   0.11177E-01  0.79209E-02
 0.33300E+02     0.17290E-01       0.53560E-01     0.16818E-01   0.11204E-01  0.79452E-02
 0.33400E+02     0.17275E-01       0.53561E-01     0.16849E-01   0.11231E-01  0.79695E-02
 0.33500E+02     0.17261E-01       0.53561E-01     0.16879E-01   0.11257E-01  0.79938E-02
 0.33600E+02     0.17245E-01       0.53561E-01     0.16908E-01   0.11284E-01  0.80181E-02
 0.33700E+02     0.17242E-01       0.53562E-01     0.16938E-01   0.11311E-01  0.80424E-02
 0.33800E+02     0.17238E-01       0.53562E-01     0.16968E-01   0.11338E-01  0.80668E-02
 0.33900E+02     0.17231E-01       0.53562E-01     0.16997E-01   0.11364E-01  0.80911E-02
 0.34000E+02     0.17220E-01       0.53563E-01     0.17032E-01   0.11391E-01  0.81154E-02
 0.34100E+02     0.17209E-01       0.53563E-01     0.17067E-01   0.11418E-01  0.81397E-02
 0.34200E+02     0.17203E-01       0.53564E-01     0.17102E-01   0.11445E-01  0.81640E-02
 0.34300E+02     0.17193E-01       0.53564E-01     0.17137E-01   0.11472E-01  0.81883E-02
 0.34400E+02     0.17192E-01       0.53564E-01     0.17171E-01   0.11499E-01  0.82127E-02
 0.34500E+02     0.17178E-01       0.53565E-01     0.17204E-01   0.11525E-01  0.82370E-02
 0.34600E+02     0.17160E-01       0.53565E-01     0.17238E-01   0.11552E-01  0.82613E-02
 0.34700E+02     0.17142E-01       0.53565E-01     0.17271E-01   0.11579E-01  0.82856E-02
 0.34800E+02     0.17115E-01       0.53565E-01     0.17303E-01   0.11606E-01  0.83099E-02
 0.34900E+02     0.17098E-01       0.53565E-01     0.17336E-01   0.11633E-01  0.83342E-02
 0.35000E+02     0.17087E-01       0.53565E-01     0.17368E-01   0.11660E-01  0.83585E-02
 0.35100E+02     0.17073E-01       0.53565E-01     0.17399E-01   0.11687E-01  0.83829E-02
 0.35200E+02     0.17053E-01       0.53566E-01     0.17431E-01   0.11714E-01  0.84072E-02
 0.35300E+02     0.17036E-01       0.53566E-01     0.17462E-01   0.11741E-01  0.84315E-02
 0.35400E+02     0.17025E-01       0.53566E-01     0.17493E-01   0.11768E-01  0.84558E-02
 0.35500E+02     0.17020E-01       0.53567E-01     0.17524E-01   0.11795E-01  0.84801E-02
 0.35600E+02     0.17014E-01       0.53567E-01     0.17554E-01   0.11822E-01  0.85044E-02
 0.35700E+02     0.17006E-01       0.53567E-01     0.17584E-01   0.11849E-01  0.85288E-02
 0.35800E+02     0.16999E-01       0.53568E-01     0.17615E-01   0.11875E-01  0.85531E-02
 0.35900E+02     0.16991E-01       0.53568E-01     0.17644E-01   0.11902E-01  0.85774E-02
 0.36000E+02     0.16982E-01       0.53568E-01     0.17674E-01   0.11928E-01  0.86017E-02
 0.36100E+02     0.16977E-01       0.53568E-01     0.17703E-01   0.11954E-01  0.86260E-02
 0.36200E+02     0.16980E-01       0.53569E-01     0.17733E-01   0.11981E-01  0.86503E-02
 0.36300E+02     0.16975E-01       0.53569E-01     0.17761E-01   0.12008E-01  0.86747E-02
 0.36400E+02     0.16964E-01       0.53570E-01     0.17790E-01   0.12034E-01  0.86990E-02
 0.36500E+02     0.16951E-01       0.53571E-01     0.17820E-01   0.12061E-01  0.87233E-02
 0.36600E+02     0.16938E-01       0.53571E-01     0.17855E-01   0.12087E-01  0.87476E-02
 0.36700E+02     0.16936E-01       0.53572E-01     0.17889E-01   0.12114E-01  0.87719E-02
 0.36800E+02     0.16932E-01       0.53572E-01     0.17923E-01   0.12140E-01  0.87963E-02
 0.36900E+02     0.16925E-01       0.53571E-01     0.17957E-01   0.12167E-01  0.88206E-02
 0.37000E+02     0.16914E-01       0.53572E-01     0.17990E-01   0.12194E-01  0.88449E-02
 0.37100E+02     0.16901E-01       0.53573E-01     0.18023E-01   0.12220E-01  0.88692E-02
 0.37200E+02     0.16890E-01       0.53572E-01     0.18055E-01   0.12247E-01  0.88935E-02
 0.37300E+02     0.16885E-01       0.53573E-01     0.18088E-01   0.12273E-01  0.89179E-02
 0.37400E+02     0.16886E-01       0.53574E-01     0.18120E-01   0.12300E-01  0.89422E-02
 0.37500E+02     0.16884E-01       0.53574E-01     0.18152E-01   0.12327E-01  0.89665E-02
 0.37600E+02     0.16874E-01       0.53573E-01     0.18183E-01   0.12353E-01  0.89908E-02
 0.37700E+02     0.16859E-01       0.53574E-01     0.18214E-01   0.12380E-01  0.90151E-02
 0.37800E+02     0.16840E-01       0.53574E-01     0.18245E-01   0.12407E-01  0.90395E-02
 0.37900E+02     0.16821E-01       0.53575E-01     0.18276E-01   0.12434E-01  0.90638E-02
 0.38000E+02     0.16806E-01       0.53575E-01     0.18306E-01   0.12460E-01  0.90881E-02
 0.38100E+02     0.16795E-01       0.53575E-01     0.18337E-01   0.12487E-01  0.91124E-02
 0.38200E+02     0.16780E-01       0.53575E-01     0.18367E-01   0.12514E-01  0.91368E-02
 0.38300E+02     0.16761E-01       0.53576E-01     0.18397E-01   0.12541E-01  0.91611E-02
 0.38400E+02     0.16744E-01       0.53576E-01     0.18426E-01   0.12567E-01  0.91854E-02
 0.38500E+02     0.16727E-01       0.53576E-01     0.18456E-01   0.12594E-01  0.92097E-02
 0.38600E+02     0.16723E-01       0.53578E-01     0.18485E-01   0.12620E-01  0.92340E-02
 0.38700E+02     0.16720E-01       0.53578E-01     0.18514E-01   0.12647E-01  0.92584E-02
 0.38800E+02     0.16713E-01       0.53578E-01     0.18543E-01   0.12673E-01  0.92827E-02
 0.38900E+02     0.16706E-01       0.53579E-01     0.18571E-01   0.12699E-01  0.93070E-02
 0.39000E+02     0.16700E-01       0.53579E-01     0.18600E-01   0.12726E-01  0.93313E-02
 0.39100E+02     0.16695E-01       0.53579E-01     0.18628E-01   0.12752E-01  0.93557E-02
 0.39200E+02     0.16688E-01       0.53580E-01     0.18656E-01   0.12778E-01  0.93800E-02
 0.39300E+02     0.16685E-01       0.53581E-01     0.18689E-01   0.12805E-01  0.94043E-02
 0.39400E+02     0.16690E-01       0.53582E-01     0.18723E-01   0.12831E-01  0.94286E-02
 0.39500E+02     0.16685E-01       0.53582E-01     0.18756E-01   0.12857E-01  0.94529E-02
 0.39600E+02     0.16674E-01       0.53581E-01     0.18790E-01   0.12884E-01  0.94773E-02
 0.39700E+02     0.16663E-01       0.53582E-01     0.18822E-01   0.12910E-01  0.95016E-02
 0.39800E+02     0.16651E-01       0.53582E-01     0.18855E-01   0.12937E-01  0.95259E-02
 0.39900E+02     0.16639E-01       0.53583E-01     0.18887E-01   0.12963E-01  0.95502E-02
 0.40000E+02     0.16639E-01       0.53584E-01     0.18919E-01   0.12989E-01  0.95746E-02
 0.40100E+02     0.16633E-01       0.53584E-01     0.18950E-01   0.13016E-01  0.95989E-02
 0.40200E+02     0.16624E-01       0.53584E-01     0.18982E-01   0.13042E-01  0.96232E-02
 0.40300E+02     0.16614E-01       0.53585E-01     0.19013E-01   0.13069E-01  0.96475E-02
 0.40400E+02     0.16603E-01       0.53585E-01     0.19044E-01   0.13095E-01  0.96719E-02
 0.40500E+02     0.16602E-01       0.53585E-01     0.19074E-01   0.13121E-01  0.96962E-02
 0.40600E+02     0.16598E-01       0.53586E-01     0.19105E-01   0.13148E-01  0.97205E-02
 0.40700E+02     0.16599E-01       0.53588E-01     0.19135E-01   0.13175E-01  0.97448E-02
 0.40800E+02     0.16599E-01       0.53588E-01     0.19165E-01   0.13201E-01  0.97692E-02
 0.40900E+02     0.16594E-01       0.53588E-01     0.19195E-01   0.13227E-01  0.97935E-02
 0.41000E+02     0.16583E-01       0.53587E-01     0.19224E-01   0.13254E-01  0.98178E-02
 0.41100E+02     0.16565E-01       0.53588E-01     0.19253E-01   0.13281E-01  0.98422E-02
 0.41200E+02     0.16546E-01       0.53588E-01     0.19283E-01   0.13307E-01  0.98665E-02
 0.41300E+02     0.16532E-01       0.53588E-01     0.19312E-01   0.13334E-01  0.98908E-02
 0.41400E+02     0.16524E-01       0.53588E-01     0.19340E-01   0.13360E-01  0.99151E-02
 0.41500E+02     0.16511E-01       0.53589E-01     0.19369E-01   0.13387E-01  0.99395E-02
 0.41600E+02     0.16498E-01       0.53589E-01     0.19397E-01   0.13413E-01  0.99638E-02
 0.41700E+02     0.16481E-01       0.53589E-01     0.19426E-01   0.13439E-01  0.99881E-02
 0.41800E+02     0.16463E-01       0.53589E-01     0.19454E-01   0.13465E-01  0.10013E-01
 0.41900E+02     0.16460E-01       0.53590E-01     0.19482E-01   0.13491E-01  0.10037E-01
 0.42000E+02     0.16453E-01       0.53590E-01     0.19509E-01   0.13517E-01  0.10061E-01
 0.42100E+02     0.16446E-01       0.53591E-01     0.19537E-01   0.13543E-01  0.10085E-01
 0.42200E+02     0.16440E-01       0.53591E-01     0.19571E-01   0.13569E-01  0.10110E-01
 0.42300E+02     0.16434E-01       0.53591E-01     0.19603E-01   0.13595E-01  0.10134E-01
 0.42400E+02     0.16430E-01       0.53592E-01     0.19636E-01   0.13622E-01  0.10158E-01
 0.42500E+02     0.16426E-01       0.53592E-01     0.19669E-01   0.13648E-01  0.10183E-01
 0.42600E+02     0.16429E-01       0.53594E-01     0.19701E-01   0.13674E-01  0.10207E-01
 0.42700E+02     0.16431E-01       0.53594E-01     0.19733E-01   0.13700E-01  0.10231E-01
 0.42800E+02     0.16433E-01       0.53595E-01     0.19764E-01   0.13726E-01  0.10256E-01
 0.42900E+02     0.16429E-01       0.53595E-01     0.19796E-01   0.13753E-01  0.10280E-01
 0.43000E+02     0.16422E-01       0.53595E-01     0.19827E-01   0.13779E-01  0.10304E-01
 0.43100E+02     0.16410E-01       0.53595E-01     0.19858E-01   0.13805E-01  0.10329E-01
 0.43200E+02     0.16398E-01       0.53595E-01     0.19888E-01   0.13831E-01  0.10353E-01
 0.43300E+02     0.16385E-01       0.53595E-01     0.19919E-01   0.13857E-01  0.10377E-01
 0.43400E+02     0.16383E-01       0.53596E-01     0.19949E-01   0.13884E-01  0.10402E-01
 0.43500E+02     0.16377E-01       0.53596E-01     0.19979E-01   0.13910E-01  0.10426E-01
 0.43600E+02     0.16370E-01       0.53597E-01     0.20008E-01   0.13936E-01  0.10450E-01
 0.43700E+02     0.16360E-01       0.53596E-01     0.20038E-01   0.13962E-01  0.10475E-01
 0.43800E+02     0.16349E-01       0.53597E-01     0.20067E-01   0.13989E-01  0.10499E-01
 0.43900E+02     0.16348E-01       0.53598E-01     0.20096E-01   0.14015E-01  0.10523E-01
 0.44000E+02     0.16345E-01       0.53598E-01     0.20126E-01   0.14041E-01  0.10548E-01
 0.44100E+02     0.16348E-01       0.53599E-01     0.20154E-01   0.14068E-01  0.10572E-01
 0.44200E+02     0.16348E-01       0.53599E-01     0.20183E-01   0.14094E-01  0.10596E-01
 0.44300E+02     0.16345E-01       0.53600E-01     0.20211E-01   0.14120E-01  0.10621E-01
 0.44400E+02     0.16336E-01       0.53599E-01     0.20240E-01   0.14146E-01  0.10645E-01
 0.44500E+02     0.16325E-01       0.53600E-01     0.20268E-01   0.14173E-01  0.10669E-01
 0.44600E+02     0.16307E-01       0.53599E-01     0.20296E-01   0.14199E-01  0.10694E-01
 0.44700E+02     0.16289E-01       0.53599E-01     0.20323E-01   0.14225E-01  0.10718E-01
 0.44800E+02     0.16277E-01       0.53599E-01     0.20351E-01   0.14251E-01  0.10742E-01
 0.44900E+02     0.16269E-01       0.53600E-01     0.20379E-01   0.14277E-01  0.10767E-01
 0.45000E+02     0.16258E-01       0.53599E-01     0.20406E-01   0.14303E-01  0.10791E-01
 0.45100E+02     0.16247E-01       0.53601E-01     0.20433E-01   0.14329E-01  0.10815E-01
 0.45200E+02     0.16230E-01       0.53600E-01     0.20465E-01   0.14355E-01  0.10840E-01
 0.45300E+02     0.16214E-01       0.53601E-01     0.20497E-01   0.14381E-01  0.10864E-01
 0.45400E+02     0.16210E-01       0.53601E-01     0.20529E-01   0.14406E-01  0.10888E-01
 0.45500E+02     0.16206E-01       0.53601E-01     0.20561E-01   0.14432E-01  0.10913E-01
 0.45600E+02     0.16201E-01       0.53601E-01     0.20593E-01   0.14458E-01  0.10937E-01
 0.45700E+02     0.16196E-01       0.53602E-01     0.20624E-01   0.14484E-01  0.10961E-01
 0.45800E+02     0.16193E-01       0.53602E-01     0.20656E-01   0.14510E-01  0.10986E-01
 0.45900E+02     0.16190E-01       0.53603E-01     0.20687E-01   0.14536E-01  0.11010E-01
 0.46000E+02     0.16187E-01       0.53603E-01     0.20717E-01   0.14562E-01  0.11034E-01
 0.46100E+02     0.16191E-01       0.53604E-01     0.20748E-01   0.14588E-01  0.11059E-01
 0.46200E+02     0.16194E-01       0.53605E-01     0.20778E-01   0.14614E-01  0.11083E-01
 0.46300E+02     0.16199E-01       0.53606E-01     0.20808E-01   0.14640E-01  0.11107E-01
 0.46400E+02     0.16201E-01       0.53606E-01     0.20838E-01   0.14666E-01  0.11132E-01
 0.46500E+02     0.16196E-01       0.53605E-01     0.20867E-01   0.14693E-01  0.11156E-01
 0.46600E+02     0.16190E-01       0.53606E-01     0.20897E-01   0.14719E-01  0.11180E-01
 0.46700E+02     0.16178E-01       0.53606E-01     0.20926E-01   0.14745E-01  0.11205E-01
 0.46800E+02     0.16164E-01       0.53606E-01     0.20955E-01   0.14771E-01  0.11229E-01
 0.46900E+02     0.16156E-01       0.53606E-01     0.20984E-01   0.14797E-01  0.11253E-01
 0.47000E+02     0.16152E-01       0.53606E-01     0.21013E-01   0.14823E-01  0.11278E-01
 0.47100E+02     0.16147E-01       0.53607E-01     0.21041E-01   0.14849E-01  0.11302E-01
 0.47200E+02     0.16138E-01       0.53606E-01     0.21069E-01   0.14875E-01  0.11326E-01
 0.47300E+02     0.16129E-01       0.53607E-01     0.21098E-01   0.14901E-01  0.11351E-01
 0.47400E+02     0.16125E-01       0.53608E-01     0.21126E-01   0.14927E-01  0.11375E-01
 0.47500E+02     0.16123E-01       0.53608E-01     0.21153E-01   0.14953E-01  0.11399E-01
 0.47600E+02     0.16120E-01       0.53608E-01     0.21181E-01   0.14979E-01  0.11424E-01
 0.47700E+02     0.16123E-01       0.53609E-01     0.21209E-01   0.15006E-01  0.11448E-01
 0.47800E+02     0.16123E-01       0.53610E-01     0.21236E-01   0.15032E-01  0.11472E-01
 0.47900E+02     0.16120E-01       0.53610E-01     0.21263E-01   0.15058E-01  0.11497E-01
 0.48000E+02     0.16116E-01       0.53610E-01     0.21291E-01   0.15084E-01  0.11521E-01
 0.48100E+02     0.16105E-01       0.53610E-01     0.21317E-01   0.15109E-01  0.11546E-01
 0.48200E+02     0.16090E-01       0.53610E-01     0.21344E-01   0.15135E-01  0.11570E-01
 0.48300E+02     0.16072E-01       0.53610E-01     0.21373E-01   0.15161E-01  0.11594E-01
 0.48400E+02     0.16064E-01       0.53610E-01     0.21405E-01   0.15187E-01  0.11619E-01
 0.48500E+02     0.16056E-01       0.53610E-01     0.21437E-01   0.15212E-01  0.11643E-01
 0.48600E+02     0.16048E-01       0.53610E-01     0.21468E-01   0.15238E-01  0.11667E-01
 0.48700E+02     0.16037E-01       0.53611E-01     0.21500E-01   0.15264E-01  0.11692E-01
 0.48800E+02     0.16022E-01       0.53610E-01     0.21531E-01   0.15289E-01  0.11716E-01
 0.48900E+02     0.16004E-01       0.53610E-01     0.21561E-01   0.15315E-01  0.11740E-01
 0.49000E+02     0.15992E-01       0.53610E-01     0.21592E-01   0.15341E-01  0.11765E-01
 0.49100E+02     0.15988E-01       0.53611E-01     0.21622E-01   0.15367E-01  0.11789E-01
 0.49200E+02     0.15985E-01       0.53611E-01     0.21653E-01   0.15393E-01  0.11813E-01
 0.49300E+02     0.15982E-01       0.53612E-01     0.21683E-01   0.15418E-01  0.11838E-01
 0.49400E+02     0.15979E-01       0.53612E-01     0.21712E-01   0.15444E-01  0.11862E-01
 0.49500E+02     0.15977E-01       0.53612E-01     0.21742E-01   0.15470E-01  0.11886E-01
 0.49600E+02     0.15975E-01       0.53613E-01     0.21771E-01   0.15496E-01  0.11910E-01
 0.49700E+02     0.15972E-01       0.53613E-01     0.21800E-01   0.15522E-01  0.11935E-01
 0.49800E+02     0.15977E-01       0.53614E-01     0.21829E-01   0.15548E-01  0.11959E-01
 0.49900E+02     0.15989E-01       0.53616E-01     0.21858E-01   0.15573E-01  0.11983E-01
 0.50000E+02     0.15994E-01       0.53615E-01     0.21887E-01   0.15599E-01  0.12008E-01
 0.50100E+02     0.15994E-01       0.53616E-01     0.21915E-01   0.15625E-01  0.12032E-01
 0.50200E+02     0.15991E-01       0.53616E-01     0.21944E-01   0.15651E-01  0.12057E-01
 0.50300E+02     0.15986E-01       0.53616E-01     0.21972E-01   0.15677E-01  0.12081E-01
 0.50400E+02     0.15972E-01       0.53616E-01     0.22000E-01   0.15703E-01  0.12105E-01
 0.50500E+02     0.15956E-01       0.53615E-01     0.22027E-01   0.15729E-01  0.12130E-01
 0.50600E+02     0.15953E-01       0.53616E-01     0.22055E-01   0.15755E-01  0.12154E-01
 0.50700E+02     0.15949E-01       0.53616E-01     0.22082E-01   0.15781E-01  0.12178E-01
 0.50800E+02     0.15942E-01       0.53615E-01     0.22110E-01   0.15807E-01  0.12203E-01
 0.50900E+02     0.15935E-01       0.53616E-01     0.22137E-01   0.15832E-01  0.12227E-01
 0.51000E+02     0.15926E-01       0.53616E-01     0.22164E-01   0.15859E-01  0.12251E-01
 0.51100E+02     0.15923E-01       0.53616E-01     0.22191E-01   0.15884E-01  0.12276E-01
 0.51200E+02     0.15922E-01       0.53616E-01     0.22218E-01   0.15910E-01  0.12300E-01
 0.51300E+02     0.15918E-01       0.53617E-01     0.22245E-01   0.15936E-01  0.12324E-01
 0.51400E+02     0.15922E-01       0.53619E-01     0.22271E-01   0.15962E-01  0.12349E-01
 0.51500E+02     0.15923E-01       0.53619E-01     0.22298E-01   0.15988E-01  0.12373E-01
 0.51600E+02     0.15921E-01       0.53619E-01     0.22327E-01   0.16013E-01  0.12397E-01
 0.51700E+02     0.15917E-01       0.53619E-01     0.22358E-01   0.16039E-01  0.12422E-01
 0.51800E+02     0.15911E-01       0.53619E-01     0.22390E-01   0.16064E-01  0.12446E-01
 0.51900E+02     0.15899E-01       0.53619E-01     0.22421E-01   0.16090E-01  0.12470E-01
 0.52000E+02     0.15882E-01       0.53618E-01     0.22452E-01   0.16115E-01  0.12495E-01
 0.52100E+02     0.15873E-01       0.53618E-01     0.22482E-01   0.16141E-01  0.12519E-01
 0.52200E+02     0.15870E-01       0.53618E-01     0.22513E-01   0.16167E-01  0.12543E-01
 0.52300E+02     0.15862E-01       0.53619E-01     0.22543E-01   0.16192E-01  0.12568E-01
 0.52400E+02     0.15852E-01       0.53618E-01     0.22573E-01   0.16218E-01  0.12592E-01
 0.52500E+02     0.15839E-01       0.53619E-01     0.22602E-01   0.16243E-01  0.12616E-01
 0.52600E+02     0.15820E-01       0.53619E-01     0.22632E-01   0.16269E-01  0.12641E-01
 0.52700E+02     0.15808E-01       0.53619E-01     0.22661E-01   0.16295E-01  0.12665E-01
 0.52800E+02     0.15804E-01       0.53620E-01     0.22690E-01   0.16320E-01  0.12689E-01
 0.52900E+02     0.15800E-01       0.53620E-01     0.22719E-01   0.16346E-01  0.12714E-01
 0.53000E+02     0.15797E-01       0.53620E-01     0.22748E-01   0.16372E-01  0.12738E-01
 0.53100E+02     0.15795E-01       0.53620E-01     0.22777E-01   0.16397E-01  0.12762E-01
 0.53200E+02     0.15793E-01       0.53620E-01     0.22805E-01   0.16423E-01  0.12787E-01
 0.53300E+02     0.15790E-01       0.53621E-01     0.22833E-01   0.16449E-01  0.12811E-01
 0.53400E+02     0.15788E-01       0.53622E-01     0.22861E-01   0.16474E-01  0.12835E-01
 0.53500E+02     0.15795E-01       0.53624E-01     0.22889E-01   0.16500E-01  0.12860E-01
 0.53600E+02     0.15800E-01       0.53623E-01     0.22917E-01   0.16526E-01  0.12884E-01
 0.53700E+02     0.15810E-01       0.53624E-01     0.22945E-01   0.16551E-01  0.12908E-01
 0.53800E+02     0.15817E-01       0.53625E-01     0.22972E-01   0.16577E-01  0.12933E-01
 0.53900E+02     0.15820E-01       0.53624E-01     0.22999E-01   0.16603E-01  0.12957E-01
 0.54000E+02     0.15820E-01       0.53624E-01     0.23027E-01   0.16629E-01  0.12982E-01
 0.54100E+02     0.15813E-01       0.53623E-01     0.23054E-01   0.16654E-01  0.13006E-01
 0.54200E+02     0.15800E-01       0.53624E-01     0.23081E-01   0.16680E-01  0.13030E-01
 0.54300E+02     0.15784E-01       0.53623E-01     0.23107E-01   0.16706E-01  0.13055E-01
 0.54400E+02     0.15779E-01       0.53624E-01     0.23134E-01   0.16732E-01  0.13079E-01
 0.54500E+02     0.15773E-01       0.53624E-01     0.23161E-01   0.16758E-01  0.13103E-01
 0.54600E+02     0.15767E-01       0.53624E-01     0.23187E-01   0.16783E-01  0.13128E-01
 0.54700E+02     0.15759E-01       0.53624E-01     0.23213E-01   0.16809E-01  0.13152E-01
 0.54800E+02     0.15751E-01       0.53625E-01     0.23239E-01   0.16835E-01  0.13176E-01
 0.54900E+02     0.15748E-01       0.53625E-01     0.23265E-01   0.16861E-01  0.13201E-01
 0.55000E+02     0.15746E-01       0.53625E-01     0.23296E-01   0.16886E-01  0.13225E-01
 0.55100E+02     0.15751E-01       0.53627E-01     0.23327E-01   0.16912E-01  0.13249E-01
 0.55200E+02     0.15754E-01       0.53627E-01     0.23357E-01   0.16937E-01  0.13274E-01
 0.55300E+02     0.15754E-01       0.53627E-01     0.23388E-01   0.16962E-01  0.13298E-01
 0.55400E+02     0.15750E-01       0.53627E-01     0.23418E-01   0.16988E-01  0.13322E-01
 0.55500E+02     0.15746E-01       0.53627E-01     0.23449E-01   0.17013E-01  0.13347E-01
 0.55600E+02     0.15740E-01       0.53626E-01     0.23478E-01   0.17039E-01  0.13371E-01
 0.55700E+02     0.15728E-01       0.53627E-01     0.23508E-01   0.17064E-01  0.13395E-01
 0.55800E+02     0.15716E-01       0.53627E-01     0.23538E-01   0.17090E-01  0.13420E-01
 0.55900E+02     0.15708E-01       0.53626E-01     0.23567E-01   0.17115E-01  0.13444E-01
 0.56000E+02     0.15705E-01       0.53626E-01     0.23596E-01   0.17140E-01  0.13468E-01
 0.56100E+02     0.15697E-01       0.53627E-01     0.23625E-01   0.17166E-01  0.13493E-01
 0.56200E+02     0.15687E-01       0.53626E-01     0.23654E-01   0.17191E-01  0.13517E-01
 0.56300E+02     0.15674E-01       0.53627E-01     0.23682E-01   0.17217E-01  0.13541E-01
 0.56400E+02     0.15660E-01       0.53627E-01     0.23711E-01   0.17242E-01  0.13566E-01
 0.56500E+02     0.15648E-01       0.53626E-01     0.23739E-01   0.17268E-01  0.13590E-01
 0.56600E+02     0.15638E-01       0.53627E-01     0.23767E-01   0.17293E-01  0.13615E-01
