   time (s)   m_dot_g (kg/m2/s)  m_dot_c (kg/m2/s)  Virgin 98%     Char 2%    recession (m) 
 0.29000E+01     0.37923E-01       0.51491E-01     0.37991E-02   0.14090E-02  0.59510E-03
 0.30000E+01     0.37415E-01       0.51573E-01     0.38797E-02   0.14594E-02  0.61846E-03
 0.31000E+01     0.36943E-01       0.51650E-01     0.39544E-02   0.15091E-02  0.64186E-03
 0.32000E+01     0.36504E-01       0.51721E-01     0.40346E-02   0.15584E-02  0.66529E-03
 0.33000E+01     0.36073E-01       0.51789E-01     0.41046E-02   0.16072E-02  0.68876E-03
 0.34000E+01     0.35624E-01       0.51855E-01     0.41853E-02   0.16557E-02  0.71226E-03
 0.35000E+01     0.35222E-01       0.51916E-01     0.42551E-02   0.17036E-02  0.73579E-03
 0.36000E+01     0.34836E-01       0.51974E-01     0.43304E-02   0.17510E-02  0.75934E-03
 0.37000E+01     0.34460E-01       0.52030E-01     0.44036E-02   0.17982E-02  0.78292E-03
 0.38000E+01     0.34111E-01       0.52082E-01     0.44685E-02   0.18447E-02  0.80653E-03
 0.39000E+01     0.33793E-01       0.52131E-01     0.45461E-02   0.18911E-02  0.83016E-03
 0.40000E+01     0.33439E-01       0.52179E-01     0.46144E-02   0.19370E-02  0.85381E-03
 0.41000E+01     0.33133E-01       0.52224E-01     0.46789E-02   0.19824E-02  0.87748E-03
 0.42000E+01     0.32842E-01       0.52267E-01     0.47538E-02   0.20278E-02  0.90117E-03
 0.43000E+01     0.32506E-01       0.52310E-01     0.48196E-02   0.20724E-02  0.92489E-03
 0.44000E+01     0.32234E-01       0.52342E-01     0.48836E-02   0.21171E-02  0.94862E-03
 0.45000E+01     0.31953E-01       0.52377E-01     0.49559E-02   0.21609E-02  0.97237E-03
 0.46000E+01     0.31692E-01       0.52409E-01     0.50216E-02   0.22047E-02  0.99613E-03
 0.47000E+01     0.31436E-01       0.52440E-01     0.50827E-02   0.22480E-02  0.10199E-02
 0.48000E+01     0.31183E-01       0.52471E-01     0.51523E-02   0.22912E-02  0.10437E-02
 0.49000E+01     0.30945E-01       0.52499E-01     0.52182E-02   0.23341E-02  0.10675E-02
 0.50000E+01     0.30718E-01       0.52527E-01     0.52781E-02   0.23765E-02  0.10913E-02
 0.51000E+01     0.30471E-01       0.52555E-01     0.53393E-02   0.24190E-02  0.11152E-02
 0.52000E+01     0.30281E-01       0.52579E-01     0.54084E-02   0.24609E-02  0.11390E-02
 0.53000E+01     0.30048E-01       0.52605E-01     0.54699E-02   0.25028E-02  0.11629E-02
 0.54000E+01     0.29864E-01       0.52628E-01     0.55268E-02   0.25446E-02  0.11867E-02
 0.55000E+01     0.29618E-01       0.52653E-01     0.55886E-02   0.25856E-02  0.12106E-02
 0.56000E+01     0.29433E-01       0.52675E-01     0.56548E-02   0.26269E-02  0.12345E-02
 0.57000E+01     0.29240E-01       0.52697E-01     0.57145E-02   0.26679E-02  0.12584E-02
 0.58000E+01     0.29038E-01       0.52719E-01     0.57700E-02   0.27083E-02  0.12823E-02
 0.59000E+01     0.28875E-01       0.52738E-01     0.58275E-02   0.27490E-02  0.13062E-02
 0.60000E+01     0.28667E-01       0.52759E-01     0.58931E-02   0.27894E-02  0.13302E-02
 0.61000E+01     0.28523E-01       0.52777E-01     0.59526E-02   0.28292E-02  0.13541E-02
 0.62000E+01     0.28347E-01       0.52796E-01     0.60081E-02   0.28693E-02  0.13780E-02
 0.63000E+01     0.28174E-01       0.52814E-01     0.60611E-02   0.29092E-02  0.14020E-02
 0.64000E+01     0.28047E-01       0.52831E-01     0.61229E-02   0.29484E-02  0.14260E-02
 0.65000E+01     0.27856E-01       0.52849E-01     0.61838E-02   0.29878E-02  0.14499E-02
 0.66000E+01     0.27705E-01       0.52865E-01     0.62406E-02   0.30274E-02  0.14739E-02
 0.67000E+01     0.27587E-01       0.52881E-01     0.62932E-02   0.30662E-02  0.14979E-02
 0.68000E+01     0.27425E-01       0.52899E-01     0.63431E-02   0.31048E-02  0.15219E-02
 0.69000E+01     0.27293E-01       0.52915E-01     0.64058E-02   0.31437E-02  0.15459E-02
 0.70000E+01     0.27160E-01       0.52931E-01     0.64653E-02   0.31827E-02  0.15699E-02
 0.71000E+01     0.26983E-01       0.52948E-01     0.65203E-02   0.32206E-02  0.15939E-02
 0.72000E+01     0.26851E-01       0.52964E-01     0.65723E-02   0.32587E-02  0.16179E-02
 0.73000E+01     0.26744E-01       0.52979E-01     0.66212E-02   0.32969E-02  0.16420E-02
 0.74000E+01     0.26601E-01       0.52994E-01     0.66788E-02   0.33353E-02  0.16660E-02
 0.75000E+01     0.26463E-01       0.53009E-01     0.67377E-02   0.33727E-02  0.16901E-02
 0.76000E+01     0.26369E-01       0.53022E-01     0.67932E-02   0.34101E-02  0.17141E-02
 0.77000E+01     0.26231E-01       0.53035E-01     0.68450E-02   0.34477E-02  0.17382E-02
 0.78000E+01     0.26090E-01       0.53045E-01     0.68944E-02   0.34854E-02  0.17622E-02
 0.79000E+01     0.26011E-01       0.53055E-01     0.69433E-02   0.35227E-02  0.17863E-02
 0.80000E+01     0.25909E-01       0.53063E-01     0.70006E-02   0.35594E-02  0.18104E-02
 0.81000E+01     0.25772E-01       0.53072E-01     0.70571E-02   0.35963E-02  0.18345E-02
 0.82000E+01     0.25650E-01       0.53080E-01     0.71107E-02   0.36333E-02  0.18585E-02
 0.83000E+01     0.25565E-01       0.53088E-01     0.71610E-02   0.36705E-02  0.18826E-02
 0.84000E+01     0.25432E-01       0.53096E-01     0.72092E-02   0.37068E-02  0.19067E-02
 0.85000E+01     0.25317E-01       0.53104E-01     0.72555E-02   0.37430E-02  0.19308E-02
 0.86000E+01     0.25229E-01       0.53112E-01     0.73103E-02   0.37793E-02  0.19549E-02
 0.87000E+01     0.25161E-01       0.53119E-01     0.73662E-02   0.38158E-02  0.19790E-02
 0.88000E+01     0.25045E-01       0.53126E-01     0.74193E-02   0.38524E-02  0.20031E-02
 0.89000E+01     0.24931E-01       0.53133E-01     0.74694E-02   0.38882E-02  0.20272E-02
 0.90000E+01     0.24858E-01       0.53141E-01     0.75175E-02   0.39238E-02  0.20513E-02
 0.91000E+01     0.24772E-01       0.53147E-01     0.75633E-02   0.39595E-02  0.20754E-02
 0.92000E+01     0.24652E-01       0.53153E-01     0.76077E-02   0.39953E-02  0.20996E-02
 0.93000E+01     0.24542E-01       0.53160E-01     0.76644E-02   0.40313E-02  0.21237E-02
 0.94000E+01     0.24465E-01       0.53166E-01     0.77183E-02   0.40670E-02  0.21478E-02
 0.95000E+01     0.24406E-01       0.53173E-01     0.77694E-02   0.41020E-02  0.21719E-02
 0.96000E+01     0.24304E-01       0.53178E-01     0.78183E-02   0.41370E-02  0.21961E-02
 0.97000E+01     0.24207E-01       0.53184E-01     0.78650E-02   0.41722E-02  0.22202E-02
 0.98000E+01     0.24121E-01       0.53190E-01     0.79100E-02   0.42074E-02  0.22443E-02
 0.99000E+01     0.24061E-01       0.53196E-01     0.79537E-02   0.42428E-02  0.22684E-02
 0.10000E+02     0.23972E-01       0.53201E-01     0.80054E-02   0.42779E-02  0.22926E-02
 0.10100E+02     0.23868E-01       0.53206E-01     0.80585E-02   0.43123E-02  0.23167E-02
 0.10200E+02     0.23774E-01       0.53212E-01     0.81094E-02   0.43468E-02  0.23409E-02
 0.10300E+02     0.23727E-01       0.53218E-01     0.81579E-02   0.43814E-02  0.23650E-02
 0.10400E+02     0.23669E-01       0.53222E-01     0.82046E-02   0.44160E-02  0.23892E-02
 0.10500E+02     0.23572E-01       0.53227E-01     0.82495E-02   0.44508E-02  0.24133E-02
 0.10600E+02     0.23481E-01       0.53232E-01     0.82929E-02   0.44857E-02  0.24375E-02
 0.10700E+02     0.23413E-01       0.53237E-01     0.83360E-02   0.45196E-02  0.24616E-02
 0.10800E+02     0.23362E-01       0.53242E-01     0.83868E-02   0.45534E-02  0.24858E-02
 0.10900E+02     0.23302E-01       0.53247E-01     0.84382E-02   0.45874E-02  0.25100E-02
 0.11000E+02     0.23210E-01       0.53251E-01     0.84878E-02   0.46215E-02  0.25341E-02
 0.11100E+02     0.23129E-01       0.53255E-01     0.85352E-02   0.46556E-02  0.25583E-02
 0.11200E+02     0.23102E-01       0.53252E-01     0.85810E-02   0.46898E-02  0.25825E-02
 0.11300E+02     0.23025E-01       0.53263E-01     0.86253E-02   0.47241E-02  0.26066E-02
 0.11400E+02     0.22962E-01       0.53267E-01     0.86682E-02   0.47573E-02  0.26308E-02
 0.11500E+02     0.22874E-01       0.53271E-01     0.87098E-02   0.47906E-02  0.26550E-02
 0.11600E+02     0.22816E-01       0.53275E-01     0.87544E-02   0.48240E-02  0.26791E-02
 0.11700E+02     0.22746E-01       0.53279E-01     0.88060E-02   0.48574E-02  0.27033E-02
 0.11800E+02     0.22699E-01       0.53283E-01     0.88555E-02   0.48909E-02  0.27275E-02
 0.11900E+02     0.22646E-01       0.53287E-01     0.89030E-02   0.49245E-02  0.27517E-02
 0.12000E+02     0.22555E-01       0.53290E-01     0.89489E-02   0.49582E-02  0.27758E-02
 0.12100E+02     0.22486E-01       0.53294E-01     0.89932E-02   0.49916E-02  0.28000E-02
 0.12200E+02     0.22412E-01       0.53297E-01     0.90362E-02   0.50243E-02  0.28242E-02
 0.12300E+02     0.22374E-01       0.53302E-01     0.90779E-02   0.50570E-02  0.28484E-02
 0.12400E+02     0.22338E-01       0.53305E-01     0.91184E-02   0.50899E-02  0.28726E-02
 0.12500E+02     0.22285E-01       0.53308E-01     0.91592E-02   0.51228E-02  0.28968E-02
 0.12600E+02     0.22204E-01       0.53311E-01     0.92096E-02   0.51558E-02  0.29210E-02
 0.12700E+02     0.22154E-01       0.53315E-01     0.92582E-02   0.51889E-02  0.29452E-02
 0.12800E+02     0.22092E-01       0.53318E-01     0.93051E-02   0.52220E-02  0.29694E-02
 0.12900E+02     0.22049E-01       0.53322E-01     0.93504E-02   0.52550E-02  0.29936E-02
 0.13000E+02     0.22010E-01       0.53325E-01     0.93943E-02   0.52872E-02  0.30178E-02
 0.13100E+02     0.21942E-01       0.53328E-01     0.94370E-02   0.53194E-02  0.30420E-02
 0.13200E+02     0.21874E-01       0.53330E-01     0.94784E-02   0.53517E-02  0.30662E-02
 0.13300E+02     0.21805E-01       0.53333E-01     0.95187E-02   0.53841E-02  0.30904E-02
 0.13400E+02     0.21771E-01       0.53337E-01     0.95581E-02   0.54166E-02  0.31146E-02
 0.13500E+02     0.21734E-01       0.53340E-01     0.95976E-02   0.54490E-02  0.31388E-02
 0.13600E+02     0.21698E-01       0.53343E-01     0.96467E-02   0.54816E-02  0.31630E-02
 0.13700E+02     0.21649E-01       0.53346E-01     0.96940E-02   0.55142E-02  0.31872E-02
 0.13800E+02     0.21575E-01       0.53348E-01     0.97399E-02   0.55466E-02  0.32114E-02
 0.13900E+02     0.21529E-01       0.53351E-01     0.97843E-02   0.55783E-02  0.32356E-02
 0.14000E+02     0.21469E-01       0.53353E-01     0.98275E-02   0.56101E-02  0.32598E-02
 0.14100E+02     0.21434E-01       0.53357E-01     0.98694E-02   0.56419E-02  0.32841E-02
 0.14200E+02     0.21394E-01       0.53359E-01     0.99104E-02   0.56737E-02  0.33083E-02
 0.14300E+02     0.21337E-01       0.53361E-01     0.99503E-02   0.57056E-02  0.33325E-02
 0.14400E+02     0.21281E-01       0.53364E-01     0.99893E-02   0.57376E-02  0.33567E-02
 0.14500E+02     0.21226E-01       0.53366E-01     0.10027E-01   0.57696E-02  0.33809E-02
 0.14600E+02     0.21167E-01       0.53369E-01     0.10067E-01   0.58017E-02  0.34051E-02
 0.14700E+02     0.21141E-01       0.53372E-01     0.10115E-01   0.58338E-02  0.34294E-02
 0.14800E+02     0.21110E-01       0.53374E-01     0.10161E-01   0.58654E-02  0.34536E-02
 0.14900E+02     0.21086E-01       0.53377E-01     0.10205E-01   0.58966E-02  0.34778E-02
 0.15000E+02     0.21047E-01       0.53379E-01     0.10249E-01   0.59279E-02  0.35020E-02
 0.15100E+02     0.20986E-01       0.53381E-01     0.10291E-01   0.59592E-02  0.35263E-02
 0.15200E+02     0.20947E-01       0.53383E-01     0.10332E-01   0.59906E-02  0.35505E-02
 0.15300E+02     0.20901E-01       0.53386E-01     0.10372E-01   0.60220E-02  0.35747E-02
 0.15400E+02     0.20856E-01       0.53388E-01     0.10412E-01   0.60535E-02  0.35990E-02
 0.15500E+02     0.20820E-01       0.53390E-01     0.10450E-01   0.60850E-02  0.36232E-02
 0.15600E+02     0.20790E-01       0.53392E-01     0.10488E-01   0.61166E-02  0.36474E-02
 0.15700E+02     0.20740E-01       0.53394E-01     0.10525E-01   0.61482E-02  0.36716E-02
 0.15800E+02     0.20685E-01       0.53396E-01     0.10566E-01   0.61798E-02  0.36959E-02
 0.15900E+02     0.20637E-01       0.53398E-01     0.10612E-01   0.62105E-02  0.37201E-02
 0.16000E+02     0.20586E-01       0.53400E-01     0.10656E-01   0.62413E-02  0.37444E-02
 0.16100E+02     0.20564E-01       0.53402E-01     0.10699E-01   0.62721E-02  0.37686E-02
 0.16200E+02     0.20539E-01       0.53405E-01     0.10742E-01   0.63030E-02  0.37928E-02
 0.16300E+02     0.20518E-01       0.53407E-01     0.10783E-01   0.63339E-02  0.38171E-02
 0.16400E+02     0.20494E-01       0.53409E-01     0.10823E-01   0.63648E-02  0.38413E-02
 0.16500E+02     0.20453E-01       0.53410E-01     0.10863E-01   0.63958E-02  0.38655E-02
 0.16600E+02     0.20395E-01       0.53412E-01     0.10901E-01   0.64268E-02  0.38898E-02
 0.16700E+02     0.20359E-01       0.53414E-01     0.10939E-01   0.64578E-02  0.39140E-02
 0.16800E+02     0.20317E-01       0.53415E-01     0.10976E-01   0.64889E-02  0.39383E-02
 0.16900E+02     0.20290E-01       0.53417E-01     0.11012E-01   0.65201E-02  0.39625E-02
 0.17000E+02     0.20256E-01       0.53419E-01     0.11048E-01   0.65508E-02  0.39867E-02
 0.17100E+02     0.20228E-01       0.53421E-01     0.11091E-01   0.65810E-02  0.40110E-02
 0.17200E+02     0.20182E-01       0.53422E-01     0.11135E-01   0.66114E-02  0.40352E-02
 0.17300E+02     0.20148E-01       0.53424E-01     0.11178E-01   0.66417E-02  0.40595E-02
 0.17400E+02     0.20102E-01       0.53426E-01     0.11220E-01   0.66721E-02  0.40837E-02
 0.17500E+02     0.20055E-01       0.53427E-01     0.11262E-01   0.67025E-02  0.41080E-02
 0.17600E+02     0.20035E-01       0.53429E-01     0.11302E-01   0.67330E-02  0.41322E-02
 0.17700E+02     0.20007E-01       0.53431E-01     0.11341E-01   0.67636E-02  0.41565E-02
 0.17800E+02     0.19992E-01       0.53433E-01     0.11380E-01   0.67941E-02  0.41807E-02
 0.17900E+02     0.19974E-01       0.53435E-01     0.11418E-01   0.68247E-02  0.42050E-02
 0.18000E+02     0.19950E-01       0.53436E-01     0.11455E-01   0.68553E-02  0.42292E-02
 0.18100E+02     0.19913E-01       0.53438E-01     0.11491E-01   0.68859E-02  0.42535E-02
 0.18200E+02     0.19869E-01       0.53439E-01     0.11527E-01   0.69165E-02  0.42778E-02
 0.18300E+02     0.19831E-01       0.53440E-01     0.11563E-01   0.69464E-02  0.43020E-02
 0.18400E+02     0.19791E-01       0.53442E-01     0.11597E-01   0.69762E-02  0.43263E-02
 0.18500E+02     0.19795E-01       0.53435E-01     0.11641E-01   0.70061E-02  0.43505E-02
 0.18600E+02     0.19735E-01       0.53444E-01     0.11684E-01   0.70360E-02  0.43748E-02
 0.18700E+02     0.19732E-01       0.53437E-01     0.11726E-01   0.70660E-02  0.43990E-02
 0.18800E+02     0.19675E-01       0.53447E-01     0.11767E-01   0.70960E-02  0.44233E-02
 0.18900E+02     0.19638E-01       0.53449E-01     0.11807E-01   0.71260E-02  0.44475E-02
 0.19000E+02     0.19609E-01       0.53450E-01     0.11846E-01   0.71560E-02  0.44718E-02
 0.19100E+02     0.19595E-01       0.53443E-01     0.11884E-01   0.71861E-02  0.44961E-02
 0.19200E+02     0.19553E-01       0.53444E-01     0.11922E-01   0.72162E-02  0.45203E-02
 0.19300E+02     0.19533E-01       0.53445E-01     0.11959E-01   0.72463E-02  0.45446E-02
 0.19400E+02     0.19509E-01       0.53447E-01     0.11996E-01   0.72765E-02  0.45688E-02
 0.19500E+02     0.19498E-01       0.53448E-01     0.12032E-01   0.73067E-02  0.45931E-02
 0.19600E+02     0.19483E-01       0.53450E-01     0.12067E-01   0.73365E-02  0.46174E-02
 0.19700E+02     0.19469E-01       0.53451E-01     0.12102E-01   0.73659E-02  0.46416E-02
 0.19800E+02     0.19436E-01       0.53452E-01     0.12137E-01   0.73953E-02  0.46659E-02
 0.19900E+02     0.19396E-01       0.53453E-01     0.12172E-01   0.74248E-02  0.46901E-02
 0.20000E+02     0.19363E-01       0.53454E-01     0.12214E-01   0.74542E-02  0.47144E-02
 0.20100E+02     0.19328E-01       0.53456E-01     0.12256E-01   0.74838E-02  0.47387E-02
 0.20200E+02     0.19291E-01       0.53457E-01     0.12297E-01   0.75133E-02  0.47629E-02
 0.20300E+02     0.19270E-01       0.53458E-01     0.12336E-01   0.75429E-02  0.47872E-02
 0.20400E+02     0.19245E-01       0.53459E-01     0.12375E-01   0.75725E-02  0.48115E-02
 0.20500E+02     0.19218E-01       0.53461E-01     0.12414E-01   0.76021E-02  0.48357E-02
 0.20600E+02     0.19194E-01       0.53462E-01     0.12452E-01   0.76317E-02  0.48600E-02
 0.20700E+02     0.19169E-01       0.53463E-01     0.12489E-01   0.76614E-02  0.48842E-02
 0.20800E+02     0.19144E-01       0.53464E-01     0.12525E-01   0.76911E-02  0.49085E-02
 0.20900E+02     0.19106E-01       0.53465E-01     0.12561E-01   0.77209E-02  0.49328E-02
 0.21000E+02     0.19072E-01       0.53466E-01     0.12597E-01   0.77506E-02  0.49571E-02
 0.21100E+02     0.19055E-01       0.53468E-01     0.12632E-01   0.77798E-02  0.49813E-02
 0.21200E+02     0.19035E-01       0.53469E-01     0.12666E-01   0.78088E-02  0.50056E-02
 0.21300E+02     0.19012E-01       0.53470E-01     0.12700E-01   0.78378E-02  0.50299E-02
 0.21400E+02     0.18999E-01       0.53471E-01     0.12734E-01   0.78669E-02  0.50541E-02
 0.21500E+02     0.18989E-01       0.53473E-01     0.12768E-01   0.78959E-02  0.50784E-02
 0.21600E+02     0.18977E-01       0.53473E-01     0.12809E-01   0.79250E-02  0.51027E-02
 0.21700E+02     0.18949E-01       0.53475E-01     0.12850E-01   0.79542E-02  0.51269E-02
 0.21800E+02     0.18919E-01       0.53476E-01     0.12889E-01   0.79833E-02  0.51512E-02
 0.21900E+02     0.18890E-01       0.53477E-01     0.12928E-01   0.80125E-02  0.51755E-02
 0.22000E+02     0.18859E-01       0.53477E-01     0.12967E-01   0.80416E-02  0.51998E-02
 0.22100E+02     0.18826E-01       0.53478E-01     0.13005E-01   0.80709E-02  0.52240E-02
 0.22200E+02     0.18787E-01       0.53479E-01     0.13042E-01   0.81001E-02  0.52483E-02
 0.22300E+02     0.18770E-01       0.53481E-01     0.13078E-01   0.81294E-02  0.52726E-02
 0.22400E+02     0.18749E-01       0.53481E-01     0.13114E-01   0.81587E-02  0.52969E-02
 0.22500E+02     0.18731E-01       0.53483E-01     0.13150E-01   0.81880E-02  0.53211E-02
 0.22600E+02     0.18712E-01       0.53483E-01     0.13185E-01   0.82173E-02  0.53454E-02
 0.22700E+02     0.18698E-01       0.53485E-01     0.13219E-01   0.82461E-02  0.53697E-02
 0.22800E+02     0.18675E-01       0.53485E-01     0.13253E-01   0.82747E-02  0.53940E-02
 0.22900E+02     0.18641E-01       0.53486E-01     0.13287E-01   0.83033E-02  0.54182E-02
 0.23000E+02     0.18610E-01       0.53487E-01     0.13320E-01   0.83320E-02  0.54425E-02
 0.23100E+02     0.18596E-01       0.53489E-01     0.13353E-01   0.83606E-02  0.54668E-02
 0.23200E+02     0.18579E-01       0.53490E-01     0.13386E-01   0.83893E-02  0.54911E-02
 0.23300E+02     0.18560E-01       0.53491E-01     0.13424E-01   0.84180E-02  0.55154E-02
 0.23400E+02     0.18554E-01       0.53492E-01     0.13464E-01   0.84468E-02  0.55396E-02
 0.23500E+02     0.18542E-01       0.53493E-01     0.13503E-01   0.84755E-02  0.55639E-02
 0.23600E+02     0.18530E-01       0.53493E-01     0.13542E-01   0.85043E-02  0.55882E-02
 0.23700E+02     0.18518E-01       0.53495E-01     0.13579E-01   0.85331E-02  0.56125E-02
 0.23800E+02     0.18495E-01       0.53495E-01     0.13617E-01   0.85619E-02  0.56368E-02
 0.23900E+02     0.18470E-01       0.53496E-01     0.13653E-01   0.85908E-02  0.56610E-02
 0.24000E+02     0.18442E-01       0.53497E-01     0.13689E-01   0.86196E-02  0.56853E-02
 0.24100E+02     0.18412E-01       0.53498E-01     0.13725E-01   0.86485E-02  0.57096E-02
 0.24200E+02     0.18381E-01       0.53498E-01     0.13760E-01   0.86774E-02  0.57339E-02
 0.24300E+02     0.18350E-01       0.53498E-01     0.13795E-01   0.87063E-02  0.57582E-02
 0.24400E+02     0.18334E-01       0.53500E-01     0.13829E-01   0.87350E-02  0.57825E-02
 0.24500E+02     0.18314E-01       0.53500E-01     0.13863E-01   0.87632E-02  0.58068E-02
 0.24600E+02     0.18293E-01       0.53501E-01     0.13896E-01   0.87915E-02  0.58310E-02
 0.24700E+02     0.18277E-01       0.53502E-01     0.13929E-01   0.88197E-02  0.58553E-02
 0.24800E+02     0.18261E-01       0.53503E-01     0.13962E-01   0.88480E-02  0.58796E-02
 0.24900E+02     0.18249E-01       0.53503E-01     0.13994E-01   0.88763E-02  0.59039E-02
 0.25000E+02     0.18229E-01       0.53505E-01     0.14026E-01   0.89046E-02  0.59282E-02
 0.25100E+02     0.18204E-01       0.53505E-01     0.14060E-01   0.89329E-02  0.59525E-02
 0.25200E+02     0.18173E-01       0.53506E-01     0.14098E-01   0.89613E-02  0.59768E-02
 0.25300E+02     0.18160E-01       0.53507E-01     0.14137E-01   0.89897E-02  0.60010E-02
 0.25400E+02     0.18147E-01       0.53508E-01     0.14175E-01   0.90181E-02  0.60253E-02
 0.25500E+02     0.18131E-01       0.53509E-01     0.14212E-01   0.90465E-02  0.60496E-02
 0.25600E+02     0.18116E-01       0.53510E-01     0.14249E-01   0.90749E-02  0.60739E-02
 0.25700E+02     0.18111E-01       0.53510E-01     0.14285E-01   0.91034E-02  0.60982E-02
 0.25800E+02     0.18101E-01       0.53511E-01     0.14321E-01   0.91318E-02  0.61225E-02
 0.25900E+02     0.18093E-01       0.53512E-01     0.14356E-01   0.91603E-02  0.61468E-02
 0.26000E+02     0.18081E-01       0.53513E-01     0.14391E-01   0.91888E-02  0.61711E-02
 0.26100E+02     0.18058E-01       0.53513E-01     0.14425E-01   0.92173E-02  0.61953E-02
 0.26200E+02     0.18035E-01       0.53514E-01     0.14459E-01   0.92459E-02  0.62197E-02
 0.26300E+02     0.18009E-01       0.53514E-01     0.14493E-01   0.92742E-02  0.62439E-02
 0.26400E+02     0.17983E-01       0.53515E-01     0.14526E-01   0.93020E-02  0.62682E-02
 0.26500E+02     0.17957E-01       0.53515E-01     0.14559E-01   0.93299E-02  0.62925E-02
 0.26600E+02     0.17929E-01       0.53516E-01     0.14592E-01   0.93578E-02  0.63168E-02
 0.26700E+02     0.17915E-01       0.53517E-01     0.14624E-01   0.93857E-02  0.63411E-02
 0.26800E+02     0.17899E-01       0.53517E-01     0.14656E-01   0.94136E-02  0.63654E-02
 0.26900E+02     0.17877E-01       0.53518E-01     0.14687E-01   0.94416E-02  0.63897E-02
 0.27000E+02     0.17864E-01       0.53518E-01     0.14718E-01   0.94696E-02  0.64140E-02
 0.27100E+02     0.17851E-01       0.53519E-01     0.14752E-01   0.94975E-02  0.64383E-02
 0.27200E+02     0.17843E-01       0.53520E-01     0.14790E-01   0.95255E-02  0.64626E-02
 0.27300E+02     0.17833E-01       0.53521E-01     0.14827E-01   0.95536E-02  0.64869E-02
 0.27400E+02     0.17816E-01       0.53522E-01     0.14864E-01   0.95816E-02  0.65112E-02
 0.27500E+02     0.17791E-01       0.53522E-01     0.14900E-01   0.96096E-02  0.65355E-02
 0.27600E+02     0.17764E-01       0.53522E-01     0.14936E-01   0.96377E-02  0.65597E-02
 0.27700E+02     0.17758E-01       0.53523E-01     0.14972E-01   0.96658E-02  0.65841E-02
 0.27800E+02     0.17745E-01       0.53524E-01     0.15007E-01   0.96939E-02  0.66083E-02
 0.27900E+02     0.17732E-01       0.53525E-01     0.15042E-01   0.97220E-02  0.66326E-02
 0.28000E+02     0.17714E-01       0.53525E-01     0.15076E-01   0.97502E-02  0.66569E-02
 0.28100E+02     0.17712E-01       0.53526E-01     0.15110E-01   0.97783E-02  0.66812E-02
 0.28200E+02     0.17706E-01       0.53527E-01     0.15143E-01   0.98065E-02  0.67055E-02
