   time (s)      Tw (K)       T2 (K)       T3 (K)       T4 (K)       T5 (K)       T6 (K)       T7 (K)       T8 (K)       T9(K)
 0.17100E+02  0.15641E+04  0.13682E+04  0.11976E+04  0.91512E+03  0.55818E+03  0.37824E+03  0.31699E+03  0.30030E+03  0.30000E+03
 0.17200E+02  0.15644E+04  0.13690E+04  0.11987E+04  0.91662E+03  0.55983E+03  0.37921E+03  0.31733E+03  0.30031E+03  0.30000E+03
 0.17300E+02  0.15647E+04  0.13697E+04  0.11998E+04  0.91809E+03  0.56148E+03  0.38018E+03  0.31768E+03  0.30032E+03  0.30000E+03
 0.17400E+02  0.15649E+04  0.13705E+04  0.12008E+04  0.91956E+03  0.56312E+03  0.38115E+03  0.31804E+03  0.30033E+03  0.30000E+03
 0.17500E+02  0.15652E+04  0.13712E+04  0.12019E+04  0.92103E+03  0.56476E+03  0.38212E+03  0.31839E+03  0.30035E+03  0.30000E+03
 0.17600E+02  0.15655E+04  0.13719E+04  0.12030E+04  0.92253E+03  0.56639E+03  0.38309E+03  0.31875E+03  0.30036E+03  0.30000E+03
 0.17700E+02  0.15657E+04  0.13727E+04  0.12040E+04  0.92399E+03  0.56802E+03  0.38407E+03  0.31911E+03  0.30038E+03  0.30000E+03
 0.17800E+02  0.15660E+04  0.13734E+04  0.12051E+04  0.92543E+03  0.56962E+03  0.38504E+03  0.31948E+03  0.30039E+03  0.30000E+03
 0.17900E+02  0.15662E+04  0.13741E+04  0.12061E+04  0.92684E+03  0.57123E+03  0.38602E+03  0.31985E+03  0.30041E+03  0.30000E+03
 0.18000E+02  0.15665E+04  0.13748E+04  0.12071E+04  0.92824E+03  0.57283E+03  0.38700E+03  0.32022E+03  0.30042E+03  0.30000E+03
 0.18100E+02  0.15668E+04  0.13755E+04  0.12082E+04  0.92971E+03  0.57442E+03  0.38798E+03  0.32059E+03  0.30044E+03  0.30000E+03
 0.18200E+02  0.15670E+04  0.13762E+04  0.12092E+04  0.93114E+03  0.57602E+03  0.38896E+03  0.32097E+03  0.30045E+03  0.30000E+03
 0.18300E+02  0.15673E+04  0.13769E+04  0.12102E+04  0.93255E+03  0.57760E+03  0.38994E+03  0.32135E+03  0.30047E+03  0.30000E+03
 0.18400E+02  0.15675E+04  0.13776E+04  0.12112E+04  0.93393E+03  0.57917E+03  0.39092E+03  0.32173E+03  0.30049E+03  0.30000E+03
 0.18500E+02  0.15678E+04  0.13782E+04  0.12122E+04  0.93529E+03  0.58073E+03  0.39190E+03  0.32212E+03  0.30051E+03  0.30000E+03
 0.18600E+02  0.15680E+04  0.13789E+04  0.12132E+04  0.93668E+03  0.58230E+03  0.39288E+03  0.32251E+03  0.30052E+03  0.30000E+03
 0.18700E+02  0.15683E+04  0.13796E+04  0.12142E+04  0.93806E+03  0.58386E+03  0.39387E+03  0.32290E+03  0.30054E+03  0.30000E+03
 0.18800E+02  0.15685E+04  0.13802E+04  0.12152E+04  0.93946E+03  0.58541E+03  0.39485E+03  0.32329E+03  0.30056E+03  0.30000E+03
 0.18900E+02  0.15688E+04  0.13809E+04  0.12161E+04  0.94082E+03  0.58696E+03  0.39583E+03  0.32369E+03  0.30058E+03  0.30000E+03
 0.19000E+02  0.15690E+04  0.13816E+04  0.12171E+04  0.94216E+03  0.58850E+03  0.39682E+03  0.32409E+03  0.30060E+03  0.30000E+03
 0.19100E+02  0.15692E+04  0.13822E+04  0.12180E+04  0.94347E+03  0.59002E+03  0.39781E+03  0.32449E+03  0.30062E+03  0.30000E+03
 0.19200E+02  0.15695E+04  0.13828E+04  0.12190E+04  0.94479E+03  0.59155E+03  0.39879E+03  0.32490E+03  0.30065E+03  0.30000E+03
 0.19300E+02  0.15697E+04  0.13835E+04  0.12199E+04  0.94613E+03  0.59307E+03  0.39977E+03  0.32531E+03  0.30067E+03  0.30000E+03
 0.19400E+02  0.15699E+04  0.13841E+04  0.12208E+04  0.94750E+03  0.59458E+03  0.40076E+03  0.32572E+03  0.30069E+03  0.30000E+03
 0.19500E+02  0.15702E+04  0.13848E+04  0.12218E+04  0.94882E+03  0.59609E+03  0.40174E+03  0.32613E+03  0.30071E+03  0.30000E+03
 0.19600E+02  0.15704E+04  0.13854E+04  0.12227E+04  0.95012E+03  0.59760E+03  0.40272E+03  0.32655E+03  0.30074E+03  0.30000E+03
 0.19700E+02  0.15706E+04  0.13860E+04  0.12236E+04  0.95140E+03  0.59909E+03  0.40371E+03  0.32696E+03  0.30076E+03  0.30000E+03
 0.19800E+02  0.15708E+04  0.13866E+04  0.12245E+04  0.95266E+03  0.60057E+03  0.40470E+03  0.32738E+03  0.30079E+03  0.30000E+03
 0.19900E+02  0.15710E+04  0.13872E+04  0.12254E+04  0.95396E+03  0.60205E+03  0.40569E+03  0.32781E+03  0.30081E+03  0.30000E+03
 0.20000E+02  0.15713E+04  0.13878E+04  0.12263E+04  0.95526E+03  0.60353E+03  0.40667E+03  0.32823E+03  0.30084E+03  0.30000E+03
 0.20100E+02  0.15715E+04  0.13885E+04  0.12272E+04  0.95655E+03  0.60500E+03  0.40766E+03  0.32866E+03  0.30086E+03  0.30000E+03
 0.20200E+02  0.15717E+04  0.13890E+04  0.12281E+04  0.95782E+03  0.60646E+03  0.40864E+03  0.32909E+03  0.30089E+03  0.30000E+03
 0.20300E+02  0.15719E+04  0.13897E+04  0.12290E+04  0.95907E+03  0.60792E+03  0.40963E+03  0.32953E+03  0.30092E+03  0.30000E+03
 0.20400E+02  0.15721E+04  0.13902E+04  0.12298E+04  0.96029E+03  0.60936E+03  0.41061E+03  0.32996E+03  0.30094E+03  0.30000E+03
 0.20500E+02  0.15723E+04  0.13908E+04  0.12307E+04  0.96150E+03  0.61080E+03  0.41160E+03  0.33040E+03  0.30097E+03  0.30000E+03
 0.20600E+02  0.15726E+04  0.13914E+04  0.12316E+04  0.96275E+03  0.61224E+03  0.41258E+03  0.33084E+03  0.30100E+03  0.30000E+03
 0.20700E+02  0.15728E+04  0.13920E+04  0.12324E+04  0.96403E+03  0.61367E+03  0.41356E+03  0.33128E+03  0.30103E+03  0.30000E+03
 0.20800E+02  0.15730E+04  0.13926E+04  0.12333E+04  0.96527E+03  0.61510E+03  0.41455E+03  0.33173E+03  0.30106E+03  0.30000E+03
 0.20900E+02  0.15732E+04  0.13931E+04  0.12341E+04  0.96649E+03  0.61652E+03  0.41553E+03  0.33218E+03  0.30109E+03  0.30000E+03
 0.21000E+02  0.15734E+04  0.13937E+04  0.12350E+04  0.96769E+03  0.61793E+03  0.41651E+03  0.33262E+03  0.30112E+03  0.30000E+03
 0.21100E+02  0.15736E+04  0.13943E+04  0.12358E+04  0.96887E+03  0.61933E+03  0.41750E+03  0.33307E+03  0.30116E+03  0.30000E+03
 0.21200E+02  0.15738E+04  0.13948E+04  0.12366E+04  0.97005E+03  0.62073E+03  0.41849E+03  0.33353E+03  0.30119E+03  0.30000E+03
 0.21300E+02  0.15740E+04  0.13954E+04  0.12375E+04  0.97125E+03  0.62212E+03  0.41947E+03  0.33399E+03  0.30122E+03  0.30000E+03
 0.21400E+02  0.15742E+04  0.13959E+04  0.12383E+04  0.97247E+03  0.62351E+03  0.42045E+03  0.33444E+03  0.30126E+03  0.30000E+03
 0.21500E+02  0.15745E+04  0.13965E+04  0.12391E+04  0.97368E+03  0.62490E+03  0.42143E+03  0.33490E+03  0.30129E+03  0.30000E+03
 0.21600E+02  0.15747E+04  0.13971E+04  0.12399E+04  0.97486E+03  0.62628E+03  0.42240E+03  0.33536E+03  0.30132E+03  0.30000E+03
 0.21700E+02  0.15749E+04  0.13976E+04  0.12407E+04  0.97603E+03  0.62765E+03  0.42338E+03  0.33583E+03  0.30136E+03  0.30000E+03
 0.21800E+02  0.15751E+04  0.13982E+04  0.12415E+04  0.97717E+03  0.62902E+03  0.42436E+03  0.33629E+03  0.30140E+03  0.30000E+03
 0.21900E+02  0.15753E+04  0.13987E+04  0.12423E+04  0.97831E+03  0.63038E+03  0.42534E+03  0.33676E+03  0.30144E+03  0.30000E+03
 0.22000E+02  0.15755E+04  0.13992E+04  0.12431E+04  0.97943E+03  0.63174E+03  0.42633E+03  0.33723E+03  0.30147E+03  0.30000E+03
 0.22100E+02  0.15757E+04  0.13998E+04  0.12439E+04  0.98058E+03  0.63309E+03  0.42731E+03  0.33770E+03  0.30151E+03  0.30000E+03
 0.22200E+02  0.15758E+04  0.14003E+04  0.12447E+04  0.98173E+03  0.63444E+03  0.42828E+03  0.33818E+03  0.30155E+03  0.30000E+03
 0.22300E+02  0.15760E+04  0.14008E+04  0.12454E+04  0.98288E+03  0.63578E+03  0.42925E+03  0.33865E+03  0.30159E+03  0.30000E+03
 0.22400E+02  0.15762E+04  0.14013E+04  0.12462E+04  0.98402E+03  0.63713E+03  0.43023E+03  0.33913E+03  0.30163E+03  0.30000E+03
 0.22500E+02  0.15764E+04  0.14018E+04  0.12470E+04  0.98514E+03  0.63846E+03  0.43120E+03  0.33961E+03  0.30167E+03  0.30000E+03
 0.22600E+02  0.15766E+04  0.14023E+04  0.12477E+04  0.98625E+03  0.63977E+03  0.43218E+03  0.34009E+03  0.30171E+03  0.30000E+03
 0.22700E+02  0.15768E+04  0.14028E+04  0.12485E+04  0.98733E+03  0.64108E+03  0.43316E+03  0.34057E+03  0.30175E+03  0.30000E+03
 0.22800E+02  0.15769E+04  0.14033E+04  0.12492E+04  0.98843E+03  0.64239E+03  0.43414E+03  0.34106E+03  0.30180E+03  0.30000E+03
 0.22900E+02  0.15771E+04  0.14038E+04  0.12500E+04  0.98954E+03  0.64370E+03  0.43512E+03  0.34155E+03  0.30184E+03  0.30000E+03
 0.23000E+02  0.15773E+04  0.14043E+04  0.12507E+04  0.99066E+03  0.64500E+03  0.43611E+03  0.34203E+03  0.30189E+03  0.30000E+03
 0.23100E+02  0.15775E+04  0.14048E+04  0.12514E+04  0.99177E+03  0.64629E+03  0.43706E+03  0.34252E+03  0.30193E+03  0.30000E+03
 0.23200E+02  0.15776E+04  0.14053E+04  0.12522E+04  0.99285E+03  0.64757E+03  0.43802E+03  0.34301E+03  0.30198E+03  0.30000E+03
 0.23300E+02  0.15778E+04  0.14058E+04  0.12529E+04  0.99393E+03  0.64884E+03  0.43899E+03  0.34351E+03  0.30202E+03  0.30000E+03
 0.23400E+02  0.15780E+04  0.14063E+04  0.12536E+04  0.99498E+03  0.65012E+03  0.43996E+03  0.34400E+03  0.30207E+03  0.30000E+03
 0.23500E+02  0.15782E+04  0.14068E+04  0.12543E+04  0.99603E+03  0.65138E+03  0.44094E+03  0.34450E+03  0.30212E+03  0.30000E+03
 0.23600E+02  0.15783E+04  0.14072E+04  0.12550E+04  0.99709E+03  0.65265E+03  0.44192E+03  0.34500E+03  0.30217E+03  0.30000E+03
 0.23700E+02  0.15785E+04  0.14077E+04  0.12558E+04  0.99817E+03  0.65391E+03  0.44289E+03  0.34550E+03  0.30222E+03  0.30000E+03
 0.23800E+02  0.15787E+04  0.14082E+04  0.12565E+04  0.99925E+03  0.65516E+03  0.44384E+03  0.34600E+03  0.30227E+03  0.30000E+03
 0.23900E+02  0.15788E+04  0.14087E+04  0.12572E+04  0.10003E+04  0.65641E+03  0.44479E+03  0.34650E+03  0.30232E+03  0.30000E+03
 0.24000E+02  0.15790E+04  0.14091E+04  0.12579E+04  0.10013E+04  0.65766E+03  0.44575E+03  0.34701E+03  0.30237E+03  0.30000E+03
 0.24100E+02  0.15792E+04  0.14096E+04  0.12586E+04  0.10024E+04  0.65889E+03  0.44671E+03  0.34751E+03  0.30242E+03  0.30000E+03
 0.24200E+02  0.15793E+04  0.14100E+04  0.12593E+04  0.10034E+04  0.66011E+03  0.44768E+03  0.34802E+03  0.30248E+03  0.30000E+03
 0.24300E+02  0.15795E+04  0.14105E+04  0.12599E+04  0.10044E+04  0.66134E+03  0.44865E+03  0.34853E+03  0.30253E+03  0.30000E+03
 0.24400E+02  0.15797E+04  0.14110E+04  0.12606E+04  0.10054E+04  0.66255E+03  0.44962E+03  0.34904E+03  0.30258E+03  0.30000E+03
 0.24500E+02  0.15798E+04  0.14114E+04  0.12613E+04  0.10064E+04  0.66377E+03  0.45059E+03  0.34955E+03  0.30264E+03  0.30000E+03
 0.24600E+02  0.15800E+04  0.14119E+04  0.12620E+04  0.10075E+04  0.66498E+03  0.45156E+03  0.35006E+03  0.30270E+03  0.30000E+03
 0.24700E+02  0.15801E+04  0.14123E+04  0.12626E+04  0.10085E+04  0.66618E+03  0.45250E+03  0.35058E+03  0.30275E+03  0.30000E+03
 0.24800E+02  0.15803E+04  0.14128E+04  0.12633E+04  0.10095E+04  0.66737E+03  0.45345E+03  0.35110E+03  0.30281E+03  0.30000E+03
 0.24900E+02  0.15804E+04  0.14132E+04  0.12640E+04  0.10105E+04  0.66856E+03  0.45441E+03  0.35161E+03  0.30287E+03  0.30000E+03
 0.25000E+02  0.15806E+04  0.14136E+04  0.12647E+04  0.10114E+04  0.66974E+03  0.45537E+03  0.35213E+03  0.30293E+03  0.30000E+03
 0.25100E+02  0.15808E+04  0.14141E+04  0.12653E+04  0.10124E+04  0.67091E+03  0.45633E+03  0.35265E+03  0.30299E+03  0.30000E+03
 0.25200E+02  0.15809E+04  0.14145E+04  0.12660E+04  0.10134E+04  0.67209E+03  0.45729E+03  0.35317E+03  0.30305E+03  0.30000E+03
 0.25300E+02  0.15811E+04  0.14149E+04  0.12666E+04  0.10144E+04  0.67325E+03  0.45825E+03  0.35369E+03  0.30311E+03  0.30000E+03
 0.25400E+02  0.15812E+04  0.14154E+04  0.12673E+04  0.10154E+04  0.67442E+03  0.45919E+03  0.35422E+03  0.30317E+03  0.30000E+03
 0.25500E+02  0.15814E+04  0.14158E+04  0.12679E+04  0.10163E+04  0.67558E+03  0.46013E+03  0.35474E+03  0.30324E+03  0.30000E+03
 0.25600E+02  0.15815E+04  0.14162E+04  0.12685E+04  0.10173E+04  0.67673E+03  0.46108E+03  0.35527E+03  0.30330E+03  0.30000E+03
 0.25700E+02  0.15817E+04  0.14167E+04  0.12692E+04  0.10182E+04  0.67788E+03  0.46203E+03  0.35580E+03  0.30336E+03  0.30000E+03
 0.25800E+02  0.15818E+04  0.14171E+04  0.12698E+04  0.10192E+04  0.67901E+03  0.46298E+03  0.35632E+03  0.30343E+03  0.30000E+03
 0.25900E+02  0.15820E+04  0.14175E+04  0.12705E+04  0.10201E+04  0.68015E+03  0.46393E+03  0.35685E+03  0.30350E+03  0.30000E+03
 0.26000E+02  0.15821E+04  0.14179E+04  0.12711E+04  0.10211E+04  0.68127E+03  0.46488E+03  0.35738E+03  0.30356E+03  0.30000E+03
 0.26100E+02  0.15823E+04  0.14183E+04  0.12717E+04  0.10220E+04  0.68240E+03  0.46583E+03  0.35792E+03  0.30363E+03  0.30000E+03
 0.26200E+02  0.15824E+04  0.14187E+04  0.12723E+04  0.10229E+04  0.68351E+03  0.46678E+03  0.35845E+03  0.30370E+03  0.30000E+03
 0.26300E+02  0.15825E+04  0.14192E+04  0.12729E+04  0.10239E+04  0.68463E+03  0.46773E+03  0.35898E+03  0.30377E+03  0.30000E+03
 0.26400E+02  0.15827E+04  0.14195E+04  0.12735E+04  0.10248E+04  0.68574E+03  0.46868E+03  0.35952E+03  0.30384E+03  0.30000E+03
 0.26500E+02  0.15828E+04  0.14200E+04  0.12742E+04  0.10258E+04  0.68684E+03  0.46962E+03  0.36005E+03  0.30391E+03  0.30000E+03
 0.26600E+02  0.15830E+04  0.14204E+04  0.12748E+04  0.10267E+04  0.68793E+03  0.47056E+03  0.36059E+03  0.30398E+03  0.30000E+03
 0.26700E+02  0.15831E+04  0.14208E+04  0.12754E+04  0.10276E+04  0.68902E+03  0.47150E+03  0.36113E+03  0.30405E+03  0.30000E+03
 0.26800E+02  0.15833E+04  0.14212E+04  0.12760E+04  0.10285E+04  0.69010E+03  0.47244E+03  0.36167E+03  0.30412E+03  0.30000E+03
 0.26900E+02  0.15834E+04  0.14216E+04  0.12766E+04  0.10294E+04  0.69118E+03  0.47338E+03  0.36221E+03  0.30420E+03  0.30000E+03
 0.27000E+02  0.15835E+04  0.14220E+04  0.12772E+04  0.10303E+04  0.69226E+03  0.47432E+03  0.36275E+03  0.30427E+03  0.30000E+03
 0.27100E+02  0.15837E+04  0.14223E+04  0.12778E+04  0.10312E+04  0.69333E+03  0.47526E+03  0.36329E+03  0.30435E+03  0.30000E+03
 0.27200E+02  0.15838E+04  0.14228E+04  0.12784E+04  0.10321E+04  0.69439E+03  0.47619E+03  0.36383E+03  0.30442E+03  0.30000E+03
 0.27300E+02  0.15840E+04  0.14231E+04  0.12790E+04  0.10330E+04  0.69545E+03  0.47713E+03  0.36438E+03  0.30450E+03  0.30000E+03
 0.27400E+02  0.15841E+04  0.14235E+04  0.12795E+04  0.10338E+04  0.69651E+03  0.47806E+03  0.36492E+03  0.30458E+03  0.30000E+03
 0.27500E+02  0.15842E+04  0.14239E+04  0.12801E+04  0.10347E+04  0.69756E+03  0.47898E+03  0.36547E+03  0.30466E+03  0.30000E+03
 0.27600E+02  0.15844E+04  0.14243E+04  0.12807E+04  0.10356E+04  0.69860E+03  0.47991E+03  0.36601E+03  0.30474E+03  0.30000E+03
 0.27700E+02  0.15845E+04  0.14247E+04  0.12813E+04  0.10365E+04  0.69964E+03  0.48084E+03  0.36656E+03  0.30482E+03  0.30000E+03
 0.27800E+02  0.15846E+04  0.14250E+04  0.12818E+04  0.10373E+04  0.70067E+03  0.48177E+03  0.36711E+03  0.30490E+03  0.30000E+03
 0.27900E+02  0.15848E+04  0.14254E+04  0.12824E+04  0.10382E+04  0.70170E+03  0.48269E+03  0.36765E+03  0.30498E+03  0.30000E+03
 0.28000E+02  0.15849E+04  0.14258E+04  0.12830E+04  0.10390E+04  0.70273E+03  0.48362E+03  0.36820E+03  0.30506E+03  0.30000E+03
 0.28100E+02  0.15850E+04  0.14262E+04  0.12835E+04  0.10399E+04  0.70374E+03  0.48455E+03  0.36875E+03  0.30515E+03  0.30000E+03
 0.28200E+02  0.15852E+04  0.14265E+04  0.12841E+04  0.10408E+04  0.70476E+03  0.48547E+03  0.36931E+03  0.30523E+03  0.30000E+03
 0.28300E+02  0.15853E+04  0.14269E+04  0.12847E+04  0.10416E+04  0.70577E+03  0.48639E+03  0.36986E+03  0.30531E+03  0.30000E+03
 0.28400E+02  0.15854E+04  0.14273E+04  0.12852E+04  0.10425E+04  0.70677E+03  0.48732E+03  0.37041E+03  0.30540E+03  0.30000E+03
 0.28500E+02  0.15855E+04  0.14277E+04  0.12858E+04  0.10433E+04  0.70777E+03  0.48824E+03  0.37096E+03  0.30549E+03  0.30000E+03
 0.28600E+02  0.15857E+04  0.14280E+04  0.12863E+04  0.10441E+04  0.70876E+03  0.48915E+03  0.37152E+03  0.30557E+03  0.30000E+03
 0.28700E+02  0.15858E+04  0.14284E+04  0.12869E+04  0.10450E+04  0.70975E+03  0.49007E+03  0.37207E+03  0.30566E+03  0.30000E+03
 0.28800E+02  0.15859E+04  0.14287E+04  0.12874E+04  0.10458E+04  0.71073E+03  0.49098E+03  0.37263E+03  0.30575E+03  0.30000E+03
 0.28900E+02  0.15861E+04  0.14291E+04  0.12880E+04  0.10466E+04  0.71171E+03  0.49190E+03  0.37318E+03  0.30584E+03  0.30000E+03
 0.29000E+02  0.15862E+04  0.14295E+04  0.12885E+04  0.10474E+04  0.71269E+03  0.49281E+03  0.37374E+03  0.30593E+03  0.30000E+03
 0.29100E+02  0.15863E+04  0.14298E+04  0.12891E+04  0.10482E+04  0.71366E+03  0.49372E+03  0.37430E+03  0.30602E+03  0.30000E+03
 0.29200E+02  0.15864E+04  0.14302E+04  0.12896E+04  0.10491E+04  0.71463E+03  0.49463E+03  0.37485E+03  0.30612E+03  0.30000E+03
 0.29300E+02  0.15866E+04  0.14305E+04  0.12901E+04  0.10499E+04  0.71559E+03  0.49554E+03  0.37541E+03  0.30621E+03  0.30000E+03
 0.29400E+02  0.15867E+04  0.14309E+04  0.12907E+04  0.10507E+04  0.71654E+03  0.49644E+03  0.37597E+03  0.30630E+03  0.30000E+03
 0.29500E+02  0.15868E+04  0.14312E+04  0.12912E+04  0.10515E+04  0.71749E+03  0.49735E+03  0.37653E+03  0.30640E+03  0.30000E+03
 0.29600E+02  0.15869E+04  0.14316E+04  0.12917E+04  0.10523E+04  0.71844E+03  0.49825E+03  0.37709E+03  0.30649E+03  0.30000E+03
 0.29700E+02  0.15870E+04  0.14319E+04  0.12922E+04  0.10531E+04  0.71938E+03  0.49915E+03  0.37765E+03  0.30659E+03  0.30000E+03
 0.29800E+02  0.15872E+04  0.14322E+04  0.12928E+04  0.10538E+04  0.72032E+03  0.50005E+03  0.37821E+03  0.30669E+03  0.30000E+03
 0.29900E+02  0.15873E+04  0.14326E+04  0.12933E+04  0.10546E+04  0.72125E+03  0.50095E+03  0.37877E+03  0.30678E+03  0.30000E+03
 0.30000E+02  0.15874E+04  0.14329E+04  0.12938E+04  0.10554E+04  0.72218E+03  0.50185E+03  0.37934E+03  0.30688E+03  0.30000E+03
 0.30100E+02  0.15875E+04  0.14333E+04  0.12943E+04  0.10562E+04  0.72311E+03  0.50274E+03  0.37990E+03  0.30698E+03  0.30000E+03
 0.30200E+02  0.15876E+04  0.14336E+04  0.12948E+04  0.10570E+04  0.72403E+03  0.50364E+03  0.38046E+03  0.30708E+03  0.30000E+03
 0.30300E+02  0.15878E+04  0.14339E+04  0.12953E+04  0.10578E+04  0.72494E+03  0.50453E+03  0.38103E+03  0.30718E+03  0.30000E+03
 0.30400E+02  0.15879E+04  0.14343E+04  0.12958E+04  0.10586E+04  0.72586E+03  0.50543E+03  0.38159E+03  0.30728E+03  0.30000E+03
 0.30500E+02  0.15880E+04  0.14346E+04  0.12964E+04  0.10593E+04  0.72676E+03  0.50632E+03  0.38216E+03  0.30739E+03  0.30000E+03
 0.30600E+02  0.15881E+04  0.14349E+04  0.12969E+04  0.10601E+04  0.72766E+03  0.50721E+03  0.38272E+03  0.30749E+03  0.30000E+03
 0.30700E+02  0.15882E+04  0.14353E+04  0.12974E+04  0.10608E+04  0.72855E+03  0.50810E+03  0.38329E+03  0.30760E+03  0.30000E+03
 0.30800E+02  0.15883E+04  0.14356E+04  0.12979E+04  0.10616E+04  0.72945E+03  0.50898E+03  0.38385E+03  0.30770E+03  0.30000E+03
 0.30900E+02  0.15885E+04  0.14359E+04  0.12983E+04  0.10623E+04  0.73034E+03  0.50987E+03  0.38442E+03  0.30781E+03  0.30000E+03
 0.31000E+02  0.15886E+04  0.14362E+04  0.12988E+04  0.10631E+04  0.73122E+03  0.51075E+03  0.38499E+03  0.30791E+03  0.30000E+03
 0.31100E+02  0.15887E+04  0.14366E+04  0.12993E+04  0.10638E+04  0.73211E+03  0.51163E+03  0.38555E+03  0.30802E+03  0.30000E+03
 0.31200E+02  0.15888E+04  0.14369E+04  0.12998E+04  0.10646E+04  0.73299E+03  0.51251E+03  0.38612E+03  0.30813E+03  0.30000E+03
 0.31300E+02  0.15889E+04  0.14372E+04  0.13003E+04  0.10653E+04  0.73386E+03  0.51339E+03  0.38669E+03  0.30824E+03  0.30000E+03
 0.31400E+02  0.15890E+04  0.14375E+04  0.13008E+04  0.10661E+04  0.73472E+03  0.51426E+03  0.38726E+03  0.30835E+03  0.30000E+03
 0.31500E+02  0.15891E+04  0.14378E+04  0.13013E+04  0.10668E+04  0.73559E+03  0.51514E+03  0.38783E+03  0.30846E+03  0.30000E+03
 0.31600E+02  0.15892E+04  0.14382E+04  0.13018E+04  0.10676E+04  0.73645E+03  0.51601E+03  0.38840E+03  0.30857E+03  0.30000E+03
 0.31700E+02  0.15893E+04  0.14385E+04  0.13022E+04  0.10683E+04  0.73731E+03  0.51688E+03  0.38896E+03  0.30868E+03  0.30000E+03
 0.31800E+02  0.15895E+04  0.14388E+04  0.13027E+04  0.10690E+04  0.73816E+03  0.51775E+03  0.38953E+03  0.30879E+03  0.30000E+03
 0.31900E+02  0.15896E+04  0.14391E+04  0.13032E+04  0.10697E+04  0.73901E+03  0.51861E+03  0.39010E+03  0.30891E+03  0.30000E+03
 0.32000E+02  0.15897E+04  0.14394E+04  0.13037E+04  0.10704E+04  0.73986E+03  0.51948E+03  0.39067E+03  0.30902E+03  0.30000E+03
 0.32100E+02  0.15898E+04  0.14397E+04  0.13041E+04  0.10712E+04  0.74070E+03  0.52034E+03  0.39124E+03  0.30914E+03  0.30000E+03
 0.32200E+02  0.15899E+04  0.14400E+04  0.13046E+04  0.10719E+04  0.74154E+03  0.52120E+03  0.39181E+03  0.30925E+03  0.30000E+03
 0.32300E+02  0.15900E+04  0.14403E+04  0.13051E+04  0.10726E+04  0.74238E+03  0.52207E+03  0.39239E+03  0.30937E+03  0.30000E+03
 0.32400E+02  0.15901E+04  0.14406E+04  0.13055E+04  0.10733E+04  0.74321E+03  0.52293E+03  0.39296E+03  0.30949E+03  0.30000E+03
 0.32500E+02  0.15902E+04  0.14409E+04  0.13060E+04  0.10740E+04  0.74404E+03  0.52379E+03  0.39353E+03  0.30961E+03  0.30000E+03
 0.32600E+02  0.15903E+04  0.14412E+04  0.13065E+04  0.10747E+04  0.74485E+03  0.52465E+03  0.39410E+03  0.30973E+03  0.30000E+03
 0.32700E+02  0.15904E+04  0.14415E+04  0.13069E+04  0.10754E+04  0.74567E+03  0.52550E+03  0.39467E+03  0.30985E+03  0.30000E+03
 0.32800E+02  0.15905E+04  0.14418E+04  0.13074E+04  0.10761E+04  0.74649E+03  0.52636E+03  0.39525E+03  0.30996E+03  0.30000E+03
 0.32900E+02  0.15906E+04  0.14421E+04  0.13078E+04  0.10768E+04  0.74730E+03  0.52721E+03  0.39582E+03  0.31009E+03  0.30000E+03
 0.33000E+02  0.15907E+04  0.14424E+04  0.13083E+04  0.10775E+04  0.74811E+03  0.52805E+03  0.39639E+03  0.31021E+03  0.30000E+03
 0.33100E+02  0.15908E+04  0.14427E+04  0.13088E+04  0.10782E+04  0.74892E+03  0.52890E+03  0.39696E+03  0.31033E+03  0.30000E+03
 0.33200E+02  0.15909E+04  0.14430E+04  0.13092E+04  0.10789E+04  0.74972E+03  0.52975E+03  0.39753E+03  0.31046E+03  0.30000E+03
 0.33300E+02  0.15910E+04  0.14433E+04  0.13097E+04  0.10796E+04  0.75052E+03  0.53059E+03  0.39811E+03  0.31058E+03  0.30000E+03
 0.33400E+02  0.15911E+04  0.14436E+04  0.13101E+04  0.10802E+04  0.75132E+03  0.53144E+03  0.39868E+03  0.31071E+03  0.30000E+03
 0.33500E+02  0.15912E+04  0.14439E+04  0.13105E+04  0.10809E+04  0.75211E+03  0.53228E+03  0.39925E+03  0.31083E+03  0.30000E+03
 0.33600E+02  0.15913E+04  0.14442E+04  0.13110E+04  0.10816E+04  0.75289E+03  0.53312E+03  0.39983E+03  0.31096E+03  0.30000E+03
 0.33700E+02  0.15914E+04  0.14445E+04  0.13114E+04  0.10823E+04  0.75367E+03  0.53396E+03  0.40040E+03  0.31109E+03  0.30000E+03
 0.33800E+02  0.15915E+04  0.14448E+04  0.13119E+04  0.10830E+04  0.75445E+03  0.53479E+03  0.40097E+03  0.31121E+03  0.30000E+03
 0.33900E+02  0.15916E+04  0.14451E+04  0.13123E+04  0.10836E+04  0.75523E+03  0.53562E+03  0.40155E+03  0.31134E+03  0.30000E+03
 0.34000E+02  0.15917E+04  0.14453E+04  0.13127E+04  0.10843E+04  0.75601E+03  0.53645E+03  0.40212E+03  0.31147E+03  0.30000E+03
 0.34100E+02  0.15918E+04  0.14456E+04  0.13132E+04  0.10849E+04  0.75679E+03  0.53728E+03  0.40269E+03  0.31161E+03  0.30000E+03
 0.34200E+02  0.15919E+04  0.14459E+04  0.13136E+04  0.10856E+04  0.75756E+03  0.53811E+03  0.40326E+03  0.31174E+03  0.30000E+03
