   time (s)   m_dot_g (kg/m2/s)  m_dot_c (kg/m2/s)  Virgin 98%     Char 2%    recession (m) 
 0.28300E+02     0.76185E-02       0.00000E+00     0.93692E-02   0.87617E-03  0.00000E+00
 0.28400E+02     0.76078E-02       0.00000E+00     0.93891E-02   0.88153E-03  0.00000E+00
 0.28500E+02     0.75966E-02       0.00000E+00     0.94084E-02   0.88691E-03  0.00000E+00
 0.28600E+02     0.75849E-02       0.00000E+00     0.94273E-02   0.89219E-03  0.00000E+00
 0.28700E+02     0.75726E-02       0.00000E+00     0.94457E-02   0.89748E-03  0.00000E+00
 0.28800E+02     0.75603E-02       0.00000E+00     0.94637E-02   0.90278E-03  0.00000E+00
 0.28900E+02     0.75486E-02       0.00000E+00     0.94812E-02   0.90809E-03  0.00000E+00
 0.29000E+02     0.75372E-02       0.00000E+00     0.94983E-02   0.91341E-03  0.00000E+00
 0.29100E+02     0.75256E-02       0.00000E+00     0.95151E-02   0.91875E-03  0.00000E+00
 0.29200E+02     0.75157E-02       0.00000E+00     0.95315E-02   0.92404E-03  0.00000E+00
 0.29300E+02     0.75051E-02       0.00000E+00     0.95536E-02   0.92928E-03  0.00000E+00
 0.29400E+02     0.74943E-02       0.00000E+00     0.95771E-02   0.93453E-03  0.00000E+00
 0.29500E+02     0.74834E-02       0.00000E+00     0.96000E-02   0.93980E-03  0.00000E+00
 0.29600E+02     0.74724E-02       0.00000E+00     0.96223E-02   0.94508E-03  0.00000E+00
 0.29700E+02     0.74610E-02       0.00000E+00     0.96440E-02   0.95037E-03  0.00000E+00
 0.29800E+02     0.74490E-02       0.00000E+00     0.96651E-02   0.95568E-03  0.00000E+00
 0.29900E+02     0.74374E-02       0.00000E+00     0.96857E-02   0.96088E-03  0.00000E+00
 0.30000E+02     0.74258E-02       0.00000E+00     0.97057E-02   0.96609E-03  0.00000E+00
 0.30100E+02     0.74157E-02       0.00000E+00     0.97253E-02   0.97131E-03  0.00000E+00
 0.30200E+02     0.74054E-02       0.00000E+00     0.97444E-02   0.97654E-03  0.00000E+00
 0.30300E+02     0.73948E-02       0.00000E+00     0.97630E-02   0.98179E-03  0.00000E+00
 0.30400E+02     0.73852E-02       0.00000E+00     0.97812E-02   0.98705E-03  0.00000E+00
 0.30500E+02     0.73750E-02       0.00000E+00     0.97990E-02   0.99232E-03  0.00000E+00
 0.30600E+02     0.73644E-02       0.00000E+00     0.98164E-02   0.99748E-03  0.00000E+00
 0.30700E+02     0.73534E-02       0.00000E+00     0.98334E-02   0.10026E-02  0.00000E+00
 0.30800E+02     0.73423E-02       0.00000E+00     0.98500E-02   0.10078E-02  0.00000E+00
 0.30900E+02     0.73308E-02       0.00000E+00     0.98662E-02   0.10130E-02  0.00000E+00
 0.31000E+02     0.73202E-02       0.00000E+00     0.98821E-02   0.10182E-02  0.00000E+00
 0.31100E+02     0.73099E-02       0.00000E+00     0.99038E-02   0.10234E-02  0.00000E+00
 0.31200E+02     0.72995E-02       0.00000E+00     0.99268E-02   0.10287E-02  0.00000E+00
 0.31300E+02     0.72902E-02       0.00000E+00     0.99492E-02   0.10338E-02  0.00000E+00
 0.31400E+02     0.72808E-02       0.00000E+00     0.99710E-02   0.10390E-02  0.00000E+00
 0.31500E+02     0.72709E-02       0.00000E+00     0.99923E-02   0.10441E-02  0.00000E+00
 0.31600E+02     0.72612E-02       0.00000E+00     0.10013E-01   0.10492E-02  0.00000E+00
 0.31700E+02     0.72512E-02       0.00000E+00     0.10033E-01   0.10544E-02  0.00000E+00
 0.31800E+02     0.72409E-02       0.00000E+00     0.10053E-01   0.10596E-02  0.00000E+00
 0.31900E+02     0.72302E-02       0.00000E+00     0.10072E-01   0.10648E-02  0.00000E+00
 0.32000E+02     0.72199E-02       0.00000E+00     0.10091E-01   0.10699E-02  0.00000E+00
 0.32100E+02     0.72095E-02       0.00000E+00     0.10110E-01   0.10750E-02  0.00000E+00
 0.32200E+02     0.72006E-02       0.00000E+00     0.10128E-01   0.10801E-02  0.00000E+00
 0.32300E+02     0.71912E-02       0.00000E+00     0.10145E-01   0.10852E-02  0.00000E+00
 0.32400E+02     0.71818E-02       0.00000E+00     0.10163E-01   0.10903E-02  0.00000E+00
 0.32500E+02     0.71723E-02       0.00000E+00     0.10179E-01   0.10954E-02  0.00000E+00
 0.32600E+02     0.71634E-02       0.00000E+00     0.10196E-01   0.11006E-02  0.00000E+00
 0.32700E+02     0.71541E-02       0.00000E+00     0.10212E-01   0.11057E-02  0.00000E+00
 0.32800E+02     0.71445E-02       0.00000E+00     0.10228E-01   0.11109E-02  0.00000E+00
 0.32900E+02     0.71344E-02       0.00000E+00     0.10243E-01   0.11159E-02  0.00000E+00
 0.33000E+02     0.71246E-02       0.00000E+00     0.10264E-01   0.11209E-02  0.00000E+00
 0.33100E+02     0.71142E-02       0.00000E+00     0.10286E-01   0.11260E-02  0.00000E+00
 0.33200E+02     0.71046E-02       0.00000E+00     0.10308E-01   0.11311E-02  0.00000E+00
 0.33300E+02     0.70953E-02       0.00000E+00     0.10330E-01   0.11362E-02  0.00000E+00
 0.33400E+02     0.70858E-02       0.00000E+00     0.10351E-01   0.11413E-02  0.00000E+00
 0.33500E+02     0.70776E-02       0.00000E+00     0.10371E-01   0.11464E-02  0.00000E+00
 0.33600E+02     0.70691E-02       0.00000E+00     0.10391E-01   0.11515E-02  0.00000E+00
 0.33700E+02     0.70602E-02       0.00000E+00     0.10411E-01   0.11565E-02  0.00000E+00
 0.33800E+02     0.70511E-02       0.00000E+00     0.10430E-01   0.11615E-02  0.00000E+00
 0.33900E+02     0.70422E-02       0.00000E+00     0.10448E-01   0.11665E-02  0.00000E+00
 0.34000E+02     0.70332E-02       0.00000E+00     0.10467E-01   0.11715E-02  0.00000E+00
 0.34100E+02     0.70237E-02       0.00000E+00     0.10485E-01   0.11766E-02  0.00000E+00
 0.34200E+02     0.70146E-02       0.00000E+00     0.10502E-01   0.11816E-02  0.00000E+00
 0.34300E+02     0.70051E-02       0.00000E+00     0.10519E-01   0.11867E-02  0.00000E+00
 0.34400E+02     0.69958E-02       0.00000E+00     0.10536E-01   0.11917E-02  0.00000E+00
 0.34500E+02     0.69876E-02       0.00000E+00     0.10552E-01   0.11968E-02  0.00000E+00
 0.34600E+02     0.69792E-02       0.00000E+00     0.10568E-01   0.12017E-02  0.00000E+00
 0.34700E+02     0.69705E-02       0.00000E+00     0.10584E-01   0.12067E-02  0.00000E+00
 0.34800E+02     0.69616E-02       0.00000E+00     0.10600E-01   0.12117E-02  0.00000E+00
 0.34900E+02     0.69535E-02       0.00000E+00     0.10615E-01   0.12167E-02  0.00000E+00
 0.35000E+02     0.69453E-02       0.00000E+00     0.10632E-01   0.12217E-02  0.00000E+00
 0.35100E+02     0.69367E-02       0.00000E+00     0.10654E-01   0.12267E-02  0.00000E+00
 0.35200E+02     0.69279E-02       0.00000E+00     0.10676E-01   0.12317E-02  0.00000E+00
 0.35300E+02     0.69188E-02       0.00000E+00     0.10697E-01   0.12367E-02  0.00000E+00
 0.35400E+02     0.69099E-02       0.00000E+00     0.10718E-01   0.12417E-02  0.00000E+00
 0.35500E+02     0.69004E-02       0.00000E+00     0.10738E-01   0.12466E-02  0.00000E+00
 0.35600E+02     0.68922E-02       0.00000E+00     0.10758E-01   0.12515E-02  0.00000E+00
 0.35700E+02     0.68837E-02       0.00000E+00     0.10777E-01   0.12565E-02  0.00000E+00
 0.35800E+02     0.68751E-02       0.00000E+00     0.10796E-01   0.12614E-02  0.00000E+00
 0.35900E+02     0.68676E-02       0.00000E+00     0.10815E-01   0.12664E-02  0.00000E+00
 0.36000E+02     0.68598E-02       0.00000E+00     0.10833E-01   0.12713E-02  0.00000E+00
 0.36100E+02     0.68517E-02       0.00000E+00     0.10851E-01   0.12763E-02  0.00000E+00
 0.36200E+02     0.68435E-02       0.00000E+00     0.10868E-01   0.12813E-02  0.00000E+00
 0.36300E+02     0.68354E-02       0.00000E+00     0.10885E-01   0.12863E-02  0.00000E+00
 0.36400E+02     0.68273E-02       0.00000E+00     0.10902E-01   0.12912E-02  0.00000E+00
 0.36500E+02     0.68190E-02       0.00000E+00     0.10918E-01   0.12960E-02  0.00000E+00
 0.36600E+02     0.68103E-02       0.00000E+00     0.10934E-01   0.13009E-02  0.00000E+00
 0.36700E+02     0.68018E-02       0.00000E+00     0.10950E-01   0.13058E-02  0.00000E+00
 0.36800E+02     0.67934E-02       0.00000E+00     0.10966E-01   0.13107E-02  0.00000E+00
 0.36900E+02     0.67846E-02       0.00000E+00     0.10981E-01   0.13156E-02  0.00000E+00
 0.37000E+02     0.67773E-02       0.00000E+00     0.10996E-01   0.13205E-02  0.00000E+00
 0.37100E+02     0.67696E-02       0.00000E+00     0.11011E-01   0.13255E-02  0.00000E+00
 0.37200E+02     0.67618E-02       0.00000E+00     0.11030E-01   0.13304E-02  0.00000E+00
 0.37300E+02     0.67537E-02       0.00000E+00     0.11051E-01   0.13354E-02  0.00000E+00
 0.37400E+02     0.67465E-02       0.00000E+00     0.11072E-01   0.13402E-02  0.00000E+00
 0.37500E+02     0.67390E-02       0.00000E+00     0.11093E-01   0.13450E-02  0.00000E+00
 0.37600E+02     0.67313E-02       0.00000E+00     0.11113E-01   0.13499E-02  0.00000E+00
 0.37700E+02     0.67234E-02       0.00000E+00     0.11133E-01   0.13547E-02  0.00000E+00
 0.37800E+02     0.67153E-02       0.00000E+00     0.11152E-01   0.13596E-02  0.00000E+00
 0.37900E+02     0.67072E-02       0.00000E+00     0.11171E-01   0.13644E-02  0.00000E+00
 0.38000E+02     0.66989E-02       0.00000E+00     0.11190E-01   0.13693E-02  0.00000E+00
 0.38100E+02     0.66911E-02       0.00000E+00     0.11208E-01   0.13742E-02  0.00000E+00
 0.38200E+02     0.66835E-02       0.00000E+00     0.11226E-01   0.13791E-02  0.00000E+00
 0.38300E+02     0.66758E-02       0.00000E+00     0.11243E-01   0.13840E-02  0.00000E+00
 0.38400E+02     0.66678E-02       0.00000E+00     0.11260E-01   0.13888E-02  0.00000E+00
 0.38500E+02     0.66610E-02       0.00000E+00     0.11277E-01   0.13936E-02  0.00000E+00
 0.38600E+02     0.66540E-02       0.00000E+00     0.11294E-01   0.13984E-02  0.00000E+00
 0.38700E+02     0.66466E-02       0.00000E+00     0.11310E-01   0.14032E-02  0.00000E+00
 0.38800E+02     0.66393E-02       0.00000E+00     0.11326E-01   0.14080E-02  0.00000E+00
 0.38900E+02     0.66320E-02       0.00000E+00     0.11341E-01   0.14128E-02  0.00000E+00
 0.39000E+02     0.66248E-02       0.00000E+00     0.11356E-01   0.14177E-02  0.00000E+00
 0.39100E+02     0.66173E-02       0.00000E+00     0.11371E-01   0.14225E-02  0.00000E+00
 0.39200E+02     0.66096E-02       0.00000E+00     0.11386E-01   0.14273E-02  0.00000E+00
 0.39300E+02     0.66021E-02       0.00000E+00     0.11401E-01   0.14322E-02  0.00000E+00
 0.39400E+02     0.65946E-02       0.00000E+00     0.11415E-01   0.14371E-02  0.00000E+00
 0.39500E+02     0.65869E-02       0.00000E+00     0.11433E-01   0.14418E-02  0.00000E+00
 0.39600E+02     0.65797E-02       0.00000E+00     0.11454E-01   0.14466E-02  0.00000E+00
 0.39700E+02     0.65730E-02       0.00000E+00     0.11475E-01   0.14513E-02  0.00000E+00
 0.39800E+02     0.65660E-02       0.00000E+00     0.11495E-01   0.14561E-02  0.00000E+00
 0.39900E+02     0.65588E-02       0.00000E+00     0.11515E-01   0.14608E-02  0.00000E+00
 0.40000E+02     0.65514E-02       0.00000E+00     0.11535E-01   0.14656E-02  0.00000E+00
 0.40100E+02     0.65448E-02       0.00000E+00     0.11554E-01   0.14704E-02  0.00000E+00
 0.40200E+02     0.65381E-02       0.00000E+00     0.11572E-01   0.14752E-02  0.00000E+00
 0.40300E+02     0.65311E-02       0.00000E+00     0.11591E-01   0.14800E-02  0.00000E+00
 0.40400E+02     0.65240E-02       0.00000E+00     0.11608E-01   0.14848E-02  0.00000E+00
 0.40500E+02     0.65167E-02       0.00000E+00     0.11626E-01   0.14896E-02  0.00000E+00
 0.40600E+02     0.65095E-02       0.00000E+00     0.11643E-01   0.14944E-02  0.00000E+00
 0.40700E+02     0.65021E-02       0.00000E+00     0.11660E-01   0.14991E-02  0.00000E+00
 0.40800E+02     0.64951E-02       0.00000E+00     0.11677E-01   0.15037E-02  0.00000E+00
 0.40900E+02     0.64882E-02       0.00000E+00     0.11693E-01   0.15084E-02  0.00000E+00
 0.41000E+02     0.64813E-02       0.00000E+00     0.11709E-01   0.15131E-02  0.00000E+00
 0.41100E+02     0.64742E-02       0.00000E+00     0.11725E-01   0.15179E-02  0.00000E+00
 0.41200E+02     0.64669E-02       0.00000E+00     0.11740E-01   0.15226E-02  0.00000E+00
 0.41300E+02     0.64607E-02       0.00000E+00     0.11756E-01   0.15273E-02  0.00000E+00
 0.41400E+02     0.64543E-02       0.00000E+00     0.11770E-01   0.15321E-02  0.00000E+00
 0.41500E+02     0.64477E-02       0.00000E+00     0.11785E-01   0.15368E-02  0.00000E+00
 0.41600E+02     0.64411E-02       0.00000E+00     0.11799E-01   0.15416E-02  0.00000E+00
 0.41700E+02     0.64346E-02       0.00000E+00     0.11814E-01   0.15464E-02  0.00000E+00
 0.41800E+02     0.64280E-02       0.00000E+00     0.11828E-01   0.15511E-02  0.00000E+00
 0.41900E+02     0.64213E-02       0.00000E+00     0.11842E-01   0.15557E-02  0.00000E+00
 0.42000E+02     0.64145E-02       0.00000E+00     0.11863E-01   0.15604E-02  0.00000E+00
 0.42100E+02     0.64077E-02       0.00000E+00     0.11883E-01   0.15650E-02  0.00000E+00
 0.42200E+02     0.64009E-02       0.00000E+00     0.11903E-01   0.15697E-02  0.00000E+00
 0.42300E+02     0.63940E-02       0.00000E+00     0.11923E-01   0.15744E-02  0.00000E+00
 0.42400E+02     0.63868E-02       0.00000E+00     0.11942E-01   0.15791E-02  0.00000E+00
 0.42500E+02     0.63808E-02       0.00000E+00     0.11961E-01   0.15838E-02  0.00000E+00
 0.42600E+02     0.63746E-02       0.00000E+00     0.11980E-01   0.15884E-02  0.00000E+00
 0.42700E+02     0.63682E-02       0.00000E+00     0.11998E-01   0.15932E-02  0.00000E+00
 0.42800E+02     0.63617E-02       0.00000E+00     0.12016E-01   0.15979E-02  0.00000E+00
 0.42900E+02     0.63550E-02       0.00000E+00     0.12033E-01   0.16026E-02  0.00000E+00
 0.43000E+02     0.63490E-02       0.00000E+00     0.12050E-01   0.16073E-02  0.00000E+00
 0.43100E+02     0.63429E-02       0.00000E+00     0.12067E-01   0.16119E-02  0.00000E+00
 0.43200E+02     0.63367E-02       0.00000E+00     0.12084E-01   0.16165E-02  0.00000E+00
 0.43300E+02     0.63304E-02       0.00000E+00     0.12100E-01   0.16211E-02  0.00000E+00
 0.43400E+02     0.63240E-02       0.00000E+00     0.12116E-01   0.16257E-02  0.00000E+00
 0.43500E+02     0.63174E-02       0.00000E+00     0.12132E-01   0.16303E-02  0.00000E+00
 0.43600E+02     0.63108E-02       0.00000E+00     0.12147E-01   0.16350E-02  0.00000E+00
 0.43700E+02     0.63041E-02       0.00000E+00     0.12162E-01   0.16396E-02  0.00000E+00
 0.43800E+02     0.62980E-02       0.00000E+00     0.12177E-01   0.16443E-02  0.00000E+00
 0.43900E+02     0.62917E-02       0.00000E+00     0.12192E-01   0.16489E-02  0.00000E+00
 0.44000E+02     0.62854E-02       0.00000E+00     0.12207E-01   0.16536E-02  0.00000E+00
 0.44100E+02     0.62789E-02       0.00000E+00     0.12221E-01   0.16583E-02  0.00000E+00
 0.44200E+02     0.62723E-02       0.00000E+00     0.12235E-01   0.16629E-02  0.00000E+00
 0.44300E+02     0.62666E-02       0.00000E+00     0.12249E-01   0.16676E-02  0.00000E+00
 0.44400E+02     0.62608E-02       0.00000E+00     0.12262E-01   0.16721E-02  0.00000E+00
 0.44500E+02     0.62549E-02       0.00000E+00     0.12276E-01   0.16767E-02  0.00000E+00
 0.44600E+02     0.62489E-02       0.00000E+00     0.12296E-01   0.16812E-02  0.00000E+00
 0.44700E+02     0.62429E-02       0.00000E+00     0.12316E-01   0.16858E-02  0.00000E+00
 0.44800E+02     0.62369E-02       0.00000E+00     0.12336E-01   0.16904E-02  0.00000E+00
 0.44900E+02     0.62310E-02       0.00000E+00     0.12355E-01   0.16950E-02  0.00000E+00
 0.45000E+02     0.62250E-02       0.00000E+00     0.12374E-01   0.16995E-02  0.00000E+00
 0.45100E+02     0.62190E-02       0.00000E+00     0.12392E-01   0.17041E-02  0.00000E+00
 0.45200E+02     0.62130E-02       0.00000E+00     0.12410E-01   0.17088E-02  0.00000E+00
 0.45300E+02     0.62068E-02       0.00000E+00     0.12428E-01   0.17134E-02  0.00000E+00
 0.45400E+02     0.62005E-02       0.00000E+00     0.12446E-01   0.17180E-02  0.00000E+00
 0.45500E+02     0.61939E-02       0.00000E+00     0.12463E-01   0.17226E-02  0.00000E+00
 0.45600E+02     0.61884E-02       0.00000E+00     0.12480E-01   0.17273E-02  0.00000E+00
 0.45700E+02     0.61828E-02       0.00000E+00     0.12497E-01   0.17318E-02  0.00000E+00
 0.45800E+02     0.61770E-02       0.00000E+00     0.12513E-01   0.17363E-02  0.00000E+00
 0.45900E+02     0.61712E-02       0.00000E+00     0.12529E-01   0.17408E-02  0.00000E+00
 0.46000E+02     0.61651E-02       0.00000E+00     0.12545E-01   0.17453E-02  0.00000E+00
 0.46100E+02     0.61598E-02       0.00000E+00     0.12561E-01   0.17499E-02  0.00000E+00
 0.46200E+02     0.61544E-02       0.00000E+00     0.12576E-01   0.17544E-02  0.00000E+00
 0.46300E+02     0.61488E-02       0.00000E+00     0.12591E-01   0.17589E-02  0.00000E+00
 0.46400E+02     0.61432E-02       0.00000E+00     0.12606E-01   0.17634E-02  0.00000E+00
 0.46500E+02     0.61374E-02       0.00000E+00     0.12621E-01   0.17680E-02  0.00000E+00
 0.46600E+02     0.61315E-02       0.00000E+00     0.12635E-01   0.17726E-02  0.00000E+00
 0.46700E+02     0.61257E-02       0.00000E+00     0.12649E-01   0.17771E-02  0.00000E+00
 0.46800E+02     0.61196E-02       0.00000E+00     0.12663E-01   0.17817E-02  0.00000E+00
 0.46900E+02     0.61138E-02       0.00000E+00     0.12677E-01   0.17863E-02  0.00000E+00
 0.47000E+02     0.61083E-02       0.00000E+00     0.12690E-01   0.17909E-02  0.00000E+00
 0.47100E+02     0.61027E-02       0.00000E+00     0.12704E-01   0.17954E-02  0.00000E+00
 0.47200E+02     0.60969E-02       0.00000E+00     0.12717E-01   0.17999E-02  0.00000E+00
 0.47300E+02     0.60910E-02       0.00000E+00     0.12732E-01   0.18043E-02  0.00000E+00
 0.47400E+02     0.60848E-02       0.00000E+00     0.12752E-01   0.18088E-02  0.00000E+00
 0.47500E+02     0.60797E-02       0.00000E+00     0.12771E-01   0.18132E-02  0.00000E+00
 0.47600E+02     0.60746E-02       0.00000E+00     0.12790E-01   0.18177E-02  0.00000E+00
 0.47700E+02     0.60693E-02       0.00000E+00     0.12809E-01   0.18222E-02  0.00000E+00
 0.47800E+02     0.60639E-02       0.00000E+00     0.12828E-01   0.18267E-02  0.00000E+00
 0.47900E+02     0.60584E-02       0.00000E+00     0.12846E-01   0.18312E-02  0.00000E+00
 0.48000E+02     0.60532E-02       0.00000E+00     0.12863E-01   0.18357E-02  0.00000E+00
 0.48100E+02     0.60478E-02       0.00000E+00     0.12881E-01   0.18402E-02  0.00000E+00
 0.48200E+02     0.60424E-02       0.00000E+00     0.12898E-01   0.18447E-02  0.00000E+00
 0.48300E+02     0.60368E-02       0.00000E+00     0.12915E-01   0.18493E-02  0.00000E+00
 0.48400E+02     0.60313E-02       0.00000E+00     0.12932E-01   0.18538E-02  0.00000E+00
 0.48500E+02     0.60258E-02       0.00000E+00     0.12948E-01   0.18584E-02  0.00000E+00
 0.48600E+02     0.60202E-02       0.00000E+00     0.12964E-01   0.18628E-02  0.00000E+00
 0.48700E+02     0.60144E-02       0.00000E+00     0.12980E-01   0.18672E-02  0.00000E+00
 0.48800E+02     0.60085E-02       0.00000E+00     0.12996E-01   0.18716E-02  0.00000E+00
 0.48900E+02     0.60035E-02       0.00000E+00     0.13011E-01   0.18760E-02  0.00000E+00
 0.49000E+02     0.59985E-02       0.00000E+00     0.13026E-01   0.18805E-02  0.00000E+00
 0.49100E+02     0.59933E-02       0.00000E+00     0.13041E-01   0.18849E-02  0.00000E+00
 0.49200E+02     0.59881E-02       0.00000E+00     0.13055E-01   0.18893E-02  0.00000E+00
 0.49300E+02     0.59826E-02       0.00000E+00     0.13070E-01   0.18938E-02  0.00000E+00
 0.49400E+02     0.59771E-02       0.00000E+00     0.13084E-01   0.18982E-02  0.00000E+00
 0.49500E+02     0.59723E-02       0.00000E+00     0.13098E-01   0.19027E-02  0.00000E+00
 0.49600E+02     0.59674E-02       0.00000E+00     0.13112E-01   0.19071E-02  0.00000E+00
 0.49700E+02     0.59624E-02       0.00000E+00     0.13126E-01   0.19116E-02  0.00000E+00
 0.49800E+02     0.59574E-02       0.00000E+00     0.13139E-01   0.19161E-02  0.00000E+00
 0.49900E+02     0.59521E-02       0.00000E+00     0.13152E-01   0.19206E-02  0.00000E+00
 0.50000E+02     0.59469E-02       0.00000E+00     0.13165E-01   0.19251E-02  0.00000E+00
 0.50100E+02     0.59415E-02       0.00000E+00     0.13178E-01   0.19296E-02  0.00000E+00
 0.50200E+02     0.59361E-02       0.00000E+00     0.13191E-01   0.19339E-02  0.00000E+00
 0.50300E+02     0.59309E-02       0.00000E+00     0.13209E-01   0.19383E-02  0.00000E+00
 0.50400E+02     0.59259E-02       0.00000E+00     0.13228E-01   0.19426E-02  0.00000E+00
 0.50500E+02     0.59209E-02       0.00000E+00     0.13247E-01   0.19470E-02  0.00000E+00
 0.50600E+02     0.59158E-02       0.00000E+00     0.13265E-01   0.19514E-02  0.00000E+00
 0.50700E+02     0.59103E-02       0.00000E+00     0.13284E-01   0.19557E-02  0.00000E+00
 0.50800E+02     0.59047E-02       0.00000E+00     0.13302E-01   0.19601E-02  0.00000E+00
 0.50900E+02     0.58998E-02       0.00000E+00     0.13319E-01   0.19645E-02  0.00000E+00
 0.51000E+02     0.58952E-02       0.00000E+00     0.13337E-01   0.19689E-02  0.00000E+00
 0.51100E+02     0.58905E-02       0.00000E+00     0.13354E-01   0.19733E-02  0.00000E+00
 0.51200E+02     0.58857E-02       0.00000E+00     0.13370E-01   0.19777E-02  0.00000E+00
 0.51300E+02     0.58809E-02       0.00000E+00     0.13387E-01   0.19821E-02  0.00000E+00
 0.51400E+02     0.58759E-02       0.00000E+00     0.13403E-01   0.19866E-02  0.00000E+00
 0.51500E+02     0.58712E-02       0.00000E+00     0.13419E-01   0.19910E-02  0.00000E+00
 0.51600E+02     0.58664E-02       0.00000E+00     0.13435E-01   0.19955E-02  0.00000E+00
 0.51700E+02     0.58615E-02       0.00000E+00     0.13451E-01   0.19999E-02  0.00000E+00
 0.51800E+02     0.58566E-02       0.00000E+00     0.13466E-01   0.20043E-02  0.00000E+00
 0.51900E+02     0.58518E-02       0.00000E+00     0.13481E-01   0.20086E-02  0.00000E+00
 0.52000E+02     0.58469E-02       0.00000E+00     0.13496E-01   0.20129E-02  0.00000E+00
 0.52100E+02     0.58420E-02       0.00000E+00     0.13510E-01   0.20172E-02  0.00000E+00
 0.52200E+02     0.58368E-02       0.00000E+00     0.13525E-01   0.20215E-02  0.00000E+00
 0.52300E+02     0.58314E-02       0.00000E+00     0.13539E-01   0.20258E-02  0.00000E+00
 0.52400E+02     0.58265E-02       0.00000E+00     0.13553E-01   0.20302E-02  0.00000E+00
 0.52500E+02     0.58220E-02       0.00000E+00     0.13567E-01   0.20345E-02  0.00000E+00
 0.52600E+02     0.58173E-02       0.00000E+00     0.13580E-01   0.20388E-02  0.00000E+00
 0.52700E+02     0.58127E-02       0.00000E+00     0.13594E-01   0.20432E-02  0.00000E+00
 0.52800E+02     0.58078E-02       0.00000E+00     0.13607E-01   0.20475E-02  0.00000E+00
 0.52900E+02     0.58029E-02       0.00000E+00     0.13620E-01   0.20519E-02  0.00000E+00
 0.53000E+02     0.57979E-02       0.00000E+00     0.13633E-01   0.20563E-02  0.00000E+00
 0.53100E+02     0.57936E-02       0.00000E+00     0.13646E-01   0.20607E-02  0.00000E+00
 0.53200E+02     0.57892E-02       0.00000E+00     0.13658E-01   0.20651E-02  0.00000E+00
 0.53300E+02     0.57847E-02       0.00000E+00     0.13671E-01   0.20695E-02  0.00000E+00
 0.53400E+02     0.57802E-02       0.00000E+00     0.13686E-01   0.20739E-02  0.00000E+00
 0.53500E+02     0.57755E-02       0.00000E+00     0.13705E-01   0.20782E-02  0.00000E+00
 0.53600E+02     0.57710E-02       0.00000E+00     0.13723E-01   0.20825E-02  0.00000E+00
 0.53700E+02     0.57662E-02       0.00000E+00     0.13742E-01   0.20867E-02  0.00000E+00
 0.53800E+02     0.57614E-02       0.00000E+00     0.13759E-01   0.20910E-02  0.00000E+00
 0.53900E+02     0.57565E-02       0.00000E+00     0.13777E-01   0.20952E-02  0.00000E+00
 0.54000E+02     0.57520E-02       0.00000E+00     0.13794E-01   0.20995E-02  0.00000E+00
 0.54100E+02     0.57475E-02       0.00000E+00     0.13812E-01   0.21038E-02  0.00000E+00
 0.54200E+02     0.57429E-02       0.00000E+00     0.13829E-01   0.21081E-02  0.00000E+00
 0.54300E+02     0.57382E-02       0.00000E+00     0.13845E-01   0.21123E-02  0.00000E+00
 0.54400E+02     0.57332E-02       0.00000E+00     0.13862E-01   0.21166E-02  0.00000E+00
 0.54500E+02     0.57283E-02       0.00000E+00     0.13878E-01   0.21209E-02  0.00000E+00
 0.54600E+02     0.57233E-02       0.00000E+00     0.13893E-01   0.21252E-02  0.00000E+00
 0.54700E+02     0.57192E-02       0.00000E+00     0.13909E-01   0.21296E-02  0.00000E+00
 0.54800E+02     0.57150E-02       0.00000E+00     0.13924E-01   0.21339E-02  0.00000E+00
 0.54900E+02     0.57107E-02       0.00000E+00     0.13940E-01   0.21382E-02  0.00000E+00
 0.55000E+02     0.57064E-02       0.00000E+00     0.13955E-01   0.21426E-02  0.00000E+00
 0.55100E+02     0.57020E-02       0.00000E+00     0.13969E-01   0.21469E-02  0.00000E+00
 0.55200E+02     0.56975E-02       0.00000E+00     0.13984E-01   0.21513E-02  0.00000E+00
 0.55300E+02     0.56932E-02       0.00000E+00     0.13998E-01   0.21556E-02  0.00000E+00
 0.55400E+02     0.56889E-02       0.00000E+00     0.14013E-01   0.21598E-02  0.00000E+00
 0.55500E+02     0.56845E-02       0.00000E+00     0.14026E-01   0.21640E-02  0.00000E+00
 0.55600E+02     0.56801E-02       0.00000E+00     0.14040E-01   0.21682E-02  0.00000E+00
 0.55700E+02     0.56758E-02       0.00000E+00     0.14054E-01   0.21724E-02  0.00000E+00
 0.55800E+02     0.56714E-02       0.00000E+00     0.14067E-01   0.21766E-02  0.00000E+00
 0.55900E+02     0.56668E-02       0.00000E+00     0.14080E-01   0.21808E-02  0.00000E+00
 0.56000E+02     0.56621E-02       0.00000E+00     0.14093E-01   0.21850E-02  0.00000E+00
 0.56100E+02     0.56573E-02       0.00000E+00     0.14106E-01   0.21893E-02  0.00000E+00
 0.56200E+02     0.56524E-02       0.00000E+00     0.14119E-01   0.21935E-02  0.00000E+00
 0.56300E+02     0.56485E-02       0.00000E+00     0.14132E-01   0.21978E-02  0.00000E+00
 0.56400E+02     0.56444E-02       0.00000E+00     0.14144E-01   0.22020E-02  0.00000E+00
 0.56500E+02     0.56401E-02       0.00000E+00     0.14156E-01   0.22063E-02  0.00000E+00
 0.56600E+02     0.56358E-02       0.00000E+00     0.14168E-01   0.22106E-02  0.00000E+00
