   time (s)   m_dot_g (kg/m2/s)  m_dot_c (kg/m2/s)  Virgin 98%     Char 2%    recession (m) 
 0.34000E+01     0.17648E-01       0.00000E+00     0.24329E-02   0.00000E+00  0.00000E+00
 0.35000E+01     0.17463E-01       0.00000E+00     0.24805E-02   0.00000E+00  0.00000E+00
 0.36000E+01     0.17282E-01       0.00000E+00     0.25300E-02   0.00000E+00  0.00000E+00
 0.37000E+01     0.17108E-01       0.00000E+00     0.25757E-02   0.00000E+00  0.00000E+00
 0.38000E+01     0.16938E-01       0.00000E+00     0.26245E-02   0.00000E+00  0.00000E+00
 0.39000E+01     0.16775E-01       0.00000E+00     0.26693E-02   0.00000E+00  0.00000E+00
 0.40000E+01     0.16619E-01       0.00000E+00     0.27168E-02   0.00000E+00  0.00000E+00
 0.41000E+01     0.16463E-01       0.00000E+00     0.27614E-02   0.00000E+00  0.00000E+00
 0.42000E+01     0.16308E-01       0.00000E+00     0.28066E-02   0.00000E+00  0.00000E+00
 0.43000E+01     0.16160E-01       0.00000E+00     0.28519E-02   0.00000E+00  0.00000E+00
 0.44000E+01     0.16019E-01       0.00000E+00     0.28937E-02   0.00000E+00  0.00000E+00
 0.45000E+01     0.15883E-01       0.00000E+00     0.29403E-02   0.00000E+00  0.00000E+00
 0.46000E+01     0.15751E-01       0.00000E+00     0.29811E-02   0.00000E+00  0.00000E+00
 0.47000E+01     0.15620E-01       0.00000E+00     0.30260E-02   0.00000E+00  0.00000E+00
 0.48000E+01     0.15493E-01       0.00000E+00     0.30687E-02   0.00000E+00  0.00000E+00
 0.49000E+01     0.15368E-01       0.00000E+00     0.31079E-02   0.00000E+00  0.00000E+00
 0.50000E+01     0.15246E-01       0.00000E+00     0.31534E-02   0.00000E+00  0.00000E+00
 0.51000E+01     0.15127E-01       0.00000E+00     0.31936E-02   0.00000E+00  0.00000E+00
 0.52000E+01     0.15012E-01       0.00000E+00     0.32338E-02   0.00000E+00  0.00000E+00
 0.53000E+01     0.14901E-01       0.00000E+00     0.32772E-02   0.00000E+00  0.00000E+00
 0.54000E+01     0.14792E-01       0.00000E+00     0.33159E-02   0.00000E+00  0.00000E+00
 0.55000E+01     0.14686E-01       0.00000E+00     0.33557E-02   0.00000E+00  0.00000E+00
 0.56000E+01     0.14582E-01       0.00000E+00     0.33981E-02   0.00000E+00  0.00000E+00
 0.57000E+01     0.14482E-01       0.00000E+00     0.34360E-02   0.00000E+00  0.00000E+00
 0.58000E+01     0.14381E-01       0.00000E+00     0.34739E-02   0.00000E+00  0.00000E+00
 0.59000E+01     0.14287E-01       0.00000E+00     0.35162E-02   0.00000E+00  0.00000E+00
 0.60000E+01     0.14191E-01       0.00000E+00     0.35541E-02   0.00000E+00  0.00000E+00
 0.61000E+01     0.14100E-01       0.00000E+00     0.35885E-02   0.00000E+00  0.00000E+00
 0.62000E+01     0.14010E-01       0.00000E+00     0.36313E-02   0.00000E+00  0.00000E+00
 0.63000E+01     0.13920E-01       0.00000E+00     0.36699E-02   0.00000E+00  0.00000E+00
 0.64000E+01     0.13838E-01       0.00000E+00     0.37049E-02   0.00000E+00  0.00000E+00
 0.65000E+01     0.13751E-01       0.00000E+00     0.37428E-02   0.00000E+00  0.00000E+00
 0.66000E+01     0.13666E-01       0.00000E+00     0.37828E-02   0.00000E+00  0.00000E+00
 0.67000E+01     0.13584E-01       0.00000E+00     0.38191E-02   0.00000E+00  0.00000E+00
 0.68000E+01     0.13504E-01       0.00000E+00     0.38522E-02   0.00000E+00  0.00000E+00
 0.69000E+01     0.13425E-01       0.00000E+00     0.38916E-02   0.00000E+00  0.00000E+00
 0.70000E+01     0.13345E-01       0.00000E+00     0.39299E-02   0.00000E+00  0.00000E+00
 0.71000E+01     0.13270E-01       0.00000E+00     0.39648E-02   0.00000E+00  0.00000E+00
 0.72000E+01     0.13193E-01       0.00000E+00     0.39968E-02   0.00000E+00  0.00000E+00
 0.73000E+01     0.13120E-01       0.00000E+00     0.40360E-02   0.00000E+00  0.00000E+00
 0.74000E+01     0.13046E-01       0.00000E+00     0.40734E-02   0.00000E+00  0.00000E+00
 0.75000E+01     0.12976E-01       0.00000E+00     0.41077E-02   0.00000E+00  0.00000E+00
 0.76000E+01     0.12893E-01       0.00000E+00     0.41393E-02   0.00000E+00  0.00000E+00
 0.77000E+01     0.12823E-01       0.00000E+00     0.41761E-02   0.00000E+00  0.00000E+00
 0.78000E+01     0.12745E-01       0.00000E+00     0.42135E-02   0.00000E+00  0.00000E+00
 0.79000E+01     0.12663E-01       0.00000E+00     0.42479E-02   0.00000E+00  0.00000E+00
 0.80000E+01     0.12592E-01       0.00000E+00     0.42796E-02   0.00000E+00  0.00000E+00
 0.81000E+01     0.12517E-01       0.00000E+00     0.43116E-02   0.00000E+00  0.00000E+00
 0.82000E+01     0.12444E-01       0.00000E+00     0.43497E-02   0.00000E+00  0.00000E+00
 0.83000E+01     0.12377E-01       0.00000E+00     0.43848E-02   0.00000E+00  0.00000E+00
 0.84000E+01     0.12308E-01       0.00000E+00     0.44172E-02   0.00000E+00  0.00000E+00
 0.85000E+01     0.12244E-01       0.00000E+00     0.44474E-02   0.00000E+00  0.00000E+00
 0.86000E+01     0.12181E-01       0.00000E+00     0.44810E-02   0.00000E+00  0.00000E+00
 0.87000E+01     0.12117E-01       0.00000E+00     0.45175E-02   0.00000E+00  0.00000E+00
 0.88000E+01     0.12061E-01       0.00000E+00     0.45513E-02   0.00000E+00  0.00000E+00
 0.89000E+01     0.12004E-01       0.00000E+00     0.45827E-02   0.00000E+00  0.00000E+00
 0.90000E+01     0.11944E-01       0.00000E+00     0.46120E-02   0.00000E+00  0.00000E+00
 0.91000E+01     0.11893E-01       0.00000E+00     0.46447E-02   0.00000E+00  0.00000E+00
 0.92000E+01     0.11838E-01       0.00000E+00     0.46805E-02   0.00000E+00  0.00000E+00
 0.93000E+01     0.11782E-01       0.00000E+00     0.47138E-02   0.00000E+00  0.00000E+00
 0.94000E+01     0.11732E-01       0.00000E+00     0.47449E-02   0.00000E+00  0.00000E+00
 0.95000E+01     0.11681E-01       0.00000E+00     0.47739E-02   0.00000E+00  0.00000E+00
 0.96000E+01     0.11628E-01       0.00000E+00     0.48028E-02   0.00000E+00  0.00000E+00
 0.97000E+01     0.11583E-01       0.00000E+00     0.48388E-02   0.00000E+00  0.00000E+00
 0.98000E+01     0.11534E-01       0.00000E+00     0.48723E-02   0.00000E+00  0.00000E+00
 0.99000E+01     0.11484E-01       0.00000E+00     0.49036E-02   0.00000E+00  0.00000E+00
 0.10000E+02     0.11440E-01       0.00000E+00     0.49330E-02   0.00000E+00  0.00000E+00
 0.10100E+02     0.11394E-01       0.00000E+00     0.49605E-02   0.00000E+00  0.00000E+00
 0.10200E+02     0.11346E-01       0.00000E+00     0.49917E-02   0.00000E+00  0.00000E+00
 0.10300E+02     0.11301E-01       0.00000E+00     0.50262E-02   0.00000E+00  0.00000E+00
 0.10400E+02     0.11259E-01       0.00000E+00     0.50584E-02   0.00000E+00  0.00000E+00
 0.10500E+02     0.11214E-01       0.00000E+00     0.50887E-02   0.00000E+00  0.00000E+00
 0.10600E+02     0.11168E-01       0.00000E+00     0.51171E-02   0.00000E+00  0.00000E+00
 0.10700E+02     0.11131E-01       0.00000E+00     0.51439E-02   0.00000E+00  0.00000E+00
 0.10800E+02     0.11089E-01       0.00000E+00     0.51741E-02   0.00000E+00  0.00000E+00
 0.10900E+02     0.11045E-01       0.00000E+00     0.52080E-02   0.00000E+00  0.00000E+00
 0.11000E+02     0.11005E-01       0.00000E+00     0.52397E-02   0.00000E+00  0.00000E+00
 0.11100E+02     0.10967E-01       0.00000E+00     0.52696E-02   0.00000E+00  0.00000E+00
 0.11200E+02     0.10926E-01       0.00000E+00     0.52977E-02   0.00000E+00  0.00000E+00
 0.11300E+02     0.10884E-01       0.00000E+00     0.53243E-02   0.00000E+00  0.00000E+00
 0.11400E+02     0.10847E-01       0.00000E+00     0.53503E-02   0.00000E+00  0.00000E+00
 0.11500E+02     0.10811E-01       0.00000E+00     0.53843E-02   0.00000E+00  0.00000E+00
 0.11600E+02     0.10772E-01       0.00000E+00     0.54162E-02   0.00000E+00  0.00000E+00
 0.11700E+02     0.10734E-01       0.00000E+00     0.54463E-02   0.00000E+00  0.00000E+00
 0.11800E+02     0.10700E-01       0.00000E+00     0.54748E-02   0.00000E+00  0.00000E+00
 0.11900E+02     0.10665E-01       0.00000E+00     0.55017E-02   0.00000E+00  0.00000E+00
 0.12000E+02     0.10627E-01       0.00000E+00     0.55272E-02   0.00000E+00  0.00000E+00
 0.12100E+02     0.10591E-01       0.00000E+00     0.55543E-02   0.00000E+00  0.00000E+00
 0.12200E+02     0.10560E-01       0.00000E+00     0.55872E-02   0.00000E+00  0.00000E+00
 0.12300E+02     0.10524E-01       0.00000E+00     0.56182E-02   0.00000E+00  0.00000E+00
 0.12400E+02     0.10488E-01       0.00000E+00     0.56475E-02   0.00000E+00  0.00000E+00
 0.12500E+02     0.10452E-01       0.00000E+00     0.56753E-02   0.00000E+00  0.00000E+00
 0.12600E+02     0.10422E-01       0.00000E+00     0.57017E-02   0.00000E+00  0.00000E+00
 0.12700E+02     0.10389E-01       0.00000E+00     0.57267E-02   0.00000E+00  0.00000E+00
 0.12800E+02     0.10354E-01       0.00000E+00     0.57511E-02   0.00000E+00  0.00000E+00
 0.12900E+02     0.10320E-01       0.00000E+00     0.57837E-02   0.00000E+00  0.00000E+00
 0.13000E+02     0.10290E-01       0.00000E+00     0.58146E-02   0.00000E+00  0.00000E+00
 0.13100E+02     0.10259E-01       0.00000E+00     0.58438E-02   0.00000E+00  0.00000E+00
 0.13200E+02     0.10227E-01       0.00000E+00     0.58715E-02   0.00000E+00  0.00000E+00
 0.13300E+02     0.10193E-01       0.00000E+00     0.58979E-02   0.00000E+00  0.00000E+00
 0.13400E+02     0.10164E-01       0.00000E+00     0.59230E-02   0.67606E-06  0.00000E+00
 0.13500E+02     0.10135E-01       0.00000E+00     0.59469E-02   0.67540E-05  0.00000E+00
 0.13600E+02     0.10104E-01       0.00000E+00     0.59736E-02   0.13270E-04  0.00000E+00
 0.13700E+02     0.10072E-01       0.00000E+00     0.60050E-02   0.19786E-04  0.00000E+00
 0.13800E+02     0.10040E-01       0.00000E+00     0.60347E-02   0.26289E-04  0.00000E+00
 0.13900E+02     0.10013E-01       0.00000E+00     0.60630E-02   0.32783E-04  0.00000E+00
 0.14000E+02     0.99857E-02       0.00000E+00     0.60899E-02   0.39266E-04  0.00000E+00
 0.14100E+02     0.99559E-02       0.00000E+00     0.61156E-02   0.45739E-04  0.00000E+00
 0.14200E+02     0.99244E-02       0.00000E+00     0.61401E-02   0.52201E-04  0.00000E+00
 0.14300E+02     0.98954E-02       0.00000E+00     0.61635E-02   0.58654E-04  0.00000E+00
 0.14400E+02     0.98707E-02       0.00000E+00     0.61882E-02   0.65098E-04  0.00000E+00
 0.14500E+02     0.98429E-02       0.00000E+00     0.62191E-02   0.71527E-04  0.00000E+00
 0.14600E+02     0.98132E-02       0.00000E+00     0.62486E-02   0.77948E-04  0.00000E+00
 0.14700E+02     0.97830E-02       0.00000E+00     0.62766E-02   0.84360E-04  0.00000E+00
 0.14800E+02     0.97573E-02       0.00000E+00     0.63033E-02   0.90762E-04  0.00000E+00
 0.14900E+02     0.97327E-02       0.00000E+00     0.63289E-02   0.97151E-04  0.00000E+00
 0.15000E+02     0.97065E-02       0.00000E+00     0.63533E-02   0.10353E-03  0.00000E+00
 0.15100E+02     0.96787E-02       0.00000E+00     0.63767E-02   0.10990E-03  0.00000E+00
 0.15200E+02     0.96495E-02       0.00000E+00     0.63990E-02   0.11626E-03  0.00000E+00
 0.15300E+02     0.96250E-02       0.00000E+00     0.64261E-02   0.12261E-03  0.00000E+00
 0.15400E+02     0.96022E-02       0.00000E+00     0.64559E-02   0.12895E-03  0.00000E+00
 0.15500E+02     0.95767E-02       0.00000E+00     0.64843E-02   0.13529E-03  0.00000E+00
 0.15600E+02     0.95496E-02       0.00000E+00     0.65115E-02   0.14161E-03  0.00000E+00
 0.15700E+02     0.95220E-02       0.00000E+00     0.65374E-02   0.14792E-03  0.00000E+00
 0.15800E+02     0.94987E-02       0.00000E+00     0.65623E-02   0.15422E-03  0.00000E+00
 0.15900E+02     0.94758E-02       0.00000E+00     0.65861E-02   0.16051E-03  0.00000E+00
 0.16000E+02     0.94528E-02       0.00000E+00     0.66089E-02   0.16680E-03  0.00000E+00
 0.16100E+02     0.94276E-02       0.00000E+00     0.66309E-02   0.17306E-03  0.00000E+00
 0.16200E+02     0.94018E-02       0.00000E+00     0.66555E-02   0.17932E-03  0.00000E+00
 0.16300E+02     0.93778E-02       0.00000E+00     0.66850E-02   0.18558E-03  0.00000E+00
 0.16400E+02     0.93577E-02       0.00000E+00     0.67132E-02   0.19182E-03  0.00000E+00
 0.16500E+02     0.93352E-02       0.00000E+00     0.67401E-02   0.19806E-03  0.00000E+00
 0.16600E+02     0.93115E-02       0.00000E+00     0.67659E-02   0.20427E-03  0.00000E+00
 0.16700E+02     0.92864E-02       0.00000E+00     0.67906E-02   0.21049E-03  0.00000E+00
 0.16800E+02     0.92626E-02       0.00000E+00     0.68144E-02   0.21670E-03  0.00000E+00
 0.16900E+02     0.92409E-02       0.00000E+00     0.68372E-02   0.22289E-03  0.00000E+00
 0.17000E+02     0.92202E-02       0.00000E+00     0.68592E-02   0.22907E-03  0.00000E+00
 0.17100E+02     0.91991E-02       0.00000E+00     0.68804E-02   0.23525E-03  0.00000E+00
 0.17200E+02     0.91764E-02       0.00000E+00     0.69062E-02   0.24141E-03  0.00000E+00
 0.17300E+02     0.91527E-02       0.00000E+00     0.69348E-02   0.24757E-03  0.00000E+00
 0.17400E+02     0.91308E-02       0.00000E+00     0.69622E-02   0.25373E-03  0.00000E+00
 0.17500E+02     0.91103E-02       0.00000E+00     0.69884E-02   0.25986E-03  0.00000E+00
 0.17600E+02     0.90908E-02       0.00000E+00     0.70136E-02   0.26600E-03  0.00000E+00
 0.17700E+02     0.90697E-02       0.00000E+00     0.70379E-02   0.27211E-03  0.00000E+00
 0.17800E+02     0.90476E-02       0.00000E+00     0.70612E-02   0.27823E-03  0.00000E+00
 0.17900E+02     0.90244E-02       0.00000E+00     0.70836E-02   0.28432E-03  0.00000E+00
 0.18000E+02     0.90031E-02       0.00000E+00     0.71052E-02   0.29042E-03  0.00000E+00
 0.18100E+02     0.89849E-02       0.00000E+00     0.71261E-02   0.29650E-03  0.00000E+00
 0.18200E+02     0.89662E-02       0.00000E+00     0.71479E-02   0.30257E-03  0.00000E+00
 0.18300E+02     0.89466E-02       0.00000E+00     0.71764E-02   0.30864E-03  0.00000E+00
 0.18400E+02     0.89256E-02       0.00000E+00     0.72037E-02   0.31471E-03  0.00000E+00
 0.18500E+02     0.89039E-02       0.00000E+00     0.72299E-02   0.32074E-03  0.00000E+00
 0.18600E+02     0.88839E-02       0.00000E+00     0.72552E-02   0.32679E-03  0.00000E+00
 0.18700E+02     0.88652E-02       0.00000E+00     0.72794E-02   0.33281E-03  0.00000E+00
 0.18800E+02     0.88474E-02       0.00000E+00     0.73028E-02   0.33886E-03  0.00000E+00
 0.18900E+02     0.88282E-02       0.00000E+00     0.73253E-02   0.34485E-03  0.00000E+00
 0.19000E+02     0.88081E-02       0.00000E+00     0.73470E-02   0.35087E-03  0.00000E+00
 0.19100E+02     0.87870E-02       0.00000E+00     0.73680E-02   0.35685E-03  0.00000E+00
 0.19200E+02     0.87677E-02       0.00000E+00     0.73883E-02   0.36284E-03  0.00000E+00
 0.19300E+02     0.87497E-02       0.00000E+00     0.74092E-02   0.36883E-03  0.00000E+00
 0.19400E+02     0.87324E-02       0.00000E+00     0.74371E-02   0.37479E-03  0.00000E+00
 0.19500E+02     0.87150E-02       0.00000E+00     0.74639E-02   0.38077E-03  0.00000E+00
 0.19600E+02     0.86969E-02       0.00000E+00     0.74897E-02   0.38671E-03  0.00000E+00
 0.19700E+02     0.86773E-02       0.00000E+00     0.75146E-02   0.39265E-03  0.00000E+00
 0.19800E+02     0.86573E-02       0.00000E+00     0.75386E-02   0.39860E-03  0.00000E+00
 0.19900E+02     0.86389E-02       0.00000E+00     0.75617E-02   0.40451E-03  0.00000E+00
 0.20000E+02     0.86217E-02       0.00000E+00     0.75840E-02   0.41044E-03  0.00000E+00
 0.20100E+02     0.86056E-02       0.00000E+00     0.76056E-02   0.41635E-03  0.00000E+00
 0.20200E+02     0.85884E-02       0.00000E+00     0.76264E-02   0.42225E-03  0.00000E+00
 0.20300E+02     0.85703E-02       0.00000E+00     0.76466E-02   0.42816E-03  0.00000E+00
 0.20400E+02     0.85517E-02       0.00000E+00     0.76661E-02   0.43404E-03  0.00000E+00
 0.20500E+02     0.85323E-02       0.00000E+00     0.76886E-02   0.43991E-03  0.00000E+00
 0.20600E+02     0.85153E-02       0.00000E+00     0.77156E-02   0.44581E-03  0.00000E+00
 0.20700E+02     0.84999E-02       0.00000E+00     0.77416E-02   0.45165E-03  0.00000E+00
 0.20800E+02     0.84838E-02       0.00000E+00     0.77667E-02   0.45750E-03  0.00000E+00
 0.20900E+02     0.84676E-02       0.00000E+00     0.77910E-02   0.46337E-03  0.00000E+00
 0.21000E+02     0.84509E-02       0.00000E+00     0.78144E-02   0.46919E-03  0.00000E+00
 0.21100E+02     0.84330E-02       0.00000E+00     0.78370E-02   0.47502E-03  0.00000E+00
 0.21200E+02     0.84154E-02       0.00000E+00     0.78589E-02   0.48087E-03  0.00000E+00
 0.21300E+02     0.83986E-02       0.00000E+00     0.78800E-02   0.48667E-03  0.00000E+00
 0.21400E+02     0.83829E-02       0.00000E+00     0.79005E-02   0.49247E-03  0.00000E+00
 0.21500E+02     0.85625E-02       0.00000E+00     0.79204E-02   0.49829E-03  0.00000E+00
 0.21600E+02     0.85484E-02       0.00000E+00     0.79397E-02   0.50409E-03  0.00000E+00
 0.21700E+02     0.85333E-02       0.00000E+00     0.79584E-02   0.50985E-03  0.00000E+00
 0.21800E+02     0.85173E-02       0.00000E+00     0.79844E-02   0.51564E-03  0.00000E+00
 0.21900E+02     0.85004E-02       0.00000E+00     0.80104E-02   0.52144E-03  0.00000E+00
 0.22000E+02     0.84828E-02       0.00000E+00     0.80354E-02   0.52717E-03  0.00000E+00
 0.22100E+02     0.84662E-02       0.00000E+00     0.80597E-02   0.53292E-03  0.00000E+00
 0.22200E+02     0.84502E-02       0.00000E+00     0.80831E-02   0.53869E-03  0.00000E+00
 0.22300E+02     0.84362E-02       0.00000E+00     0.81058E-02   0.54444E-03  0.00000E+00
 0.22400E+02     0.84214E-02       0.00000E+00     0.81278E-02   0.55015E-03  0.00000E+00
 0.22500E+02     0.84065E-02       0.00000E+00     0.81491E-02   0.55588E-03  0.00000E+00
 0.22600E+02     0.83909E-02       0.00000E+00     0.81697E-02   0.56162E-03  0.00000E+00
 0.22700E+02     0.83741E-02       0.00000E+00     0.81898E-02   0.56732E-03  0.00000E+00
 0.22800E+02     0.83578E-02       0.00000E+00     0.82092E-02   0.57301E-03  0.00000E+00
 0.22900E+02     0.83425E-02       0.00000E+00     0.82281E-02   0.57871E-03  0.00000E+00
 0.23000E+02     0.83279E-02       0.00000E+00     0.82465E-02   0.58443E-03  0.00000E+00
 0.23100E+02     0.83144E-02       0.00000E+00     0.82698E-02   0.59009E-03  0.00000E+00
 0.23200E+02     0.83002E-02       0.00000E+00     0.82955E-02   0.59575E-03  0.00000E+00
 0.23300E+02     0.82853E-02       0.00000E+00     0.83204E-02   0.60143E-03  0.00000E+00
 0.23400E+02     0.82696E-02       0.00000E+00     0.83444E-02   0.60712E-03  0.00000E+00
 0.23500E+02     0.82531E-02       0.00000E+00     0.83677E-02   0.61274E-03  0.00000E+00
 0.23600E+02     0.82378E-02       0.00000E+00     0.83903E-02   0.61837E-03  0.00000E+00
 0.23700E+02     0.82229E-02       0.00000E+00     0.84122E-02   0.62402E-03  0.00000E+00
 0.23800E+02     0.82099E-02       0.00000E+00     0.84334E-02   0.62968E-03  0.00000E+00
 0.23900E+02     0.81961E-02       0.00000E+00     0.84540E-02   0.63529E-03  0.00000E+00
 0.24000E+02     0.81825E-02       0.00000E+00     0.84740E-02   0.64089E-03  0.00000E+00
 0.24100E+02     0.81683E-02       0.00000E+00     0.84935E-02   0.64650E-03  0.00000E+00
 0.24200E+02     0.81531E-02       0.00000E+00     0.85124E-02   0.65212E-03  0.00000E+00
 0.24300E+02     0.81373E-02       0.00000E+00     0.85308E-02   0.65774E-03  0.00000E+00
 0.24400E+02     0.81221E-02       0.00000E+00     0.85486E-02   0.66329E-03  0.00000E+00
 0.24500E+02     0.81077E-02       0.00000E+00     0.85708E-02   0.66886E-03  0.00000E+00
 0.24600E+02     0.80942E-02       0.00000E+00     0.85961E-02   0.67445E-03  0.00000E+00
 0.24700E+02     0.80807E-02       0.00000E+00     0.86205E-02   0.68006E-03  0.00000E+00
 0.24800E+02     0.80678E-02       0.00000E+00     0.86442E-02   0.68560E-03  0.00000E+00
 0.24900E+02     0.80541E-02       0.00000E+00     0.86672E-02   0.69113E-03  0.00000E+00
 0.25000E+02     0.80398E-02       0.00000E+00     0.86895E-02   0.69667E-03  0.00000E+00
 0.25100E+02     0.80250E-02       0.00000E+00     0.87111E-02   0.70224E-03  0.00000E+00
 0.25200E+02     0.80099E-02       0.00000E+00     0.87321E-02   0.70781E-03  0.00000E+00
 0.25300E+02     0.79957E-02       0.00000E+00     0.87526E-02   0.71330E-03  0.00000E+00
 0.25400E+02     0.79820E-02       0.00000E+00     0.87724E-02   0.71880E-03  0.00000E+00
 0.25500E+02     0.79700E-02       0.00000E+00     0.87917E-02   0.72432E-03  0.00000E+00
 0.25600E+02     0.79574E-02       0.00000E+00     0.88105E-02   0.72985E-03  0.00000E+00
 0.25700E+02     0.79448E-02       0.00000E+00     0.88288E-02   0.73539E-03  0.00000E+00
 0.25800E+02     0.79317E-02       0.00000E+00     0.88467E-02   0.74084E-03  0.00000E+00
 0.25900E+02     0.79179E-02       0.00000E+00     0.88641E-02   0.74631E-03  0.00000E+00
 0.26000E+02     0.79034E-02       0.00000E+00     0.88860E-02   0.75179E-03  0.00000E+00
 0.26100E+02     0.78894E-02       0.00000E+00     0.89107E-02   0.75729E-03  0.00000E+00
 0.26200E+02     0.78764E-02       0.00000E+00     0.89346E-02   0.76280E-03  0.00000E+00
 0.26300E+02     0.78640E-02       0.00000E+00     0.89578E-02   0.76823E-03  0.00000E+00
 0.26400E+02     0.78513E-02       0.00000E+00     0.89804E-02   0.77366E-03  0.00000E+00
 0.26500E+02     0.78396E-02       0.00000E+00     0.90023E-02   0.77911E-03  0.00000E+00
 0.26600E+02     0.78275E-02       0.00000E+00     0.90236E-02   0.78457E-03  0.00000E+00
 0.26700E+02     0.78146E-02       0.00000E+00     0.90444E-02   0.79004E-03  0.00000E+00
 0.26800E+02     0.78014E-02       0.00000E+00     0.90645E-02   0.79547E-03  0.00000E+00
 0.26900E+02     0.77878E-02       0.00000E+00     0.90842E-02   0.80086E-03  0.00000E+00
 0.27000E+02     0.77749E-02       0.00000E+00     0.91033E-02   0.80626E-03  0.00000E+00
 0.27100E+02     0.77624E-02       0.00000E+00     0.91219E-02   0.81168E-03  0.00000E+00
 0.27200E+02     0.77497E-02       0.00000E+00     0.91401E-02   0.81711E-03  0.00000E+00
 0.27300E+02     0.77386E-02       0.00000E+00     0.91578E-02   0.82256E-03  0.00000E+00
 0.27400E+02     0.77271E-02       0.00000E+00     0.91750E-02   0.82792E-03  0.00000E+00
 0.27500E+02     0.77155E-02       0.00000E+00     0.91919E-02   0.83328E-03  0.00000E+00
 0.27600E+02     0.77035E-02       0.00000E+00     0.92140E-02   0.83865E-03  0.00000E+00
 0.27700E+02     0.76912E-02       0.00000E+00     0.92381E-02   0.84404E-03  0.00000E+00
 0.27800E+02     0.76783E-02       0.00000E+00     0.92615E-02   0.84944E-03  0.00000E+00
 0.27900E+02     0.76655E-02       0.00000E+00     0.92842E-02   0.85485E-03  0.00000E+00
 0.28000E+02     0.76527E-02       0.00000E+00     0.93063E-02   0.86016E-03  0.00000E+00
 0.28100E+02     0.76416E-02       0.00000E+00     0.93279E-02   0.86548E-03  0.00000E+00
 0.28200E+02     0.76302E-02       0.00000E+00     0.93488E-02   0.87082E-03  0.00000E+00
