air5
ChemNonEq1T
1 2 5 7 1
col(1) p
              1     1.46791e-47     2.18228e-24     4.18137e-10        0.539392        0.163782             500 
              2     4.61835e-23     1.45771e-11     1.19315e-05        0.269691       0.0818844            1000 
              3     6.27125e-15     2.48778e-07     0.000306158        0.179654       0.0544303            1500 
              4     6.94871e-11     3.04789e-05      0.00141171        0.134168       0.0401558            2000 
              5     1.78828e-08     0.000513997      0.00326207           0.106        0.030395            2500 
              6     6.98632e-07      0.00304814      0.00503009       0.0854414       0.0209264            3000 
              7     9.23213e-06      0.00859631      0.00527381       0.0686325       0.0101816            3500 
              8     6.29378e-05       0.0129024      0.00373047       0.0566466      0.00285659            4000 
              9     0.000280496       0.0135038       0.0021866       0.0490704      0.00062521            4500 
             10     0.000918404       0.0126634      0.00127983       0.0429398     0.000152768            5000 
