   time (s)      Tw (K)       T2 (K)       T3 (K)       T4 (K)       T5 (K)       T6 (K)       T7 (K)       T8 (K)       T9(K)
 0.34300E+02  0.15595E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12278E+04  0.69811E+03  0.45816E+03  0.31597E+03  0.30000E+03
 0.34400E+02  0.15595E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12322E+04  0.70013E+03  0.45924E+03  0.31617E+03  0.30000E+03
 0.34500E+02  0.15596E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12367E+04  0.70215E+03  0.46033E+03  0.31637E+03  0.30000E+03
 0.34600E+02  0.15597E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12412E+04  0.70417E+03  0.46143E+03  0.31657E+03  0.30000E+03
 0.34700E+02  0.15597E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12458E+04  0.70618E+03  0.46252E+03  0.31677E+03  0.30000E+03
 0.34800E+02  0.15598E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12503E+04  0.70820E+03  0.46362E+03  0.31697E+03  0.30000E+03
 0.34900E+02  0.15599E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12549E+04  0.71021E+03  0.46476E+03  0.31717E+03  0.30000E+03
 0.35000E+02  0.15599E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12595E+04  0.71224E+03  0.46591E+03  0.31737E+03  0.30000E+03
 0.35100E+02  0.15600E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12641E+04  0.71428E+03  0.46706E+03  0.31758E+03  0.30000E+03
 0.35200E+02  0.15601E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12688E+04  0.71633E+03  0.46822E+03  0.31779E+03  0.30000E+03
 0.35300E+02  0.15601E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12734E+04  0.71836E+03  0.46937E+03  0.31799E+03  0.30000E+03
 0.35400E+02  0.15602E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12781E+04  0.72040E+03  0.47053E+03  0.31820E+03  0.30000E+03
 0.35500E+02  0.15603E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12828E+04  0.72243E+03  0.47169E+03  0.31841E+03  0.30000E+03
 0.35600E+02  0.15603E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12876E+04  0.72447E+03  0.47285E+03  0.31862E+03  0.30000E+03
 0.35700E+02  0.15604E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12924E+04  0.72650E+03  0.47401E+03  0.31883E+03  0.30000E+03
 0.35800E+02  0.15605E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12972E+04  0.72853E+03  0.47517E+03  0.31905E+03  0.30000E+03
 0.35900E+02  0.15605E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13020E+04  0.73056E+03  0.47632E+03  0.31926E+03  0.30000E+03
 0.36000E+02  0.15606E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13068E+04  0.73259E+03  0.47748E+03  0.31948E+03  0.30000E+03
 0.36100E+02  0.15607E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13117E+04  0.73465E+03  0.47864E+03  0.31970E+03  0.30000E+03
 0.36200E+02  0.15607E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13166E+04  0.73671E+03  0.47980E+03  0.31992E+03  0.30000E+03
 0.36300E+02  0.15608E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13216E+04  0.73877E+03  0.48096E+03  0.32013E+03  0.30000E+03
 0.36400E+02  0.15608E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13265E+04  0.74082E+03  0.48213E+03  0.32036E+03  0.30000E+03
 0.36500E+02  0.15609E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13315E+04  0.74288E+03  0.48329E+03  0.32058E+03  0.30000E+03
 0.36600E+02  0.15610E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13365E+04  0.74493E+03  0.48446E+03  0.32080E+03  0.30000E+03
 0.36700E+02  0.15610E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13416E+04  0.74699E+03  0.48563E+03  0.32102E+03  0.30000E+03
 0.36800E+02  0.15611E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13467E+04  0.74904E+03  0.48680E+03  0.32125E+03  0.30000E+03
 0.36900E+02  0.15611E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13518E+04  0.75109E+03  0.48800E+03  0.32149E+03  0.30000E+03
 0.37000E+02  0.15612E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13569E+04  0.75315E+03  0.48922E+03  0.32174E+03  0.30000E+03
 0.37100E+02  0.15612E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13620E+04  0.75523E+03  0.49043E+03  0.32198E+03  0.30000E+03
 0.37200E+02  0.15613E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13672E+04  0.75731E+03  0.49165E+03  0.32222E+03  0.30000E+03
 0.37300E+02  0.15614E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13724E+04  0.75939E+03  0.49287E+03  0.32247E+03  0.30000E+03
 0.37400E+02  0.15614E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13776E+04  0.76146E+03  0.49408E+03  0.32271E+03  0.30000E+03
 0.37500E+02  0.15615E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13829E+04  0.76353E+03  0.49531E+03  0.32296E+03  0.30000E+03
 0.37600E+02  0.15615E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13882E+04  0.76561E+03  0.49653E+03  0.32321E+03  0.30000E+03
 0.37700E+02  0.15616E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13935E+04  0.76768E+03  0.49775E+03  0.32346E+03  0.30000E+03
 0.37800E+02  0.15616E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.13989E+04  0.76975E+03  0.49897E+03  0.32371E+03  0.30000E+03
 0.37900E+02  0.15617E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14042E+04  0.77183E+03  0.50020E+03  0.32396E+03  0.30000E+03
 0.38000E+02  0.15618E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14097E+04  0.77392E+03  0.50143E+03  0.32422E+03  0.30000E+03
 0.38100E+02  0.15618E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14151E+04  0.77602E+03  0.50266E+03  0.32447E+03  0.30000E+03
 0.38200E+02  0.15619E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14206E+04  0.77813E+03  0.50388E+03  0.32473E+03  0.30000E+03
 0.38300E+02  0.15619E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14261E+04  0.78023E+03  0.50511E+03  0.32499E+03  0.30000E+03
 0.38400E+02  0.15620E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14316E+04  0.78233E+03  0.50634E+03  0.32525E+03  0.30000E+03
 0.38500E+02  0.15620E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14371E+04  0.78442E+03  0.50757E+03  0.32550E+03  0.30000E+03
 0.38600E+02  0.15621E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14427E+04  0.78652E+03  0.50881E+03  0.32577E+03  0.30000E+03
 0.38700E+02  0.15621E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14483E+04  0.78861E+03  0.51004E+03  0.32603E+03  0.30000E+03
 0.38800E+02  0.15622E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14540E+04  0.79071E+03  0.51129E+03  0.32629E+03  0.30000E+03
 0.38900E+02  0.15622E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14596E+04  0.79285E+03  0.51257E+03  0.32656E+03  0.30000E+03
 0.39000E+02  0.15623E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14653E+04  0.79500E+03  0.51385E+03  0.32682E+03  0.30000E+03
 0.39100E+02  0.15624E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14711E+04  0.79714E+03  0.51513E+03  0.32709E+03  0.30000E+03
 0.39200E+02  0.15624E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14768E+04  0.79928E+03  0.51641E+03  0.32736E+03  0.30000E+03
 0.39300E+02  0.15625E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14827E+04  0.80143E+03  0.51769E+03  0.32763E+03  0.30000E+03
 0.39400E+02  0.15625E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14885E+04  0.80355E+03  0.51897E+03  0.32790E+03  0.30000E+03
 0.39500E+02  0.15626E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.14943E+04  0.80568E+03  0.52025E+03  0.32817E+03  0.30000E+03
 0.39600E+02  0.15626E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15002E+04  0.80780E+03  0.52153E+03  0.32844E+03  0.30000E+03
 0.39700E+02  0.15627E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15062E+04  0.80996E+03  0.52281E+03  0.32872E+03  0.30000E+03
 0.39800E+02  0.15627E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15121E+04  0.81214E+03  0.52409E+03  0.32899E+03  0.30000E+03
 0.39900E+02  0.15628E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15181E+04  0.81432E+03  0.52538E+03  0.32927E+03  0.30000E+03
 0.40000E+02  0.15628E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15241E+04  0.81651E+03  0.52666E+03  0.32955E+03  0.30000E+03
 0.40100E+02  0.15629E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15302E+04  0.81869E+03  0.52795E+03  0.32983E+03  0.30000E+03
 0.40200E+02  0.15629E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15363E+04  0.82088E+03  0.52923E+03  0.33011E+03  0.30000E+03
 0.40300E+02  0.15630E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15425E+04  0.82307E+03  0.53052E+03  0.33039E+03  0.30000E+03
 0.40400E+02  0.15630E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15486E+04  0.82525E+03  0.53181E+03  0.33067E+03  0.30000E+03
 0.40500E+02  0.15631E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15549E+04  0.82745E+03  0.53309E+03  0.33096E+03  0.30000E+03
 0.40600E+02  0.15631E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.15611E+04  0.82969E+03  0.53439E+03  0.33124E+03  0.30000E+03
 0.40700E+02  0.15632E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11910E-01  0.83194E+03  0.53573E+03  0.33153E+03  0.30000E+03
 0.40800E+02  0.15632E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.83419E+03  0.53706E+03  0.33182E+03  0.30000E+03
 0.40900E+02  0.15633E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.83642E+03  0.53840E+03  0.33210E+03  0.30000E+03
 0.41000E+02  0.15633E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.83867E+03  0.53973E+03  0.33239E+03  0.30000E+03
 0.41100E+02  0.15633E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.84091E+03  0.54107E+03  0.33269E+03  0.30000E+03
 0.41200E+02  0.15634E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.84316E+03  0.54241E+03  0.33298E+03  0.30000E+03
 0.41300E+02  0.15634E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.84543E+03  0.54375E+03  0.33327E+03  0.30000E+03
 0.41400E+02  0.15635E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.84775E+03  0.54507E+03  0.33356E+03  0.30000E+03
 0.41500E+02  0.15635E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.85004E+03  0.54640E+03  0.33386E+03  0.30000E+03
 0.41600E+02  0.15636E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.85235E+03  0.54773E+03  0.33417E+03  0.30000E+03
 0.41700E+02  0.15636E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.85467E+03  0.54907E+03  0.33449E+03  0.30000E+03
 0.41800E+02  0.15637E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.85698E+03  0.55040E+03  0.33481E+03  0.30000E+03
 0.41900E+02  0.15637E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.85930E+03  0.55174E+03  0.33512E+03  0.30000E+03
 0.42000E+02  0.15638E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.86162E+03  0.55307E+03  0.33544E+03  0.30000E+03
 0.42100E+02  0.15638E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.86400E+03  0.55441E+03  0.33576E+03  0.30000E+03
 0.42200E+02  0.15639E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.86638E+03  0.55575E+03  0.33608E+03  0.30000E+03
 0.42300E+02  0.15639E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.86877E+03  0.55709E+03  0.33640E+03  0.30000E+03
 0.42400E+02  0.15640E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.87117E+03  0.55848E+03  0.33673E+03  0.30000E+03
 0.42500E+02  0.15640E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.87356E+03  0.55987E+03  0.33705E+03  0.30000E+03
 0.42600E+02  0.15640E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.87595E+03  0.56125E+03  0.33738E+03  0.30000E+03
 0.42700E+02  0.15641E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.87835E+03  0.56264E+03  0.33770E+03  0.30000E+03
 0.42800E+02  0.15642E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.88082E+03  0.56402E+03  0.33803E+03  0.30000E+03
 0.42900E+02  0.15642E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.88330E+03  0.56540E+03  0.33836E+03  0.30000E+03
 0.43000E+02  0.15642E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.88579E+03  0.56678E+03  0.33869E+03  0.30000E+03
 0.43100E+02  0.15643E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.88826E+03  0.56817E+03  0.33903E+03  0.30000E+03
 0.43200E+02  0.15643E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.89074E+03  0.56956E+03  0.33936E+03  0.30000E+03
 0.43300E+02  0.15644E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.89322E+03  0.57096E+03  0.33969E+03  0.30000E+03
 0.43400E+02  0.15644E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.89570E+03  0.57235E+03  0.34003E+03  0.30000E+03
 0.43500E+02  0.15645E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.89826E+03  0.57375E+03  0.34037E+03  0.30000E+03
 0.43600E+02  0.15645E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90084E+03  0.57514E+03  0.34070E+03  0.30000E+03
 0.43700E+02  0.15645E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90340E+03  0.57654E+03  0.34104E+03  0.30000E+03
 0.43800E+02  0.15646E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90599E+03  0.57793E+03  0.34138E+03  0.30000E+03
 0.43900E+02  0.15646E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90856E+03  0.57933E+03  0.34172E+03  0.30000E+03
 0.44000E+02  0.15647E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.91113E+03  0.58076E+03  0.34206E+03  0.30000E+03
 0.44100E+02  0.15647E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.91373E+03  0.58221E+03  0.34241E+03  0.30000E+03
 0.44200E+02  0.15647E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.91639E+03  0.58366E+03  0.34275E+03  0.30001E+03
 0.44300E+02  0.15648E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.91904E+03  0.58511E+03  0.34310E+03  0.30001E+03
 0.44400E+02  0.15648E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.92174E+03  0.58655E+03  0.34345E+03  0.30001E+03
 0.44500E+02  0.15649E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.92443E+03  0.58801E+03  0.34379E+03  0.30001E+03
 0.44600E+02  0.15649E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.92711E+03  0.58946E+03  0.34414E+03  0.30001E+03
 0.44700E+02  0.15650E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.92979E+03  0.59091E+03  0.34449E+03  0.30001E+03
 0.44800E+02  0.15650E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.93254E+03  0.59236E+03  0.34485E+03  0.30001E+03
 0.44900E+02  0.15650E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.93530E+03  0.59381E+03  0.34520E+03  0.30001E+03
 0.45000E+02  0.15651E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.93805E+03  0.59526E+03  0.34555E+03  0.30001E+03
 0.45100E+02  0.15651E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.94082E+03  0.59671E+03  0.34591E+03  0.30001E+03
 0.45200E+02  0.15651E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.94358E+03  0.59816E+03  0.34626E+03  0.30001E+03
 0.45300E+02  0.15652E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.94634E+03  0.59961E+03  0.34662E+03  0.30001E+03
 0.45400E+02  0.15652E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.94917E+03  0.60106E+03  0.34698E+03  0.30001E+03
 0.45500E+02  0.15652E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.95202E+03  0.60252E+03  0.34734E+03  0.30001E+03
 0.45600E+02  0.15653E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.95492E+03  0.60402E+03  0.34770E+03  0.30001E+03
 0.45700E+02  0.15653E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.95779E+03  0.60552E+03  0.34806E+03  0.30001E+03
 0.45800E+02  0.15654E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.96065E+03  0.60702E+03  0.34843E+03  0.30001E+03
 0.45900E+02  0.15654E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.96352E+03  0.60852E+03  0.34880E+03  0.30001E+03
 0.46000E+02  0.15655E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.96647E+03  0.61002E+03  0.34918E+03  0.30001E+03
 0.46100E+02  0.15655E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.96940E+03  0.61152E+03  0.34957E+03  0.30001E+03
 0.46200E+02  0.15655E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.97238E+03  0.61302E+03  0.34995E+03  0.30001E+03
 0.46300E+02  0.15656E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.97533E+03  0.61453E+03  0.35034E+03  0.30001E+03
 0.46400E+02  0.15656E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.97828E+03  0.61603E+03  0.35073E+03  0.30001E+03
 0.46500E+02  0.15657E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.98128E+03  0.61753E+03  0.35112E+03  0.30001E+03
 0.46600E+02  0.15657E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.98431E+03  0.61903E+03  0.35152E+03  0.30001E+03
 0.46700E+02  0.15657E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.98735E+03  0.62053E+03  0.35191E+03  0.30001E+03
 0.46800E+02  0.15658E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.99038E+03  0.62204E+03  0.35231E+03  0.30001E+03
 0.46900E+02  0.15658E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.99342E+03  0.62354E+03  0.35270E+03  0.30001E+03
 0.47000E+02  0.15658E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.99647E+03  0.62507E+03  0.35310E+03  0.30001E+03
 0.47100E+02  0.15659E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.99957E+03  0.62661E+03  0.35350E+03  0.30001E+03
 0.47200E+02  0.15659E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10027E+04  0.62816E+03  0.35389E+03  0.30001E+03
 0.47300E+02  0.15660E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10058E+04  0.62970E+03  0.35430E+03  0.30001E+03
 0.47400E+02  0.15660E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10089E+04  0.63123E+03  0.35470E+03  0.30001E+03
 0.47500E+02  0.15660E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10120E+04  0.63277E+03  0.35510E+03  0.30001E+03
 0.47600E+02  0.15661E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10152E+04  0.63432E+03  0.35550E+03  0.30001E+03
 0.47700E+02  0.15661E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10184E+04  0.63586E+03  0.35591E+03  0.30001E+03
 0.47800E+02  0.15661E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10216E+04  0.63740E+03  0.35631E+03  0.30001E+03
 0.47900E+02  0.15662E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10248E+04  0.63895E+03  0.35672E+03  0.30001E+03
 0.48000E+02  0.15662E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10280E+04  0.64049E+03  0.35713E+03  0.30001E+03
 0.48100E+02  0.15662E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10312E+04  0.64204E+03  0.35754E+03  0.30001E+03
 0.48200E+02  0.15663E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10345E+04  0.64358E+03  0.35795E+03  0.30002E+03
 0.48300E+02  0.15663E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10377E+04  0.64513E+03  0.35836E+03  0.30002E+03
 0.48400E+02  0.15663E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10410E+04  0.64669E+03  0.35877E+03  0.30002E+03
 0.48500E+02  0.15664E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10442E+04  0.64828E+03  0.35919E+03  0.30002E+03
 0.48600E+02  0.15664E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10475E+04  0.64987E+03  0.35960E+03  0.30002E+03
 0.48700E+02  0.15664E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10509E+04  0.65146E+03  0.36002E+03  0.30002E+03
 0.48800E+02  0.15665E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10542E+04  0.65304E+03  0.36044E+03  0.30002E+03
 0.48900E+02  0.15665E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10575E+04  0.65462E+03  0.36086E+03  0.30002E+03
 0.49000E+02  0.15665E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10609E+04  0.65620E+03  0.36128E+03  0.30002E+03
 0.49100E+02  0.15666E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10642E+04  0.65778E+03  0.36170E+03  0.30002E+03
 0.49200E+02  0.15666E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10676E+04  0.65936E+03  0.36212E+03  0.30002E+03
 0.49300E+02  0.15666E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10710E+04  0.66095E+03  0.36254E+03  0.30002E+03
 0.49400E+02  0.15667E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10744E+04  0.66254E+03  0.36297E+03  0.30002E+03
 0.49500E+02  0.15667E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10778E+04  0.66412E+03  0.36339E+03  0.30002E+03
 0.49600E+02  0.15667E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10812E+04  0.66571E+03  0.36382E+03  0.30002E+03
 0.49700E+02  0.15668E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10846E+04  0.66730E+03  0.36425E+03  0.30002E+03
 0.49800E+02  0.15668E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10881E+04  0.66893E+03  0.36467E+03  0.30002E+03
 0.49900E+02  0.15668E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10916E+04  0.67056E+03  0.36510E+03  0.30002E+03
 0.50000E+02  0.15669E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10950E+04  0.67218E+03  0.36556E+03  0.30002E+03
 0.50100E+02  0.15669E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10985E+04  0.67381E+03  0.36601E+03  0.30002E+03
 0.50200E+02  0.15669E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11020E+04  0.67544E+03  0.36646E+03  0.30002E+03
 0.50300E+02  0.15670E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11056E+04  0.67707E+03  0.36692E+03  0.30002E+03
 0.50400E+02  0.15670E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11091E+04  0.67870E+03  0.36738E+03  0.30002E+03
 0.50500E+02  0.15670E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11126E+04  0.68033E+03  0.36784E+03  0.30003E+03
 0.50600E+02  0.15671E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11162E+04  0.68196E+03  0.36830E+03  0.30003E+03
 0.50700E+02  0.15671E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11198E+04  0.68359E+03  0.36876E+03  0.30003E+03
 0.50800E+02  0.15671E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11234E+04  0.68522E+03  0.36922E+03  0.30003E+03
 0.50900E+02  0.15672E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11270E+04  0.68685E+03  0.36969E+03  0.30003E+03
 0.51000E+02  0.15672E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11306E+04  0.68849E+03  0.37015E+03  0.30003E+03
 0.51100E+02  0.15672E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11342E+04  0.69015E+03  0.37062E+03  0.30003E+03
 0.51200E+02  0.15672E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11379E+04  0.69181E+03  0.37108E+03  0.30003E+03
 0.51300E+02  0.15673E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11415E+04  0.69347E+03  0.37155E+03  0.30003E+03
 0.51400E+02  0.15673E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11452E+04  0.69513E+03  0.37202E+03  0.30003E+03
