   time (s)   m_dot_g (kg/m2/s)  m_dot_c (kg/m2/s)  Virgin 98%     Char 2%    recession (m) 
 0.28300E+02     0.13574E-01       0.44614E-01     0.11234E-01   0.55159E-02  0.55159E-02
 0.28400E+02     0.13568E-01       0.44616E-01     0.11262E-01   0.55360E-02  0.55360E-02
 0.28500E+02     0.13561E-01       0.44617E-01     0.11291E-01   0.55561E-02  0.55561E-02
 0.28600E+02     0.13553E-01       0.44620E-01     0.11319E-01   0.55762E-02  0.55762E-02
 0.28700E+02     0.13545E-01       0.44622E-01     0.11347E-01   0.55963E-02  0.55963E-02
 0.28800E+02     0.13537E-01       0.44624E-01     0.11375E-01   0.56164E-02  0.56164E-02
 0.28900E+02     0.13529E-01       0.44627E-01     0.11402E-01   0.56365E-02  0.56365E-02
 0.29000E+02     0.13519E-01       0.44629E-01     0.11430E-01   0.56566E-02  0.56566E-02
 0.29100E+02     0.13509E-01       0.44632E-01     0.11457E-01   0.56767E-02  0.56767E-02
 0.29200E+02     0.13501E-01       0.44635E-01     0.11484E-01   0.56968E-02  0.56968E-02
 0.29300E+02     0.13491E-01       0.44638E-01     0.11511E-01   0.57169E-02  0.57169E-02
 0.29400E+02     0.13482E-01       0.44640E-01     0.11538E-01   0.57370E-02  0.57370E-02
 0.29500E+02     0.13473E-01       0.44643E-01     0.11565E-01   0.57571E-02  0.57571E-02
 0.29600E+02     0.13469E-01       0.44644E-01     0.11591E-01   0.57772E-02  0.57772E-02
 0.29700E+02     0.13465E-01       0.44645E-01     0.11618E-01   0.57973E-02  0.57973E-02
 0.29800E+02     0.13458E-01       0.44646E-01     0.11644E-01   0.58174E-02  0.58174E-02
 0.29900E+02     0.13451E-01       0.44649E-01     0.11670E-01   0.58375E-02  0.58375E-02
 0.30000E+02     0.13444E-01       0.44651E-01     0.11696E-01   0.58576E-02  0.58576E-02
 0.30100E+02     0.13438E-01       0.44652E-01     0.11722E-01   0.58777E-02  0.58777E-02
 0.30200E+02     0.13431E-01       0.44654E-01     0.11747E-01   0.58978E-02  0.58978E-02
 0.30300E+02     0.13423E-01       0.44656E-01     0.11773E-01   0.59179E-02  0.59179E-02
 0.30400E+02     0.13418E-01       0.44658E-01     0.11801E-01   0.59380E-02  0.59380E-02
 0.30500E+02     0.13413E-01       0.44659E-01     0.11829E-01   0.59581E-02  0.59581E-02
 0.30600E+02     0.13407E-01       0.44661E-01     0.11857E-01   0.59782E-02  0.59782E-02
 0.30700E+02     0.13401E-01       0.44663E-01     0.11884E-01   0.59983E-02  0.59983E-02
 0.30800E+02     0.13395E-01       0.44664E-01     0.11912E-01   0.60185E-02  0.60185E-02
 0.30900E+02     0.13388E-01       0.44666E-01     0.11939E-01   0.60386E-02  0.60386E-02
 0.31000E+02     0.13381E-01       0.44668E-01     0.11967E-01   0.60587E-02  0.60587E-02
 0.31100E+02     0.13373E-01       0.44670E-01     0.11994E-01   0.60788E-02  0.60788E-02
 0.31200E+02     0.13364E-01       0.44673E-01     0.12021E-01   0.60989E-02  0.60989E-02
 0.31300E+02     0.13359E-01       0.44674E-01     0.12048E-01   0.61190E-02  0.61190E-02
 0.31400E+02     0.13353E-01       0.44676E-01     0.12074E-01   0.61392E-02  0.61392E-02
 0.31500E+02     0.13346E-01       0.44678E-01     0.12101E-01   0.61593E-02  0.61593E-02
 0.31600E+02     0.13337E-01       0.44680E-01     0.12127E-01   0.61794E-02  0.61794E-02
 0.31700E+02     0.13331E-01       0.44682E-01     0.12154E-01   0.61995E-02  0.61995E-02
 0.31800E+02     0.13324E-01       0.44685E-01     0.12180E-01   0.62196E-02  0.62196E-02
 0.31900E+02     0.13317E-01       0.44686E-01     0.12206E-01   0.62398E-02  0.62398E-02
 0.32000E+02     0.13308E-01       0.44688E-01     0.12232E-01   0.62599E-02  0.62599E-02
 0.32100E+02     0.13300E-01       0.44691E-01     0.12257E-01   0.62800E-02  0.62800E-02
 0.32200E+02     0.13292E-01       0.44693E-01     0.12283E-01   0.63002E-02  0.63002E-02
 0.32300E+02     0.13285E-01       0.44695E-01     0.12308E-01   0.63203E-02  0.63203E-02
 0.32400E+02     0.13277E-01       0.44698E-01     0.12334E-01   0.63404E-02  0.63404E-02
 0.32500E+02     0.13269E-01       0.44699E-01     0.12359E-01   0.63605E-02  0.63605E-02
 0.32600E+02     0.13267E-01       0.44700E-01     0.12384E-01   0.63807E-02  0.63807E-02
 0.32700E+02     0.13264E-01       0.44701E-01     0.12410E-01   0.64008E-02  0.64008E-02
 0.32800E+02     0.13259E-01       0.44702E-01     0.12438E-01   0.64209E-02  0.64209E-02
 0.32900E+02     0.13254E-01       0.44704E-01     0.12465E-01   0.64411E-02  0.64411E-02
 0.33000E+02     0.13248E-01       0.44706E-01     0.12493E-01   0.64612E-02  0.64612E-02
 0.33100E+02     0.13243E-01       0.44707E-01     0.12520E-01   0.64813E-02  0.64813E-02
 0.33200E+02     0.13238E-01       0.44708E-01     0.12547E-01   0.65015E-02  0.65015E-02
 0.33300E+02     0.13232E-01       0.44710E-01     0.12574E-01   0.65216E-02  0.65216E-02
 0.33400E+02     0.13225E-01       0.44712E-01     0.12601E-01   0.65417E-02  0.65417E-02
 0.33500E+02     0.13223E-01       0.44712E-01     0.12627E-01   0.65619E-02  0.65619E-02
 0.33600E+02     0.13219E-01       0.44713E-01     0.12654E-01   0.65820E-02  0.65820E-02
 0.33700E+02     0.13215E-01       0.44714E-01     0.12680E-01   0.66022E-02  0.66022E-02
 0.33800E+02     0.13209E-01       0.44717E-01     0.12706E-01   0.66223E-02  0.66223E-02
 0.33900E+02     0.13203E-01       0.44718E-01     0.12732E-01   0.66424E-02  0.66424E-02
 0.34000E+02     0.13198E-01       0.44719E-01     0.12758E-01   0.66626E-02  0.66626E-02
 0.34100E+02     0.13192E-01       0.44721E-01     0.12784E-01   0.66827E-02  0.66827E-02
 0.34200E+02     0.13185E-01       0.44723E-01     0.12810E-01   0.67029E-02  0.67029E-02
 0.34300E+02     0.13178E-01       0.44725E-01     0.12835E-01   0.67230E-02  0.67230E-02
 0.34400E+02     0.13173E-01       0.44726E-01     0.12861E-01   0.67431E-02  0.67431E-02
 0.34500E+02     0.13169E-01       0.44727E-01     0.12886E-01   0.67633E-02  0.67633E-02
 0.34600E+02     0.13164E-01       0.44729E-01     0.12911E-01   0.67834E-02  0.67834E-02
 0.34700E+02     0.13157E-01       0.44731E-01     0.12937E-01   0.68036E-02  0.68036E-02
 0.34800E+02     0.13149E-01       0.44733E-01     0.12962E-01   0.68237E-02  0.68237E-02
 0.34900E+02     0.13144E-01       0.44735E-01     0.12987E-01   0.68439E-02  0.68439E-02
 0.35000E+02     0.13137E-01       0.44736E-01     0.13012E-01   0.68640E-02  0.68640E-02
 0.35100E+02     0.13131E-01       0.44738E-01     0.13036E-01   0.68842E-02  0.68842E-02
 0.35200E+02     0.13125E-01       0.44740E-01     0.13061E-01   0.69043E-02  0.69043E-02
 0.35300E+02     0.13117E-01       0.44742E-01     0.13088E-01   0.69245E-02  0.69245E-02
 0.35400E+02     0.13111E-01       0.44743E-01     0.13115E-01   0.69447E-02  0.69447E-02
 0.35500E+02     0.13104E-01       0.44746E-01     0.13142E-01   0.69648E-02  0.69648E-02
 0.35600E+02     0.13097E-01       0.44748E-01     0.13169E-01   0.69850E-02  0.69850E-02
 0.35700E+02     0.13091E-01       0.44749E-01     0.13196E-01   0.70051E-02  0.70051E-02
 0.35800E+02     0.13087E-01       0.44750E-01     0.13222E-01   0.70253E-02  0.70253E-02
 0.35900E+02     0.13085E-01       0.44751E-01     0.13248E-01   0.70454E-02  0.70454E-02
 0.36000E+02     0.13081E-01       0.44752E-01     0.13274E-01   0.70656E-02  0.70656E-02
 0.36100E+02     0.13078E-01       0.44753E-01     0.13301E-01   0.70858E-02  0.70858E-02
 0.36200E+02     0.13073E-01       0.44754E-01     0.13326E-01   0.71059E-02  0.71059E-02
 0.36300E+02     0.13068E-01       0.44755E-01     0.13352E-01   0.71261E-02  0.71261E-02
 0.36400E+02     0.13064E-01       0.44756E-01     0.13378E-01   0.71462E-02  0.71462E-02
 0.36500E+02     0.13060E-01       0.44758E-01     0.13404E-01   0.71664E-02  0.71664E-02
 0.36600E+02     0.13056E-01       0.44759E-01     0.13429E-01   0.71865E-02  0.71865E-02
 0.36700E+02     0.13051E-01       0.44761E-01     0.13455E-01   0.72067E-02  0.72067E-02
 0.36800E+02     0.13048E-01       0.44761E-01     0.13480E-01   0.72269E-02  0.72269E-02
 0.36900E+02     0.13046E-01       0.44762E-01     0.13505E-01   0.72470E-02  0.72470E-02
 0.37000E+02     0.13043E-01       0.44763E-01     0.13530E-01   0.72672E-02  0.72672E-02
 0.37100E+02     0.13039E-01       0.44764E-01     0.13555E-01   0.72874E-02  0.72874E-02
 0.37200E+02     0.13034E-01       0.44766E-01     0.13580E-01   0.73075E-02  0.73075E-02
 0.37300E+02     0.13028E-01       0.44767E-01     0.13605E-01   0.73277E-02  0.73277E-02
 0.37400E+02     0.13024E-01       0.44768E-01     0.13630E-01   0.73479E-02  0.73479E-02
 0.37500E+02     0.13018E-01       0.44770E-01     0.13654E-01   0.73680E-02  0.73680E-02
 0.37600E+02     0.13013E-01       0.44771E-01     0.13679E-01   0.73882E-02  0.73882E-02
 0.37700E+02     0.13007E-01       0.44773E-01     0.13703E-01   0.74084E-02  0.74084E-02
 0.37800E+02     0.13001E-01       0.44774E-01     0.13728E-01   0.74285E-02  0.74285E-02
 0.37900E+02     0.12998E-01       0.44776E-01     0.13752E-01   0.74487E-02  0.74487E-02
 0.38000E+02     0.12994E-01       0.44777E-01     0.13779E-01   0.74689E-02  0.74689E-02
 0.38100E+02     0.12989E-01       0.44778E-01     0.13805E-01   0.74890E-02  0.74890E-02
 0.38200E+02     0.12983E-01       0.44779E-01     0.13832E-01   0.75092E-02  0.75092E-02
 0.38300E+02     0.12976E-01       0.44782E-01     0.13858E-01   0.75294E-02  0.75294E-02
 0.38400E+02     0.12971E-01       0.44783E-01     0.13884E-01   0.75496E-02  0.75496E-02
 0.38500E+02     0.12965E-01       0.44784E-01     0.13910E-01   0.75697E-02  0.75697E-02
 0.38600E+02     0.12960E-01       0.44786E-01     0.13936E-01   0.75899E-02  0.75899E-02
 0.38700E+02     0.12954E-01       0.44788E-01     0.13962E-01   0.76101E-02  0.76101E-02
 0.38800E+02     0.12948E-01       0.44790E-01     0.13987E-01   0.76303E-02  0.76303E-02
 0.38900E+02     0.12943E-01       0.44791E-01     0.14013E-01   0.76504E-02  0.76504E-02
 0.39000E+02     0.12937E-01       0.44792E-01     0.14039E-01   0.76706E-02  0.76706E-02
 0.39100E+02     0.12932E-01       0.44794E-01     0.14064E-01   0.76908E-02  0.76908E-02
 0.39200E+02     0.12927E-01       0.44796E-01     0.14089E-01   0.77110E-02  0.77110E-02
 0.39300E+02     0.12922E-01       0.44797E-01     0.14114E-01   0.77312E-02  0.77312E-02
 0.39400E+02     0.12918E-01       0.44797E-01     0.14139E-01   0.77513E-02  0.77513E-02
 0.39500E+02     0.12916E-01       0.44798E-01     0.14164E-01   0.77715E-02  0.77715E-02
 0.39600E+02     0.12914E-01       0.44799E-01     0.14189E-01   0.77917E-02  0.77917E-02
 0.39700E+02     0.12911E-01       0.44800E-01     0.14214E-01   0.78119E-02  0.78119E-02
 0.39800E+02     0.12908E-01       0.44801E-01     0.14239E-01   0.78321E-02  0.78321E-02
 0.39900E+02     0.12904E-01       0.44802E-01     0.14263E-01   0.78523E-02  0.78523E-02
 0.40000E+02     0.12901E-01       0.44803E-01     0.14288E-01   0.78724E-02  0.78724E-02
 0.40100E+02     0.12898E-01       0.44803E-01     0.14312E-01   0.78926E-02  0.78926E-02
 0.40200E+02     0.12895E-01       0.44804E-01     0.14337E-01   0.79128E-02  0.79128E-02
 0.40300E+02     0.12892E-01       0.44805E-01     0.14361E-01   0.79330E-02  0.79330E-02
 0.40400E+02     0.12887E-01       0.44807E-01     0.14385E-01   0.79532E-02  0.79532E-02
 0.40500E+02     0.12886E-01       0.44807E-01     0.14409E-01   0.79734E-02  0.79734E-02
 0.40600E+02     0.12884E-01       0.44808E-01     0.14433E-01   0.79936E-02  0.79936E-02
 0.40700E+02     0.12881E-01       0.44808E-01     0.14457E-01   0.80137E-02  0.80137E-02
 0.40800E+02     0.12878E-01       0.44809E-01     0.14482E-01   0.80339E-02  0.80339E-02
 0.40900E+02     0.12873E-01       0.44810E-01     0.14508E-01   0.80541E-02  0.80541E-02
 0.41000E+02     0.12869E-01       0.44811E-01     0.14534E-01   0.80743E-02  0.80743E-02
 0.41100E+02     0.12865E-01       0.44812E-01     0.14560E-01   0.80945E-02  0.80945E-02
 0.41200E+02     0.12861E-01       0.44814E-01     0.14586E-01   0.81147E-02  0.81147E-02
 0.41300E+02     0.12857E-01       0.44815E-01     0.14611E-01   0.81349E-02  0.81349E-02
 0.41400E+02     0.12852E-01       0.44816E-01     0.14637E-01   0.81551E-02  0.81551E-02
 0.41500E+02     0.12846E-01       0.44818E-01     0.14662E-01   0.81753E-02  0.81753E-02
 0.41600E+02     0.12843E-01       0.44818E-01     0.14688E-01   0.81954E-02  0.81954E-02
 0.41700E+02     0.12840E-01       0.44820E-01     0.14713E-01   0.82156E-02  0.82156E-02
 0.41800E+02     0.12836E-01       0.44821E-01     0.14738E-01   0.82358E-02  0.82358E-02
 0.41900E+02     0.12832E-01       0.44822E-01     0.14763E-01   0.82560E-02  0.82560E-02
 0.42000E+02     0.12826E-01       0.44823E-01     0.14788E-01   0.82762E-02  0.82762E-02
 0.42100E+02     0.12822E-01       0.44824E-01     0.14813E-01   0.82964E-02  0.82964E-02
 0.42200E+02     0.12818E-01       0.44826E-01     0.14838E-01   0.83166E-02  0.83166E-02
 0.42300E+02     0.12812E-01       0.44828E-01     0.14863E-01   0.83368E-02  0.83368E-02
 0.42400E+02     0.12808E-01       0.44829E-01     0.14887E-01   0.83570E-02  0.83570E-02
 0.42500E+02     0.12803E-01       0.44830E-01     0.14912E-01   0.83772E-02  0.83772E-02
 0.42600E+02     0.12797E-01       0.44832E-01     0.14936E-01   0.83974E-02  0.83974E-02
 0.42700E+02     0.12793E-01       0.44833E-01     0.14960E-01   0.84176E-02  0.84176E-02
 0.42800E+02     0.12788E-01       0.44834E-01     0.14985E-01   0.84378E-02  0.84378E-02
 0.42900E+02     0.12784E-01       0.44835E-01     0.15009E-01   0.84580E-02  0.84580E-02
 0.43000E+02     0.12780E-01       0.44836E-01     0.15033E-01   0.84782E-02  0.84782E-02
 0.43100E+02     0.12774E-01       0.44838E-01     0.15057E-01   0.84984E-02  0.84984E-02
 0.43200E+02     0.12771E-01       0.44839E-01     0.15081E-01   0.85186E-02  0.85186E-02
 0.43300E+02     0.12769E-01       0.44840E-01     0.15105E-01   0.85388E-02  0.85388E-02
 0.43400E+02     0.12767E-01       0.44840E-01     0.15129E-01   0.85590E-02  0.85590E-02
 0.43500E+02     0.12766E-01       0.44841E-01     0.15153E-01   0.85792E-02  0.85792E-02
 0.43600E+02     0.12764E-01       0.44841E-01     0.15176E-01   0.85994E-02  0.85994E-02
 0.43700E+02     0.12761E-01       0.44842E-01     0.15200E-01   0.86196E-02  0.86196E-02
 0.43800E+02     0.12759E-01       0.44842E-01     0.15223E-01   0.86398E-02  0.86398E-02
 0.43900E+02     0.12756E-01       0.44843E-01     0.15249E-01   0.86600E-02  0.86600E-02
 0.44000E+02     0.12754E-01       0.44844E-01     0.15274E-01   0.86802E-02  0.86802E-02
 0.44100E+02     0.12752E-01       0.44844E-01     0.15300E-01   0.87004E-02  0.87004E-02
 0.44200E+02     0.12749E-01       0.44846E-01     0.15326E-01   0.87206E-02  0.87206E-02
 0.44300E+02     0.12745E-01       0.44847E-01     0.15351E-01   0.87408E-02  0.87408E-02
 0.44400E+02     0.12745E-01       0.44847E-01     0.15376E-01   0.87611E-02  0.87611E-02
 0.44500E+02     0.12743E-01       0.44847E-01     0.15401E-01   0.87813E-02  0.87813E-02
 0.44600E+02     0.12741E-01       0.44847E-01     0.15426E-01   0.88015E-02  0.88015E-02
 0.44700E+02     0.12739E-01       0.44848E-01     0.15451E-01   0.88217E-02  0.88217E-02
 0.44800E+02     0.12736E-01       0.44849E-01     0.15476E-01   0.88419E-02  0.88419E-02
 0.44900E+02     0.12732E-01       0.44850E-01     0.15501E-01   0.88621E-02  0.88621E-02
 0.45000E+02     0.12727E-01       0.44851E-01     0.15526E-01   0.88823E-02  0.88823E-02
 0.45100E+02     0.12725E-01       0.44852E-01     0.15550E-01   0.89025E-02  0.89025E-02
 0.45200E+02     0.12721E-01       0.44853E-01     0.15575E-01   0.89227E-02  0.89227E-02
 0.45300E+02     0.12716E-01       0.44854E-01     0.15599E-01   0.89429E-02  0.89429E-02
 0.45400E+02     0.12711E-01       0.44855E-01     0.15624E-01   0.89631E-02  0.89631E-02
 0.45500E+02     0.12707E-01       0.44857E-01     0.15648E-01   0.89833E-02  0.89833E-02
 0.45600E+02     0.12705E-01       0.44858E-01     0.15672E-01   0.90036E-02  0.90036E-02
 0.45700E+02     0.12702E-01       0.44859E-01     0.15696E-01   0.90238E-02  0.90238E-02
 0.45800E+02     0.12699E-01       0.44859E-01     0.15720E-01   0.90440E-02  0.90440E-02
 0.45900E+02     0.12695E-01       0.44860E-01     0.15744E-01   0.90642E-02  0.90642E-02
 0.46000E+02     0.12690E-01       0.44861E-01     0.15768E-01   0.90844E-02  0.90844E-02
 0.46100E+02     0.12685E-01       0.44863E-01     0.15792E-01   0.91046E-02  0.91046E-02
 0.46200E+02     0.12681E-01       0.44865E-01     0.15816E-01   0.91249E-02  0.91249E-02
 0.46300E+02     0.12677E-01       0.44866E-01     0.15839E-01   0.91451E-02  0.91451E-02
 0.46400E+02     0.12673E-01       0.44866E-01     0.15863E-01   0.91653E-02  0.91653E-02
 0.46500E+02     0.12669E-01       0.44867E-01     0.15887E-01   0.91855E-02  0.91855E-02
 0.46600E+02     0.12665E-01       0.44868E-01     0.15910E-01   0.92057E-02  0.92057E-02
 0.46700E+02     0.12661E-01       0.44869E-01     0.15933E-01   0.92259E-02  0.92259E-02
 0.46800E+02     0.12658E-01       0.44871E-01     0.15957E-01   0.92461E-02  0.92461E-02
 0.46900E+02     0.12654E-01       0.44872E-01     0.15980E-01   0.92664E-02  0.92664E-02
 0.47000E+02     0.12650E-01       0.44873E-01     0.16003E-01   0.92866E-02  0.92866E-02
 0.47100E+02     0.12645E-01       0.44874E-01     0.16028E-01   0.93068E-02  0.93068E-02
 0.47200E+02     0.12641E-01       0.44875E-01     0.16053E-01   0.93270E-02  0.93270E-02
 0.47300E+02     0.12638E-01       0.44876E-01     0.16078E-01   0.93472E-02  0.93472E-02
 0.47400E+02     0.12636E-01       0.44877E-01     0.16103E-01   0.93675E-02  0.93675E-02
 0.47500E+02     0.12635E-01       0.44878E-01     0.16128E-01   0.93877E-02  0.93877E-02
 0.47600E+02     0.12634E-01       0.44878E-01     0.16153E-01   0.94079E-02  0.94079E-02
 0.47700E+02     0.12633E-01       0.44878E-01     0.16178E-01   0.94281E-02  0.94281E-02
 0.47800E+02     0.12631E-01       0.44879E-01     0.16203E-01   0.94484E-02  0.94484E-02
 0.47900E+02     0.12630E-01       0.44879E-01     0.16227E-01   0.94686E-02  0.94686E-02
 0.48000E+02     0.12629E-01       0.44879E-01     0.16252E-01   0.94888E-02  0.94888E-02
 0.48100E+02     0.12627E-01       0.44880E-01     0.16276E-01   0.95090E-02  0.95090E-02
 0.48200E+02     0.12624E-01       0.44880E-01     0.16301E-01   0.95292E-02  0.95292E-02
 0.48300E+02     0.12622E-01       0.44881E-01     0.16325E-01   0.95495E-02  0.95495E-02
 0.48400E+02     0.12620E-01       0.44881E-01     0.16349E-01   0.95697E-02  0.95697E-02
 0.48500E+02     0.12618E-01       0.44882E-01     0.16373E-01   0.95899E-02  0.95899E-02
 0.48600E+02     0.12618E-01       0.44882E-01     0.16397E-01   0.96101E-02  0.96101E-02
 0.48700E+02     0.12618E-01       0.44882E-01     0.16421E-01   0.96304E-02  0.96304E-02
 0.48800E+02     0.12616E-01       0.44882E-01     0.16445E-01   0.96506E-02  0.96506E-02
 0.48900E+02     0.12614E-01       0.44883E-01     0.16469E-01   0.96708E-02  0.96708E-02
 0.49000E+02     0.12611E-01       0.44884E-01     0.16493E-01   0.96910E-02  0.96910E-02
 0.49100E+02     0.12608E-01       0.44884E-01     0.16517E-01   0.97113E-02  0.97113E-02
 0.49200E+02     0.12604E-01       0.44885E-01     0.16541E-01   0.97315E-02  0.97315E-02
 0.49300E+02     0.12602E-01       0.44887E-01     0.16564E-01   0.97517E-02  0.97517E-02
 0.49400E+02     0.12598E-01       0.44888E-01     0.16588E-01   0.97719E-02  0.97719E-02
 0.49500E+02     0.12594E-01       0.44889E-01     0.16611E-01   0.97922E-02  0.97922E-02
 0.49600E+02     0.12590E-01       0.44890E-01     0.16635E-01   0.98124E-02  0.98124E-02
 0.49700E+02     0.12586E-01       0.44890E-01     0.16658E-01   0.98326E-02  0.98326E-02
 0.49800E+02     0.12584E-01       0.44891E-01     0.16681E-01   0.98529E-02  0.98529E-02
 0.49900E+02     0.12582E-01       0.44892E-01     0.16704E-01   0.98731E-02  0.98731E-02
 0.50000E+02     0.12580E-01       0.44893E-01     0.16728E-01   0.98933E-02  0.98933E-02
 0.50100E+02     0.12576E-01       0.44894E-01     0.16751E-01   0.99136E-02  0.99136E-02
 0.50200E+02     0.12573E-01       0.44895E-01     0.16774E-01   0.99338E-02  0.99338E-02
 0.50300E+02     0.12568E-01       0.44896E-01     0.16797E-01   0.99540E-02  0.99540E-02
 0.50400E+02     0.12566E-01       0.44896E-01     0.16820E-01   0.99743E-02  0.99743E-02
 0.50500E+02     0.12562E-01       0.44897E-01     0.16843E-01   0.99945E-02  0.99945E-02
 0.50600E+02     0.12559E-01       0.44898E-01     0.16868E-01   0.10015E-01  0.10015E-01
 0.50700E+02     0.12555E-01       0.44900E-01     0.16893E-01   0.10035E-01  0.10035E-01
 0.50800E+02     0.12551E-01       0.44901E-01     0.16918E-01   0.10055E-01  0.10055E-01
 0.50900E+02     0.12547E-01       0.44902E-01     0.16942E-01   0.10075E-01  0.10075E-01
 0.51000E+02     0.12545E-01       0.44902E-01     0.16967E-01   0.10096E-01  0.10096E-01
 0.51100E+02     0.12541E-01       0.44903E-01     0.16991E-01   0.10116E-01  0.10116E-01
 0.51200E+02     0.12537E-01       0.44904E-01     0.17016E-01   0.10136E-01  0.10136E-01
 0.51300E+02     0.12533E-01       0.44906E-01     0.17040E-01   0.10156E-01  0.10156E-01
 0.51400E+02     0.12529E-01       0.44907E-01     0.17064E-01   0.10177E-01  0.10177E-01
 0.51500E+02     0.12525E-01       0.44908E-01     0.17089E-01   0.10197E-01  0.10197E-01
 0.51600E+02     0.12523E-01       0.44908E-01     0.17113E-01   0.10217E-01  0.10217E-01
 0.51700E+02     0.12522E-01       0.44909E-01     0.17137E-01   0.10237E-01  0.10237E-01
 0.51800E+02     0.12522E-01       0.44909E-01     0.17161E-01   0.10257E-01  0.10257E-01
 0.51900E+02     0.12521E-01       0.44909E-01     0.17185E-01   0.10278E-01  0.10278E-01
 0.52000E+02     0.12521E-01       0.44909E-01     0.17208E-01   0.10298E-01  0.10298E-01
 0.52100E+02     0.12520E-01       0.44909E-01     0.17232E-01   0.10318E-01  0.10318E-01
 0.52200E+02     0.12519E-01       0.44910E-01     0.17256E-01   0.10339E-01  0.10339E-01
 0.52300E+02     0.12518E-01       0.44910E-01     0.17279E-01   0.10359E-01  0.10359E-01
 0.52400E+02     0.12516E-01       0.44910E-01     0.17303E-01   0.10379E-01  0.10379E-01
 0.52500E+02     0.12515E-01       0.44911E-01     0.17327E-01   0.10399E-01  0.10399E-01
 0.52600E+02     0.12513E-01       0.44911E-01     0.17350E-01   0.10419E-01  0.10419E-01
 0.52700E+02     0.12512E-01       0.44912E-01     0.17373E-01   0.10440E-01  0.10440E-01
 0.52800E+02     0.12510E-01       0.44912E-01     0.17397E-01   0.10460E-01  0.10460E-01
 0.52900E+02     0.12509E-01       0.44912E-01     0.17420E-01   0.10480E-01  0.10480E-01
 0.53000E+02     0.12509E-01       0.44912E-01     0.17443E-01   0.10500E-01  0.10500E-01
 0.53100E+02     0.12508E-01       0.44913E-01     0.17466E-01   0.10521E-01  0.10521E-01
 0.53200E+02     0.12507E-01       0.44913E-01     0.17489E-01   0.10541E-01  0.10541E-01
 0.53300E+02     0.12505E-01       0.44913E-01     0.17512E-01   0.10561E-01  0.10561E-01
 0.53400E+02     0.12503E-01       0.44914E-01     0.17535E-01   0.10581E-01  0.10581E-01
 0.53500E+02     0.12500E-01       0.44915E-01     0.17558E-01   0.10602E-01  0.10602E-01
 0.53600E+02     0.12497E-01       0.44916E-01     0.17581E-01   0.10622E-01  0.10622E-01
 0.53700E+02     0.12494E-01       0.44917E-01     0.17604E-01   0.10642E-01  0.10642E-01
 0.53800E+02     0.12491E-01       0.44918E-01     0.17626E-01   0.10662E-01  0.10662E-01
 0.53900E+02     0.12488E-01       0.44918E-01     0.17649E-01   0.10683E-01  0.10683E-01
 0.54000E+02     0.12485E-01       0.44919E-01     0.17672E-01   0.10703E-01  0.10703E-01
 0.54100E+02     0.12481E-01       0.44920E-01     0.17695E-01   0.10723E-01  0.10723E-01
 0.54200E+02     0.12480E-01       0.44920E-01     0.17720E-01   0.10743E-01  0.10743E-01
 0.54300E+02     0.12478E-01       0.44921E-01     0.17744E-01   0.10764E-01  0.10764E-01
 0.54400E+02     0.12476E-01       0.44921E-01     0.17769E-01   0.10784E-01  0.10784E-01
 0.54500E+02     0.12473E-01       0.44922E-01     0.17793E-01   0.10804E-01  0.10804E-01
 0.54600E+02     0.12471E-01       0.44924E-01     0.17817E-01   0.10824E-01  0.10824E-01
 0.54700E+02     0.12467E-01       0.44924E-01     0.17841E-01   0.10844E-01  0.10844E-01
 0.54800E+02     0.12464E-01       0.44925E-01     0.17865E-01   0.10865E-01  0.10865E-01
 0.54900E+02     0.12461E-01       0.44926E-01     0.17890E-01   0.10885E-01  0.10885E-01
 0.55000E+02     0.12458E-01       0.44927E-01     0.17913E-01   0.10905E-01  0.10905E-01
 0.55100E+02     0.12455E-01       0.44927E-01     0.17937E-01   0.10925E-01  0.10925E-01
 0.55200E+02     0.12451E-01       0.44928E-01     0.17961E-01   0.10946E-01  0.10946E-01
 0.55300E+02     0.12448E-01       0.44930E-01     0.17985E-01   0.10966E-01  0.10966E-01
 0.55400E+02     0.12444E-01       0.44931E-01     0.18009E-01   0.10986E-01  0.10986E-01
 0.55500E+02     0.12441E-01       0.44931E-01     0.18032E-01   0.11007E-01  0.11007E-01
 0.55600E+02     0.12438E-01       0.44932E-01     0.18056E-01   0.11027E-01  0.11027E-01
 0.55700E+02     0.12434E-01       0.44933E-01     0.18079E-01   0.11047E-01  0.11047E-01
 0.55800E+02     0.12431E-01       0.44934E-01     0.18103E-01   0.11067E-01  0.11067E-01
 0.55900E+02     0.12428E-01       0.44935E-01     0.18126E-01   0.11088E-01  0.11088E-01
 0.56000E+02     0.12425E-01       0.44936E-01     0.18149E-01   0.11108E-01  0.11108E-01
 0.56100E+02     0.12422E-01       0.44937E-01     0.18173E-01   0.11128E-01  0.11128E-01
 0.56200E+02     0.12421E-01       0.44937E-01     0.18196E-01   0.11148E-01  0.11148E-01
 0.56300E+02     0.12420E-01       0.44938E-01     0.18219E-01   0.11168E-01  0.11168E-01
 0.56400E+02     0.12421E-01       0.44937E-01     0.18242E-01   0.11189E-01  0.11189E-01
 0.56500E+02     0.12421E-01       0.44937E-01     0.18265E-01   0.11209E-01  0.11209E-01
 0.56600E+02     0.12420E-01       0.44938E-01     0.18288E-01   0.11229E-01  0.11229E-01
